"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004766",1790.80565505983,0.000791598405547124,0.16276224779017,0.00486352588695899,0.996119483081953,0.997926930350773
"ENSG00000004776",111.646471759983,0.163636830672025,0.256077673030763,0.639012486857328,0.522814808716774,0.733491817848991
"ENSG00000004777",4323.360935287,-0.695101729300068,0.199750362983919,-3.47985214603104,0.000501690569016575,0.00718807795671652
"ENSG00000004779",584.634627625164,-0.184585918033786,0.135658686905011,-1.36066419515791,0.173619834532084,0.39500177307057
"ENSG00000004799",1297.56527023682,0.716446233771393,0.313620152269193,2.28443940412489,0.0223457200054366,0.107062598440924
"ENSG00000004809",44.8379188000932,0.930661606770605,0.418975048326446,2.22128169801051,0.026331887682398,0.119393049861808
"ENSG00000004838",390.192005112675,-0.0771180136238245,0.241723403086224,-0.319034121807048,0.749700638244227,0.87867856016757
"ENSG00000004846",31.9830116082083,-1.34329543536052,0.530034142994198,-2.53435642423365,0.011265408151395,0.0671082474315541
"ENSG00000004848",88.9742472924372,-1.84980429082392,0.51675658681685,-3.57964337178258,0.000344063438953779,0.00544593867246326
"ENSG00000004864",1760.96646160749,-0.287129099660962,0.162957463231518,-1.76198803029371,0.0780713198634352,0.24088849037172
"ENSG00000004866",1460.98490132526,0.0142559283733759,0.168239314152902,0.0847360109921728,0.932471266278487,0.968430233535321
"ENSG00000004897",4212.78066650623,-0.0724170747702654,0.158343073699093,-0.457342863685236,0.64742462517377,0.817538085174639
"ENSG00000004961",380.521144224347,0.105949093851798,0.165828376584244,0.638908105079193,0.522882715004868,0.733491817848991
