"","geneid","wilcox","wilcox_BH","FC","log2FC"
"15391","ENSG00000198826",0.55221422203415,0.990336329831089,0.885235513623882,-0.175866764962488
"15392","ENSG00000198829",0.495394415484823,0.990336329831089,1.53207547169811,0.615487367734615
"15393","ENSG00000198830",0.0337522229559557,0.947097530301638,1.62945598830531,0.704390385331363
"15394","ENSG00000198832",0.269606104568209,0.975322513573003,1.4089790897909,0.494650201229647
"15395","ENSG00000198833",1,1,1.02683007618417,0.0381974586479747
"15396","ENSG00000198835",0.79856176300482,1,1.69817578772803,0.763985808099915
"15397","ENSG00000198836",0.932324373348333,1,0.989033409844427,-0.015908838409797
"15398","ENSG00000198837",0.444696231849709,0.990336329831089,1.13256586507323,0.179594953539851
"15399","ENSG00000198838",0.79890666964327,1,1.98973466724663,0.992576059025556
"15400","ENSG00000198839",0.671125458389813,1,0.841214015891624,-0.249455207146622
"15401","ENSG00000198841",0.0745315710546194,0.947097530301638,1.87843280849506,0.90952951172913
"15402","ENSG00000198843",0.444696231849709,0.990336329831089,1.37399534289792,0.45837711420735
"15403","ENSG00000198844",1,1,0.724194880264244,-0.465550117249596
"15404","ENSG00000198846",0.671125458389813,1,1.10943905350008,0.149830415954688
"15405","ENSG00000198848",0.349393711489842,0.975322513573003,0.314783586284429,-1.66756777832219
"15406","ENSG00000198851",0.932324373348333,1,1.19906778015149,0.261913212817668
"15407","ENSG00000198853",0.55221422203415,0.990336329831089,0.808213046883742,-0.307192453929531
"15408","ENSG00000198855",0.0218560090983137,0.947097530301638,1.52807424593968,0.611714642618887
"15409","ENSG00000198856",0.932324373348333,1,1.0128164049984,0.0183726779852881
"15410","ENSG00000198857",0.233663464956689,0.975322513573003,0.425162689804772,-1.23391309631413
"15411","ENSG00000198858",0.0745315710546194,0.947097530301638,2.26939182452642,1.18230572073283
"15412","ENSG00000198860",0.932324373348333,1,0.820135994735688,-0.286064938006596
"15413","ENSG00000198862",0.55221422203415,0.990336329831089,1.1248432081458,0.169723918246776
"15414","ENSG00000198863",0.0337522229559557,0.947097530301638,1.62995665435865,0.704833599196651
"15415","ENSG00000198865",0.932324373348333,1,0.693675889328063,-0.527666354389749
"15416","ENSG00000198870",0.444696231849709,0.990336329831089,1.23785803237858,0.307845864044972
"15417","ENSG00000198873",0.79890666964327,1,1.02896218825422,0.0411899678291521
"15418","ENSG00000198874",0.0745315710546194,0.947097530301638,0.884273990956289,-0.177434639130078
"15419","ENSG00000198876",0.671125458389813,1,1.24095472627392,0.311450482614479
"15420","ENSG00000198879",0.444696231849709,0.990336329831089,0.751055477372046,-0.413008617276362
"15421","ENSG00000198883",1,1,64.8311258278146,6.01861472120872
