"","cpd_id","wilcox","wilcox_BH","FC","log2FC"
"1","ENSG00000000003",0.0218311771192553,0.108379342937225,1.38807677967627,0.47308737093822
"2","ENSG00000000419",0.920712989012963,0.966242190047607,1.0143342165669,0.0205330893615232
"3","ENSG00000000457",0.461384226258662,0.688219212752672,0.984912001776915,-0.0219332639948388
"4","ENSG00000000460",0.243385385144127,0.48339976467152,0.89909067702729,-0.153461470025797
"5","ENSG00000000938",0.000314217668124949,0.00695143947512438,2.59012237762238,1.37302026371027
"6","ENSG00000000971",0.000324073804244721,0.00705776143649315,2.37403399554457,1.24734059414258
"7","ENSG00000001036",0.00670033302590898,0.0500663982017457,1.36935263530764,0.453494016864616
"8","ENSG00000001084",0.00532005674616263,0.0429301759419766,1.50979889812595,0.594356398558439
"9","ENSG00000001167",0.91123578731958,0.961496479695053,0.929814829145134,-0.104984660035493
"10","ENSG00000001460",0.531908129271679,0.742669280689474,0.952966701046118,-0.0695022911141011
"11","ENSG00000001461",0.116720706127138,0.313817696984594,1.13878218940028,0.187491834560192
"12","ENSG00000001497",0.192939894417827,0.422705047865553,0.881962924894203,-0.181210084450936
"13","ENSG00000001561",0.0186210476557273,0.0981917710850303,1.37740528615143,0.461953118870848
"14","ENSG00000001617",0.67591077819542,0.838290324279138,1.01071913161465,0.015382142915565
"15","ENSG00000001626",7.60352779008177e-06,0.00144098109716163,3.45587977105938,1.78905302748009
"16","ENSG00000001629",0.792724700354958,0.904348633856751,1.03353508046894,0.0475873578583227
"17","ENSG00000001630",0.829769665415567,0.921742891956094,0.899793559042114,-0.152334055122281
"18","ENSG00000001631",0.534533814767365,0.744416635862612,0.984539601407071,-0.022478857674149
"19","ENSG00000002016",0.0591330173253688,0.20516924397026,0.909613594302058,-0.136674279217439
"20","ENSG00000002079",0.113026401872219,0.308141341433244,0.84069295859272,-0.25034910534266
"21","ENSG00000002330",0.351506282215949,0.593727880151473,0.774089827698075,-0.369427104157185
"22","ENSG00000002549",0.0085956493291051,0.0590094346479781,1.49536269347322,0.580495446037654
"23","ENSG00000002586",0.0447889849595073,0.171992616138894,1.23952648508405,0.309789097960491
"24","ENSG00000002587",0.421253762962461,0.653901616649385,1.3000398099583,0.378555802292223
"25","ENSG00000002726",0.0365853585586919,0.151560179500962,4.94133860387138,2.30490191945441
"26","ENSG00000002745",0.347273089676608,0.59000151216944,2.61185875123029,1.38507687835078
"27","ENSG00000002746",0.120459980293901,0.319677875838751,0.965759541663156,-0.0502640685941584
"28","ENSG00000002822",0.91123578731958,0.961496479695053,0.973660715703114,-0.0385089602040223
"29","ENSG00000002834",0.00056496022948094,0.00988662953777269,1.44942790712185,0.535483577190704
"30","ENSG00000002919",0.21710920591611,0.453267157887081,1.00524543053013,0.00754777820094472
"31","ENSG00000002933",0.1034394350133,0.292275463528156,1.22698557452077,0.295118287558531
"32","ENSG00000003056",0.00117507564416633,0.0158988744749381,1.37067118831688,0.454882523065193
"33","ENSG00000003096",0.0309278884363187,0.13598352143773,0.552991478582678,-0.854670845713515
"34","ENSG00000003137",0.246615891170164,0.486767860034099,0.903845634708716,-0.145851695096976
"35","ENSG00000003147",0.0757808870518265,0.240455156451153,0.659034923565783,-0.601573176360916
"36","ENSG00000003249",4.50517374741058e-06,0.00131396594897108,0.55817699802435,-0.841205421432775
"37","ENSG00000003393",0.385419430324081,0.62423866949534,1.10580112740195,0.145091947679948
"38","ENSG00000003400",1.26336182781315e-06,0.000869196459262284,3.32669334275832,1.73408888357209
"39","ENSG00000003402",8.36713419130935e-05,0.00339407428913682,1.56612625237764,0.6472005193577
"40","ENSG00000003436",4.50479257722575e-06,0.00131396594897108,3.85480397536736,1.94665749802465
"41","ENSG00000003509",0.726060388610619,0.867384315938597,0.965390513600043,-0.0508154446631815
"42","ENSG00000003756",0.0591349726902847,0.20516924397026,1.16126753004881,0.215700375142783
"43","ENSG00000003987",0.11487872470152,0.311012329502481,0.794475059477095,-0.331926164342493
"44","ENSG00000003989",0.490957536223154,0.712410187773336,1.20727529874863,0.271754695854136
"45","ENSG00000004059",0.0731903977305969,0.235375902257085,0.783098851947849,-0.352733661938855
"46","ENSG00000004139",0.024735060610677,0.117998608725661,0.82790078429429,-0.272470209509499
"47","ENSG00000004142",0.627154489417874,0.807958175492353,0.917816715665119,-0.123722012927361
"48","ENSG00000004399",0.0252502426999897,0.119430697191337,1.27535626851457,0.350900317689509
"49","ENSG00000004455",0.30432447026261,0.548341445655067,1.084248311132,0.116695196003982
"50","ENSG00000004468",8.64775568236842e-05,0.00346100298893702,2.98910443794845,1.57971330500465
"51","ENSG00000004478",0.996823278025749,0.999893696576959,0.860786732624216,-0.216272253197237
"52","ENSG00000004487",0.0315575958669537,0.137661027334021,0.779855355284165,-0.358721531893842
"53","ENSG00000004534",0.867197548824922,0.940997355546062,0.983381284354594,-0.0241771967409892
"54","ENSG00000004660",0.280597157285916,0.524339545691278,0.791361086864462,-0.337591968631472
"55","ENSG00000004700",0.756142734661744,0.88389800546423,1.01779565044436,0.025447931075264
"56","ENSG00000004766",0.503572332801252,0.722209967883538,1.07059342080132,0.0984106918898868
"57","ENSG00000004776",0.273514006955979,0.516191340876113,0.833324516623906,-0.263049669702102
"58","ENSG00000004777",0.00545224197981448,0.0435922911444748,0.663541489235958,-0.5917414191282
"59","ENSG00000004779",0.56642146292255,0.767552133006822,0.840902927016176,-0.249988828051986
"60","ENSG00000004799",0.035533554144959,0.148522957490319,1.73247288401679,0.792832772044652
"61","ENSG00000004809",0.0703701653885177,0.230103760720932,2.00239274556123,1.00172496943003
"62","ENSG00000004838",0.55567919732959,0.759805727947359,0.900383175560567,-0.151388995849749
"63","ENSG00000004846",0.00804318604086791,0.0563361055401408,0.38718826405868,-1.36889287068638
"64","ENSG00000004848",0.255643117961632,0.497109184494781,0.239547789231709,-2.06161459587821
"65","ENSG00000004864",0.518934648282284,0.732924050604869,0.86829132207019,-0.203748929646049
"66","ENSG00000004866",0.72009453020545,0.863423560576296,1.05520435940796,0.0775224299781103
"67","ENSG00000004897",0.879743661651836,0.947067043466691,1.02490461845175,0.0354896532531191
"68","ENSG00000004961",0.359796659331342,0.601781494936436,1.08807939316391,0.121783828596494
"69","ENSG00000004975",0.449368665950127,0.67767674688343,0.862072594382107,-0.214118732365029
"70","ENSG00000005001",0.00182129191187209,0.0211555213087111,2.3995206300291,1.26274621676852
"71","ENSG00000005007",0.835983820447719,0.923971818714394,0.969705462115139,-0.0443814845701528
"72","ENSG00000005020",0.0473953595510521,0.178544012280828,1.36693657126417,0.450946300408724
"73","ENSG00000005022",0.173310781252039,0.39810613381164,1.15814190953153,0.211812040575635
"74","ENSG00000005059",0.21710920591611,0.453267157887081,0.835568272253508,-0.259170382678073
"75","ENSG00000005073",0.379916407046353,0.620465763134613,0.632114155788153,-0.661742971425807
"76","ENSG00000005075",0.233863818404909,0.472950314822142,0.759865186305037,-0.396184613570086
"77","ENSG00000005100",0.720097629626358,0.863423560576296,0.96976735307592,-0.0442894082270085
"78","ENSG00000005102",0.00439372910828435,0.0377908722209813,0.649311553921149,-0.62301721381976
"79","ENSG00000005108",0.244994171213566,0.484804613144377,1.11941330469222,0.162742799978075
"80","ENSG00000005156",0.317629186073211,0.561813143353414,0.889812960207778,-0.168425983234392
"81","ENSG00000005175",0.911235446713035,0.961496479695053,0.862285344508465,-0.21376273486952
"82","ENSG00000005187",0.00261224082654723,0.0269984654915356,2.57819825713543,1.3663632076827
"83","ENSG00000005189",0.0211518334332441,0.106542563002056,0.732777354531716,-0.448553175253822
"84","ENSG00000005194",0.0165368722874347,0.0909667833237035,0.818205136395579,-0.2894655009159
"85","ENSG00000005206",0.118591511866771,0.316945072560076,0.853033473255547,-0.22932574050408
"86","ENSG00000005238",0.00921797389614254,0.0619479778014414,1.2320684358532,0.301082393471064
"87","ENSG00000005243",0.0121201431357112,0.0744781997247474,1.67684882061613,0.74575262594522
"88","ENSG00000005249",0.018620593620288,0.0981917710850303,0.624519173588598,-0.679182229672935
"89","ENSG00000005302",0.089115522924609,0.266030007996377,1.16589448967186,0.221437234409182
"90","ENSG00000005339",0.582707210838477,0.778481666311865,0.923177623133572,-0.115319839909032
"91","ENSG00000005379",0.0465133068327135,0.176414325192027,0.724469638265022,-0.465002865619079
"92","ENSG00000005381",0.772083921261489,0.893938768172477,0.41571214205327,-1.26634320830536
"93","ENSG00000005421",0.391966797907017,0.629305229745521,0.854404551697077,-0.227008762125345
"94","ENSG00000005436",0.317631050763624,0.561813143353414,0.907466742603726,-0.140083323580486
"95","ENSG00000005448",0.00309419075601561,0.03026159972348,0.705909466670007,-0.5024449260671
"96","ENSG00000005469",0.0190231080558833,0.0996074218631651,1.38866729351215,0.4737009898912
"97","ENSG00000005471",0.195512698940809,0.425868123478901,1.0381089141721,0.0539578133421926
"98","ENSG00000005483",0.368227359770306,0.608883947531943,1.07553221795877,0.105050741862945
"99","ENSG00000005486",0.655656505094918,0.825822890653028,0.924511967956241,-0.113236099217478
"100","ENSG00000005513",0.361268658307754,0.603994618063035,0.343730624795221,-1.54064970005257
"101","ENSG00000005700",0.00512702991570498,0.041958120038057,1.29045069779774,0.367875023724458
"102","ENSG00000005801",0.610317337399734,0.796330054490617,0.92588431536084,-0.111096147709955
"103","ENSG00000005810",0.0348456520359254,0.146758884120981,1.24746908494057,0.319004062812575
"104","ENSG00000005812",0.020930005064606,0.105766157957548,1.22676126595774,0.294854520451777
"105","ENSG00000005844",7.0839754970242e-05,0.00320100787530605,2.29560683205511,1.19887557319153
"106","ENSG00000005882",0.370344796120355,0.611178543902309,0.973082155753477,-0.039366480328545
"107","ENSG00000005884",0.0395520292460335,0.159446228315114,1.41908021803888,0.504956144645689
"108","ENSG00000005889",0.227672296229066,0.465670102017141,1.12491455996065,0.1698154293516
"109","ENSG00000005893",0.000128082447690526,0.00425907093156051,1.70574955843391,0.770405842829522
"110","ENSG00000005961",0.993646337110317,0.99833316925685,0.946545598105014,-0.0792560880862888
"111","ENSG00000005981",0.820338718011286,0.918070276366948,1.58962560364297,0.668687014961965
"112","ENSG00000006007",0.00558738491276755,0.04432982059606,1.30163278328743,0.380322492701589
"113","ENSG00000006015",0.51121767036535,0.728019974010635,1.13865792651371,0.18733440038738
"114","ENSG00000006016",0.186189722940882,0.413976976713234,1.63674839110406,0.710832560782341
"115","ENSG00000006025",0.214159232387007,0.449456252829386,1.09380674676284,0.129357865996061
"116","ENSG00000006042",0.394200156629973,0.631311427313171,0.915015840325805,-0.128131376013441
"117","ENSG00000006047",0.151765177397585,0.367736688067608,0.661592400831669,-0.595985431335595
"118","ENSG00000006062",0.0976678158206587,0.2815552053145,1.27959531272929,0.35568761285648
"119","ENSG00000006071",0.0861618401273734,0.26011417594043,0.852118291428726,-0.230874374985997
"120","ENSG00000006118",0.0149887350677546,0.0856516421822555,0.732169735206534,-0.449749954910368
"121","ENSG00000006125",0.271825092390821,0.514246028152826,1.09054734766548,0.125052407997297
"122","ENSG00000006194",0.268360998347417,0.51018993200502,0.868238608686494,-0.203836517352915
"123","ENSG00000006210",0.000132259427346843,0.00434307025384777,1.81762805149692,0.862057005273898
"124","ENSG00000006282",0.0126892875248949,0.0769032333461929,1.34279100190749,0.425234774627297
"125","ENSG00000006283",0.0016357620231674,0.0197140783144225,0.51580827374076,-0.955093180253778
"126","ENSG00000006327",0.0549699386471698,0.196279410794045,1.51761203446304,0.601803024288563
"127","ENSG00000006377",0.000120019210327567,0.00412742836998426,0.368813412871172,-1.43903697076097
"128","ENSG00000006432",0.13858097189675,0.347189163924411,0.865968477787156,-0.20761358467883
"129","ENSG00000006451",0.521514877525851,0.734958464709737,0.942570291817105,-0.0853278840662028
"130","ENSG00000006453",0.607528938164677,0.79477812606001,0.856475662983562,-0.223515842614006
"131","ENSG00000006459",0.0411047931910037,0.163358255111168,1.24733390686445,0.318847721216957
"132","ENSG00000006468",0.319561074490039,0.56379039919213,0.826032026340654,-0.275730376987038
"133","ENSG00000006530",0.83598319745299,0.923971818714394,1.01122580849138,0.0161051895408125
"134","ENSG00000006534",0.0929208293984649,0.273396814427435,1.32267465111874,0.403458233996552
"135","ENSG00000006555",0.00572367551230983,0.0451226935376416,1.22118113651856,0.288277209641514
"136","ENSG00000006576",0.454153778049985,0.681738587879716,0.93802536054607,-0.0923011667741593
"137","ENSG00000006607",0.835983820447719,0.923971818714394,1.09712078910661,0.133722370091105
"138","ENSG00000006611",0.0791176030250341,0.247014671870313,0.717487279322644,-0.478974841107154
