"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"Slc22a2","Slc22a2",-0.055873986103531,0.418537118258462,-0.204212392079158,0.840072109740541,0.864968089638195,-7.53002743894377,"No change"
"Cyp2a22","Cyp2a22",-0.0534851275944885,2.36241202038964,-0.198268872223733,0.844662438106804,0.868618670889299,-7.53127240656323,"No change"
"Aqp1","Aqp1",-0.046977408974008,3.80088656064082,-0.178264218836554,0.860153096965451,0.882443534207218,-7.53519344670543,"No change"
"Acer3","Acer3",0.0169277421147898,1.41366749165861,0.174948060283835,0.862726724879788,0.884693951619018,-7.53580329881157,"No change"
"Slc43a3","Slc43a3",-0.0305501962972352,1.90031146737636,-0.170551061161208,0.866141579261588,0.887570156808032,-7.53659431153346,"No change"
"Rnf213","Rnf213",0.0234831065719627,1.55782748294376,0.170419962503952,0.866243436199205,0.887596386470865,-7.53661758769571,"No change"
"Scp2","Scp2",0.0125863570189164,9.74975726496213,0.148175634364229,0.883559105011722,0.902320296852807,-7.54030843002699,"No change"
"Hacl1","Hacl1",-0.0341055908338657,5.98926535201481,-0.143735120392144,0.887023167439932,0.905316790565187,-7.54098363085421,"No change"
"Acad9","Acad9",-0.0126027701763656,1.94755606773865,-0.139549826768871,0.890290247759718,0.908317688786409,-7.54160125418627,"No change"
"Abcc2","Abcc2",-0.0268794811401429,5.15353943330043,-0.137118302478797,0.892189238447823,0.909936080116913,-7.54195170773101,"No change"
"Gpd1","Gpd1",0.0163656563051209,6.43964691681398,0.128577301827377,0.898864822375318,0.915861653473371,-7.54313397330028,"No change"
"Alox5ap","Alox5ap",-0.055392192168517,-0.082068946734376,-0.128021013706504,0.899299884362397,0.916144538651548,-7.54320834358607,"No change"
"Gpam","Gpam",-0.0170272864428211,4.91428394866784,-0.11692938052739,0.907981008124727,0.923533247711588,-7.54462396751891,"No change"
"Lpin1","Lpin1",-0.0803131312110121,3.93706462006847,-0.099416560972228,0.921711359076126,0.934965880101711,-7.54659840632955,"No change"
"Chkb","Chkb",0.0147002441066788,2.21919503436205,0.0913122001572669,0.928074045009828,0.940354645239783,-7.54740401992136,"No change"
"Vac14","Vac14",-0.00630736000351284,2.32410999685062,-0.0898465987671567,0.929225218332017,0.941275223339107,-7.54754240367863,"No change"
"Cyp39a1","Cyp39a1",0.0200335214457685,3.5134569779336,0.0845656649353546,0.933374483707505,0.944574003640697,-7.54802247896182,"No change"
"Pla2g15","Pla2g15",-0.0146108513284009,2.00369346684677,-0.0816966401529004,0.935629515692507,0.946280147127658,-7.54827111471818,"No change"
"Rdh9","Rdh9",0.0132977610290803,3.77591509010164,0.064772803612391,0.948942127262781,0.957331838364523,-7.54956325808299,"No change"
"Amacr","Amacr",-0.00547862522239484,5.47107811069955,-0.0610401019893181,0.951880534822799,0.959713924532446,-7.54980807566421,"No change"
"Prkaa2","Prkaa2",0.00690042586136563,2.90173292328255,0.0556104545004849,0.956156027633992,0.963356994947372,-7.55013826537922,"No change"
"Abca3","Abca3",0.00771720422146194,2.92560950812649,0.0456634745667063,0.96399203190212,0.96982481280221,-7.55066344793501,"No change"
"Fabp2","Fabp2",-0.00897972701420979,6.06570367438115,-0.0431388501363791,0.965981497789672,0.971574373727445,-7.55078033184777,"No change"
"Cd320","Cd320",0.00545219200786387,0.148791597057145,0.0376713670578213,0.970290767339324,0.975487107287068,-7.55101068489633,"No change"
"Agt","Agt",-0.00385547763592431,7.83719815252201,-0.0370228007825195,0.970802007678808,0.975832290347905,-7.55103594215247,"No change"
"Pigx","Pigx",0.00256544524024971,1.63505226473406,0.0197043564571487,0.98445751991367,0.986576638046771,-7.5515481606444,"No change"
"Pnpla7","Pnpla7",-0.00117362513893493,4.11477876615709,-0.0159452173377654,0.987422374786161,0.989036920837877,-7.5516180336118,"No change"
"Osbpl1a","Osbpl1a",0.000864261450100656,3.6714495941567,0.00945806683938222,0.992539240211603,0.993392743728854,-7.5517039573683,"No change"
"Socs2","Socs2",0.00327873576224014,0.544150784306085,0.00728944124549125,0.994249869950452,0.994933731953685,-7.5517228941507,"No change"
