"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"Acox1","Acox1",1.65805121106054,8.81667175476575,26.7290057640512,3.2191637532737e-18,6.87778072551872e-15,31.7482657031961,"Up"
"Acat3","Acat3",-1.96617850443668,6.03534857185169,-23.672604947128,4.22967884857821e-17,3.07682700741261e-14,29.2609005610173,"Down"
"Elovl3","Elovl3",-5.0863984444276,5.28860538984057,-22.943201264383,8.18658715584437e-17,4.53390155120473e-14,28.6165936146556,"Down"
"Echdc3","Echdc3",-1.7531296116446,3.76354336236652,-22.5134382294856,1.21913669216721e-16,6.16936172179746e-14,28.2268826884725,"Down"
"Akr1c6","Akr1c6",-2.86781864927643,8.20443806032841,-20.8451715063266,6.12986822845991e-16,2.2621466903627e-13,26.6380633182203,"Down"
"Adh7","Adh7",3.04788028851668,0.276129919135563,20.0982055298303,1.31284744202778e-15,4.02111352046351e-13,25.8845314784217,"Up"
"Cidec","Cidec",8.55213474220582,1.13915485767209,19.641945194164,2.11714368912775e-15,5.26443492774611e-13,25.4104454029999,"Up"
"Cat","Cat",-2.01770652167278,8.94466361974455,-19.6181826153947,2.17108752067887e-15,5.26443492774611e-13,25.3854578452268,"Down"
"Pecr","Pecr",-1.90230730191325,5.80552438376802,-19.4425143655398,2.61713906042086e-15,5.64613006144904e-13,25.1998065180255,"Down"
"Angptl3","Angptl3",-2.0275823891427,6.41036958367309,-19.288377296588,3.08725485791764e-15,6.30395777040411e-13,25.0355514476892,"Down"
"Akr1d1","Akr1d1",-3.56857541646298,4.77472628977483,-19.0165274698201,4.14349633403484e-15,8.0039146881079e-13,24.742710335004,"Down"
"Bco2","Bco2",-2.60015432376706,2.18991560908124,-18.8108201592424,5.18984920856668e-15,9.43822733414181e-13,24.5184030793146,"Down"
"Ces1d","Ces1d",-3.06126275195543,6.7466023793034,-18.5994404211493,6.55592256048671e-15,1.10142695747053e-12,24.2854259473544,"Down"
"Aqp8","Aqp8",-4.63259011968053,4.55923621993643,-18.5424856840691,6.98475970634392e-15,1.14500870735404e-12,24.2222155206128,"Down"
"Abca8a","Abca8a",-4.56443146976047,2.05910685293945,-17.8742956336483,1.48828886098306e-14,2.10918479922814e-12,23.4664257670396,"Down"
"Acsm5","Acsm5",-1.91709205491474,4.2487193672729,-16.9553055491045,4.39106353252452e-14,4.64614440500480e-12,22.3821112470195,"Down"
"Bdh2","Bdh2",-2.96249443290893,1.90895811955415,-16.8147644935784,5.20437760667464e-14,5.36050893487488e-12,22.2114746691498,"Down"
"Acss2","Acss2",-3.94081055667606,3.00726417151381,-16.3197307398094,9.5634527886674e-14,8.84277450844553e-12,21.5997907322087,"Down"
"Ces1f","Ces1f",-2.8616719273724,5.42328819478791,-16.0121325312362,1.40696858234673e-13,1.16139768297401e-11,21.2111193799829,"Down"
"Eif6","Eif6",1.63488841356554,4.1814696875546,15.653793732671,2.22380755457556e-13,1.68978861147856e-11,20.7497359632263,"Up"
"Aadac","Aadac",-1.38420200489449,7.85081748202811,-15.649616433247,2.23582306184121e-13,1.68978861147856e-11,20.7443017538141,"Down"
"Pex7","Pex7",-1.03949688014982,4.05013022230863,-15.4281251101521,2.98045243832195e-13,2.12813157113101e-11,20.4542951200768,"Down"
"Rbp4","Rbp4",-1.07960288770873,10.430655074249,-15.4142889650889,3.03480561783266e-13,2.14073349005784e-11,20.4360562002412,"Down"
"Srd5a1","Srd5a1",-2.00269009958748,4.42401763494447,-15.0889320568496,4.66029723396594e-13,2.93195673006106e-11,20.0029354239591,"Down"
"Ddhd2","Ddhd2",1.83647764910102,1.69047130859062,15.060640699187,4.83915673481669e-13,3.02811533529739e-11,19.9648853894536,"Up"
"Acat2","Acat2",-1.90222774662477,5.17550755578366,-15.03273380698,5.02259945154048e-13,3.09301772573966e-11,19.9272908867139,"Down"
"Dcaf5","Dcaf5",1.24533382895858,2.5296803509962,14.979744665089,5.39112544401003e-13,3.21781072014527e-11,19.8557382746615,"Up"
"Ppard","Ppard",-2.56868668591661,1.05121768059825,-14.9300673405857,5.7622290545315e-13,3.40439512516204e-11,19.7884560514354,"Down"
"Lpgat1","Lpgat1",2.50172118487,5.39837634814729,14.9146471278285,5.88275765429855e-13,3.44067418785833e-11,19.7675313142688,"Up"
"Abcb11","Abcb11",-2.43500412152726,6.1988942506755,-14.7903941804262,6.95514720741361e-13,3.80051447638906e-11,19.5982313323382,"Down"
"Rgn","Rgn",-1.59637399758173,8.65807448970956,-14.761162026342,7.23584575062322e-13,3.91711668332575e-11,19.5582212479874,"Down"
"Pemt","Pemt",-1.08419012575683,6.4094150957514,-14.6708877081893,8.17958612243253e-13,4.36066040945607e-11,19.4342265482192,"Down"
"Akr1c20","Akr1c20",-2.49585671213297,4.73268917630874,-14.6685021044313,8.20619759100449e-13,4.36066040945607e-11,19.4309408742127,"Down"
"Tnfrsf1a","Tnfrsf1a",1.23912742692837,5.09682635858853,14.661497731659,8.28485370292838e-13,4.36323132345626e-11,19.4212911274248,"Up"
"Lipc","Lipc",-1.25117022986685,5.23609025193363,-14.4704980860736,1.07618596513696e-12,5.46975041407384e-11,19.156606763434,"Down"
"Nceh1","Nceh1",2.80954758640244,2.92883111874177,14.4138309853906,1.16366557572963e-12,5.71472727253891e-11,19.0774989733564,"Up"
"Eci2","Eci2",1.37890711269528,5.97784270299688,14.2884425215202,1.38458371291669e-12,6.57762034066833e-11,18.9015021480562,"Up"
"P2ry2","P2ry2",1.58565983274506,1.52557924831173,14.2290455420897,1.5040708893458e-12,6.97445461398239e-11,18.8176699518581,"Up"
"Iah1","Iah1",-1.01118849070555,6.04274353790054,-14.2235469157888,1.51566225822185e-12,6.99443361512811e-11,18.8098941510647,"Down"
"Thnsl2","Thnsl2",-1.234266159202,3.87865686430304,-14.1478596975987,1.68501088457527e-12,7.63106680372434e-11,18.7026009541136,"Down"
"Lactb","Lactb",-1.02005738851596,3.89806122505358,-14.0972581547942,1.8091237055807e-12,8.00623224686457e-11,18.6305960749916,"Down"
"Sh3glb1","Sh3glb1",0.732769743530528,3.30048174520539,14.0355704487658,1.9734118858378e-12,8.6673739393457e-11,18.5425183893607,"No change"
"Gm2a","Gm2a",-1.67199213698432,4.10924107711642,-13.9568019410353,2.20604960077931e-12,9.58067585950389e-11,18.4295748331582,"Down"
"Cyp4a31","Cyp4a31",2.40021965225172,4.03135420160518,13.7159232074266,3.11168708968518e-12,1.23358468804887e-10,18.0808209640915,"Up"
"Slc10a3","Slc10a3",1.90559354491161,1.16839282654247,13.5916115583649,3.72316406009515e-12,1.44446354984825e-10,17.8988253874748,"Up"
"Alkbh7","Alkbh7",-1.59591305478292,2.1394052074115,-13.4765872722461,4.40063418850195e-12,1.67931086294997e-10,17.7291881393428,"Down"
"Plin2","Plin2",3.02629413828213,7.41946622614233,13.4611344271267,4.50097490456635e-12,1.70641195160416e-10,17.7063069205733,"Up"
"Hsd3b7","Hsd3b7",-1.21081355204981,5.44064744901449,-13.1174525480676,7.47145925586329e-12,2.53528613058288e-10,17.1917317616722,"Down"
"Mgll","Mgll",1.83122713252693,4.88322109731747,13.0724658011545,7.99006929669262e-12,2.6512538178328e-10,17.1235606895305,"Up"
"Cyp4f14","Cyp4f14",-2.09084132625574,5.92891141058544,-13.030213452297,8.51129755616011e-12,2.7826683218019e-10,17.0593590852487,"Down"
"Per2","Per2",2.7492645919308,0.979603604194132,12.8782085774837,1.06981727500286e-11,3.31159661270168e-10,16.8269853957656,"Up"
"Pon1","Pon1",-1.27490422176464,7.4210056168269,-12.8608190443296,1.09832107671094e-11,3.3692309134293e-10,16.8002604615856,"Down"
"Chka","Chka",-2.36880605861364,1.76994514942318,-12.5523031178723,1.75932592124772e-11,4.92230634552937e-10,16.3212320436624,"Down"
"Apoh","Apoh",-0.92352117579809,9.53753397953036,-12.4472770485669,2.06959493263118e-11,5.66776833432806e-10,16.1560194444138,"No change"
"Acsm1","Acsm1",-1.01801371067382,6.7999194056581,-12.3739145597098,2.31968120498977e-11,6.08080395154863e-10,16.0399610793772,"Down"
"Echdc1","Echdc1",-1.10972488811557,4.24489712294142,-12.3407521618044,2.44285051888023e-11,6.3042876251102e-10,15.987320820806,"Down"
"Avpr1a","Avpr1a",-1.72152737954052,3.52262100864141,-12.3301691289662,2.48357283037376e-11,6.39520003821242e-10,15.9704984771898,"Down"
"Itgav","Itgav",0.679749939279795,1.34562224723762,12.2639840491546,2.75477592017971e-11,6.95506224185935e-10,15.8650358936988,"No change"
"Abca8b","Abca8b",-1.76684057587733,2.67859929490981,-12.2548471674845,2.79456554827154e-11,7.02184437426295e-10,15.8504417550282,"Down"
"Ces1e","Ces1e",-1.9602261619684,4.76253920854169,-12.2246166317723,2.93052608745742e-11,7.21107677207545e-10,15.8020945067695,"Down"
"Tecr","Tecr",-1.08066245363853,6.34688867206162,-12.1420177897644,3.33821006736998e-11,8.04569795084155e-10,15.6695184243472,"Down"
"Adh5","Adh5",-0.776310452597935,6.5411885853965,-12.1382067704679,3.35838627599033e-11,8.05943461159825e-10,15.6633845963681,"No change"
"Crat","Crat",1.6593823185058,3.27971689156179,12.105263534624,3.53816609672423e-11,8.37006406499457e-10,15.6103001084506,"Up"
"Npc2","Npc2",-0.91036127124196,3.76910177277592,-12.0814752245642,3.67418368385181e-11,8.62173868878048e-10,15.5718981052771,"No change"
"Sigmar1","Sigmar1",-0.941089031640875,5.02512818406866,-12.0329978477861,3.9684563856952e-11,9.16445711767985e-10,15.4934584892673,"No change"
"Faah","Faah",-1.26967167223438,3.59619050540348,-12.0085813991598,4.12584552291562e-11,9.39740039945497e-10,15.4538585740739,"Down"
"Cyp4v3","Cyp4v3",-1.23836648777179,5.31410606229877,-11.985442051413,4.28099338243285e-11,9.61907901256345e-10,15.4162725862851,"Down"
"Hsd3b5","Hsd3b5",-7.77280496713823,2.27468370770757,-11.9041199781059,4.87608020554801e-11,1.0588189834398e-09,15.283734112152,"Down"
"Commd1","Commd1",-0.794626618557892,1.47864172489292,-11.8511781549718,5.3091506500722e-11,1.1317436706262e-09,15.1970760599725,"No change"
"C3","C3",1.42795142696682,11.0276566794863,11.8221584177422,5.56331106203274e-11,1.17707576923584e-09,15.1494493425762,"Up"
"Tmem150a","Tmem150a",-1.40252250104185,5.0916697743066,-11.6933497901999,6.8536665567734e-11,1.40936086668349e-09,14.9369701052345,"Down"
"Auh","Auh",-0.877748756733956,0.918240356777017,-11.6891106183851,6.90107629657516e-11,1.41660717840985e-09,14.9299471563484,"No change"
"Hint2","Hint2",-1.03226202939262,4.27401485779249,-11.6353318565862,7.53298141075845e-11,1.50388285831591e-09,14.8406854041003,"Down"
"Sod1","Sod1",-0.899986709382071,9.62810904381559,-11.6185597911844,7.74212300739634e-11,1.53259341233168e-09,14.8127835087195,"No change"
"Pdk1","Pdk1",-1.65420526380948,2.19579908082549,-11.564194251626,8.4624818767519e-11,1.64864715794414e-09,14.7221324115859,"Down"
"Gstm4","Gstm4",-1.56004616969791,4.35261020578263,-11.5231287939348,9.05255707112639e-11,1.74153242563372e-09,14.6534459255552,"Down"
"Ces1g","Ces1g",-1.90655097693337,5.80152147834026,-11.5114899220294,9.22745425356746e-11,1.7676647398963e-09,14.6339452779748,"Down"
"Agap2","Agap2",3.3800160584896,-0.763473726281612,11.4636473004334,9.98407823600963e-11,1.88338227858859e-09,14.5536309218286,"Up"
"Pafah1b2","Pafah1b2",0.737518139085993,2.83931368025927,11.4011636794108,1.10704401235196e-10,2.0323162870291e-09,14.4483611175456,"No change"
"Plekha8","Plekha8",1.03656350525184,2.07469936919345,11.3494129809251,1.20629028953735e-10,2.17471338099576e-09,14.3608485913722,"Up"
"Akr1c14","Akr1c14",-3.08830849093746,5.50232399758362,-11.2475505411414,1.42956890632862e-10,2.52484863440953e-09,14.1877291713774,"Down"
"Abhd2","Abhd2",2.43718411720295,3.93124577012857,11.2380747749073,1.45241396130948e-10,2.5535719177766e-09,14.1715660568738,"Up"
"Ceacam2","Ceacam2",-0.893649895234564,2.79488366217759,-11.2350814981051,1.4597089444716e-10,2.55866753082907e-09,14.1664582478518,"No change"
"Gstm7","Gstm7",-1.74076564357389,4.29431166319177,-11.2231682417056,1.48912209484381e-10,2.60238619547854e-09,14.1461192296583,"Down"
"Slc10a1","Slc10a1",-1.74190469413208,7.50538688383072,-11.2074109673315,1.52897396783167e-10,2.65212041901533e-09,14.119193115465,"Down"
"Sar1b","Sar1b",-0.722009387553405,6.42991595129045,-11.1592392275454,1.6578159391821e-10,2.84172602594116e-09,14.0367045581066,"No change"
"Hpgd","Hpgd",-1.77745959843166,5.22686706821891,-11.0717811574255,1.92134655182326e-10,3.19465035952442e-09,13.8862756355462,"Down"
"Plaa","Plaa",0.6873175149676,3.19814355905468,11.0352201169794,2.04407173567602e-10,3.35556430628113e-09,13.82313398068,"No change"
"Plce1","Plce1",1.62058006107899,0.625055251267077,10.9203085561661,2.48556969883108e-10,3.92531149588805e-09,13.623689154868,"Up"
"Stx12","Stx12",0.65913133213029,2.85676737240099,10.8821517859641,2.65317918760937e-10,4.1339160059686e-09,13.5571287886894,"No change"
"Ivd","Ivd",-1.25305456123808,4.45742738475699,-10.8416565065745,2.84394111120445e-10,4.38418948255743e-09,13.4863060036229,"Down"
"Hadh","Hadh",-0.883846304751584,5.33755683040514,-10.8265534835165,2.91868340365465e-10,4.46981001778111e-09,13.4598436977294,"No change"
"Etfa","Etfa",-0.59216173108461,6.92566058824011,-10.7562720038545,3.29427499365114e-10,4.95340682255026e-09,13.3363549763134,"No change"
"Acnat2","Acnat2",2.76632909898763,5.25567670366691,10.755564860915,3.29829906991705e-10,4.95340682255026e-09,13.3351095734951,"Up"
"Slc22a7","Slc22a7",-2.81577651993353,3.83539867916975,-10.7128717268356,3.55094873486905e-10,5.30545472723247e-09,13.2598116989837,"Down"
"Agmo","Agmo",-1.12293967181396,2.93206148545234,-10.6565024514466,3.91564334525794e-10,5.75192204220007e-09,13.1600675427661,"Down"
"Rarres2","Rarres2",-1.08153371446183,8.32990868540101,-10.6236495035581,4.14591647157448e-10,6.01674835569269e-09,13.101763434117,"Down"
"Brca1","Brca1",2.55292486391187,-0.56701704477687,10.5857196979731,4.4293404332733e-10,6.32553292059729e-09,13.0342917561393,"Up"
"Stat5b","Stat5b",-1.40689463812623,2.74080257075889,-10.5198319068736,4.97043886971465e-10,6.94489051675976e-09,12.9166836550056,"Down"
"Abca2","Abca2",-1.4545445036127,2.13038052983821,-10.4543734282994,5.57618907163521e-10,7.68062303014938e-09,12.7993328353358,"Down"
"Sik1","Sik1",2.71368217869562,2.70149993798687,10.4511882930094,5.60754919727479e-10,7.70558029599543e-09,12.7936096874241,"Up"
"Gpld1","Gpld1",-1.46133687616177,5.53861866814563,-10.4379794051251,5.73956577986351e-10,7.85915366021546e-09,12.7698626628952,"Down"
"Mtor","Mtor",0.937581994753014,1.99892558157367,10.4317640535486,5.80279643892045e-10,7.93639809078674e-09,12.7586814710051,"No change"
"Apoa4","Apoa4",3.76929029218748,8.85816371809445,10.4287236720401,5.83398985596222e-10,7.9603526299583e-09,12.7532102575526,"Up"
"Ptpn11","Ptpn11",1.2456210269454,3.20597201098305,10.4239288758663,5.88353686464456e-10,8.01855802899275e-09,12.7445797075959,"Up"
"Ddx20","Ddx20",0.829947524652658,1.25181902199752,10.4219182425113,5.90444340806588e-10,8.02824962926153e-09,12.7409597862712,"No change"
"Apoe","Apoe",-1.04595057092239,11.852542917597,-10.3802059860218,6.355991176424e-10,8.46423127029736e-09,12.6657525981151,"Down"
"Gpr39","Gpr39",1.14648511823556,1.14364078698543,10.3769648497755,6.39254431252201e-10,8.48450460194801e-09,12.6599001184031,"Up"
"Cyp2c50","Cyp2c50",-1.70341769967555,7.21547616635968,-10.2934896445119,7.41306115174535e-10,9.58220718711719e-09,12.5087357269425,"Down"
"Acot3","Acot3",4.18798917814848,1.66322650610116,10.273791872506,7.67763541248751e-10,9.87403299071184e-09,12.4729429894681,"Up"
"Thra","Thra",-1.28237656674632,0.356129583512098,-10.1780078350961,9.11101009903669e-10,1.15264181024661e-08,12.298225539538,"Down"
"Fmo1","Fmo1",-1.58090809240798,4.77181073297574,-10.1769393649587,9.12847888866537e-10,1.15359789126141e-08,12.2962702938476,"Down"
"Mlxipl","Mlxipl",-2.20644960459028,4.11270585178758,-10.1563205656271,9.47246894227375e-10,1.18904762583913e-08,12.2585117567224,"Down"
"Ces1c","Ces1c",-0.934492230717723,9.51831902052182,-10.1438228200631,9.68748797040658e-10,1.20894092693018e-08,12.2355998549426,"No change"
"Cyp2f2","Cyp2f2",-1.29792275149797,8.30851866232633,-10.139042297786,9.77106722365083e-10,1.21761725284874e-08,12.2268307745917,"Down"
"Rdh19","Rdh19",-1.0766421208446,1.82891001171361,-10.073614501511,1.0993125879107e-09,1.34683149586238e-08,12.106533904213,"Down"
"Slc30a5","Slc30a5",1.2055368078334,3.90641256104954,10.0574785736628,1.13181898519586e-09,1.37565974366631e-08,12.0767855672443,"Up"
"Cyp2d10","Cyp2d10",-0.662438576852474,8.00046778002322,-10.0266448814105,1.19673478390875e-09,1.4393630060106e-08,12.0198514899457,"No change"
"Pik3c2a","Pik3c2a",1.56764981050263,2.80500566174678,10.0264768727462,1.19709888290941e-09,1.4393630060106e-08,12.019540944001,"Up"
"Apoa2","Apoa2",-1.11121404306983,12.4392467017745,-10.0181279995651,1.21533746037498e-09,1.45527908449634e-08,12.0041045803619,"Down"
"Atp9a","Atp9a",1.16789833338068,3.43218343539097,9.96555491381107,1.33700050018402e-09,1.56710461446544e-08,11.9067042675563,"Up"
"Mtmr12","Mtmr12",0.909054419506134,0.827292296150081,9.95372137763991,1.36608518385559e-09,1.59477085806371e-08,11.8847337067546,"No change"
"Synj1","Synj1",0.830827897663654,0.298314328945693,9.94653657508556,1.38406327160172e-09,1.61413952085896e-08,11.8713857113844,"No change"
"Echs1","Echs1",-0.826123031218897,4.77015390599795,-9.93801150458014,1.40571348102997e-09,1.63447544512565e-08,11.8555394782499,"No change"
"Acadl","Acadl",0.676985070469639,6.68367524123961,9.78617663841244,1.8560555636995e-09,2.05543584261642e-08,11.5718016127602,"No change"
"Ppp2r5a","Ppp2r5a",-0.854397472236854,5.01569165745596,-9.75307731482868,1.97270727111369e-09,2.16811519626934e-08,11.5095666922217,"No change"
"Fitm2","Fitm2",1.43130376701455,3.48230181537794,9.74835575753358,1.98995610647287e-09,2.18294996448989e-08,11.5006778243584,"Up"
"Gcdh","Gcdh",-0.67464047739082,6.89803337072963,-9.73356503130213,2.04500797969608e-09,2.23072613642762e-08,11.4728145267132,"No change"
"Cpt2","Cpt2",0.844944014021011,5.85004077931099,9.73163373252699,2.05231194229913e-09,2.23450502305141e-08,11.4691742535342,"No change"
"Cyp2d22","Cyp2d22",-0.874119898594905,5.53808048932037,-9.72125893576027,2.09201338705648e-09,2.25871463932749e-08,11.4496109655047,"No change"
"Atp1a1","Atp1a1",1.02973417240271,5.92115960785548,9.5801154947574,2.7185470214353e-09,2.80258359455141e-08,11.1821178573786,"Up"
"Hsd11b1","Hsd11b1",-1.12175960677053,6.44912171571454,-9.57889022787689,2.7247656972953e-09,2.80619065094906e-08,11.17978473996,"Down"
"Cpt1a","Cpt1a",1.63913661849034,6.27679300671233,9.55160621241101,2.86712530862509e-09,2.92210783424583e-08,11.127782053162,"Up"
"Map2k6","Map2k6",-2.76289052455245,-0.92117918760374,-9.5371688573617,2.94554953235287e-09,2.98115226148305e-08,11.1002266165623,"Down"
"Ndufs6","Ndufs6",-0.77765918274616,5.68428728539403,-9.51730816734886,3.05707948653234e-09,3.07265528011658e-08,11.0622768588199,"No change"
"Thrsp","Thrsp",-4.1917578782636,5.38914889751654,-9.51620722310537,3.06338842954759e-09,3.07633976975879e-08,11.0601717116053,"Down"
"Naga","Naga",-0.904520223579664,3.07208667622352,-9.44744990985266,3.48536304635278e-09,3.44072438477523e-08,10.9283932712308,"No change"
"Abca1","Abca1",1.05065333413637,4.00231041717784,9.43645040757076,3.55826021375448e-09,3.494902162691e-08,10.9072560124906,"Up"
"Inppl1","Inppl1",0.811748930396074,2.45503457233563,9.43479752429513,3.5693500376198e-09,3.49988753899384e-08,10.9040784047613,"No change"
"Acly","Acly",-2.04396057838444,4.96783824780562,-9.42819696226104,3.61399366645175e-09,3.53917624444655e-08,10.8913855869556,"Down"
"Aig1","Aig1",0.810711437317717,0.573407159403983,9.34878525923704,4.19874245965432e-09,4.02546651465541e-08,10.7382407911389,"No change"
"Mppe1","Mppe1",1.32283216244991,1.99943058064075,9.33869475461364,4.27976391307886e-09,4.08966930905787e-08,10.7187234730013,"Up"
"Cyp1a2","Cyp1a2",-1.82251715407771,7.4467045225738,-9.31552896536187,4.47195349304687e-09,4.22476190791985e-08,10.6738661314957,"Down"
"Acot8","Acot8",0.909422453734909,2.45419492368901,9.27400067855398,4.8391597299717e-09,4.50217444119338e-08,10.5932796214062,"No change"
"Agpat2","Agpat2",-0.737159392807103,6.08911856677729,-9.22002124114522,5.36363868202275e-09,4.91554256850888e-08,10.4881992201158,"No change"
"Asxl1","Asxl1",0.854527453414556,1.76813233779583,9.20633746199872,5.50571488236228e-09,5.01690964653791e-08,10.461501583622,"No change"
"Acot2","Acot2",3.15822093351698,2.91300113265748,9.17929210046877,5.79809155830551e-09,5.24351108369214e-08,10.4086637045332,"Up"
"Acad11","Acad11",0.881569103148667,6.13562748255484,9.17359561500087,5.86169582342513e-09,5.29280664769938e-08,10.397522546913,"No change"
"Mgst3","Mgst3",-1.50139413890348,2.75087119196242,-9.15014297585062,6.13125669177653e-09,5.50898347581168e-08,10.3516097132446,"Down"
"Ces2e","Ces2e",-1.31485756038122,5.37815516713064,-9.14948737231265,6.13897376761555e-09,5.50898347581168e-08,10.3503252250586,"Down"
"Pi4ka","Pi4ka",0.944274261973426,1.54645344811775,9.14328254359413,6.21250998306132e-09,5.56638981469213e-08,10.3381656832469,"No change"
"Prdx6","Prdx6",-0.849603981682958,6.45848481781663,-9.13000617436611,6.37293122751889e-09,5.69259758688352e-08,10.3121313380776,"No change"
"Cyp27a1","Cyp27a1",-1.0135313953628,7.3181603066294,-9.12499524811732,6.43458792618097e-09,5.73886351515865e-08,10.30229919801,"Down"
"Cyp4a10","Cyp4a10",2.08363410904264,7.86193528266235,9.07797706337948,7.04407619051528e-09,6.2252090190894e-08,10.2098840300706,"Up"
"Nus1","Nus1",0.758217482855447,3.648369366348,9.00026755174119,8.18561974162212e-09,7.07293453398217e-08,10.0565136084504,"No change"
"Slc25a20","Slc25a20",0.83926676063215,5.75450162597107,8.9302175244185,9.37860175292159e-09,7.96189247281214e-08,9.91758456496338,"No change"
"Apoc1","Apoc1",-1.30522522326219,11.4811410698202,-8.89791905608428,9.98789376327517e-09,8.38133349032153e-08,9.85331119982993,"Down"
"Ano6","Ano6",1.51124485470198,0.558097370360866,8.8889343115736,1.01645590362007e-08,8.51768722583177e-08,9.83540740755801,"Up"
"Lmf1","Lmf1",-0.618477351555995,0.929856917815461,-8.83428471612389,1.13110254970573e-08,9.35007285229048e-08,9.72627956536806,"No change"
"Acsl5","Acsl5",-0.817867507853714,6.48599583752087,-8.78164138979487,1.25421013245523e-08,1.02584341051626e-07,9.62078669214846,"No change"
"Pigw","Pigw",1.15665692033691,0.479762779714438,8.7246003955959,1.40334098077733e-08,1.12800315436929e-07,9.5060691617915,"Up"
"Sec14l2","Sec14l2",-0.780283182385162,6.690691636093,-8.62971487555988,1.6933091223018e-08,1.32094000499133e-07,9.31428919403458,"No change"
"Gpx4","Gpx4",-0.663545676479681,6.5822452599858,-8.62761554840729,1.70038323590461e-08,1.32468276323252e-07,9.31003262844035,"No change"
"Pld1","Pld1",0.823016927636322,0.512189042613278,8.56264083082449,1.93512164370766e-08,1.48456391181865e-07,9.17800216564972,"No change"
"Repin1","Repin1",-0.771329751118075,3.04987799125486,-8.55207165020807,1.97636233567226e-08,1.50739719691281e-07,9.1564723699981,"No change"
"Acot4","Acot4",1.70756287624171,3.17930735334163,8.53819828124048,2.03187809283379e-08,1.54568817794069e-07,9.12818933160506,"Up"
"Naglu","Naglu",-0.806755803001588,2.80481102014425,-8.53382213479092,2.04972194019223e-08,1.55418330044934e-07,9.11926257186292,"No change"
"Hdlbp","Hdlbp",0.748199116284982,6.24259522022816,8.51106016264521,2.14518013821164e-08,1.61082268571905e-07,9.07279016088403,"No change"
"Zdhhc5","Zdhhc5",0.728740302084049,3.69976598407036,8.46209528610773,2.36641122087433e-08,1.75654720661711e-07,8.97258684836492,"No change"
"Cyp2c54","Cyp2c54",-1.8021891099243,6.63768235432351,-8.45527712597681,2.39903539663289e-08,1.77284907818477e-07,8.95860867023191,"Down"
"Ugcg","Ugcg",1.13018169089785,2.20177537588634,8.4368530445661,2.48953642986277e-08,1.83158751625618e-07,8.92080581615085,"Up"
"Pdzd8","Pdzd8",0.837124544738068,2.26711830449041,8.42710557744036,2.53883586909673e-08,1.86197294772633e-07,8.9007875302561,"No change"
"Cyp2c67","Cyp2c67",-1.58966661784809,6.79588365245448,-8.42138722346414,2.56822551147212e-08,1.879973379121e-07,8.88903791526297,"Down"
"Ptgr1","Ptgr1",-2.02296512021739,0.675613766075643,-8.41702717901894,2.59086998398507e-08,1.89416681806547e-07,8.88007632246055,"Down"
"Prox1","Prox1",1.30554789356836,3.5270810041175,8.40743145568711,2.64143574495765e-08,1.9282377788376e-07,8.86034445652455,"Up"
"C2cd2l","C2cd2l",1.0407724340847,2.98258324703928,8.39611014918125,2.70240746167182e-08,1.96700249666939e-07,8.83704848348688,"Up"
"Cyp4a14","Cyp4a14",3.22679668241108,7.48762764946763,8.39581509198559,2.70401580433974e-08,1.96700249666939e-07,8.83644111304491,"Up"
"Prelid2","Prelid2",2.68612051237249,0.51553422070247,8.39413290716515,2.71320421188105e-08,1.96999275246934e-07,8.83297814155622,"Up"
"Phyh","Phyh",-0.789073138318816,9.44387197973978,-8.38139699377851,2.78382456258529e-08,2.01248037788386e-07,8.80674757202029,"No change"
"Cyp4f15","Cyp4f15",-0.94453547306657,4.76239799353831,-8.34314289672757,3.0075762478002e-08,2.15416491988594e-07,8.72783051425229,"No change"
"Sik2","Sik2",1.19950931692213,-0.454926476470577,8.33980396800894,3.02796703365256e-08,2.16715475997324e-07,8.72093315487439,"Up"
"Tmem30b","Tmem30b",0.699259995002886,3.82191746134072,8.32781210809219,3.10238547747909e-08,2.20848101360117e-07,8.69614883988415,"No change"
"Nr1d2","Nr1d2",1.98758547486313,2.52955386096999,8.32684058284878,3.10849660426884e-08,2.21147872720569e-07,8.69414008978618,"Up"
"Synj2","Synj2",1.46611803736876,-1.10994509486899,8.31841867267646,3.16199604021627e-08,2.23995568545813e-07,8.67672146470204,"Up"
"Slco1b2","Slco1b2",-1.59305376530269,6.74341259747783,-8.30156058857144,3.27196001744427e-08,2.30571663835904e-07,8.64182631412692,"Down"
"Atp9b","Atp9b",0.641882156298467,2.6052642068075,8.28305869041085,3.39720047618524e-08,2.38480195068275e-07,8.6034849696064,"No change"
"Pnpla3","Pnpla3",-4.55157324841119,-3.28217000519667,-8.26615195950668,3.51596990052537e-08,2.45485145004288e-07,8.56840937019959,"Down"
"Cyp2c55","Cyp2c55",-2.74080718820134,1.20085922092432,-8.26291558685386,3.53918977431879e-08,2.46810244357677e-07,8.56169067360652,"Down"
"Etnk2","Etnk2",1.5256822456985,5.78788140772828,8.25198505835102,3.6187893099097e-08,2.51307212279469e-07,8.53898861490073,"Up"
"Cryl1","Cryl1",-1.79726380873498,1.98522075196911,-8.21132748933601,3.93145606807485e-08,2.6980080882266e-07,8.45440537667622,"Down"
"Clptm1l","Clptm1l",0.862518593675405,5.3746700742768,8.1781944610518,4.20681506642089e-08,2.86166689410127e-07,8.38531296149199,"No change"
