"","log2fc","logCPM","LR","pvalue","ENSEMBL","SYMBOL","ENTREZID","is_sig","is_lipid","is_use"
"ENSG00000229169",0.190419545361802,-0.518089903802,0.350673753801473,0.553731981981796,"ENSG00000229169",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229172",0.028105891549363,-4.31243531936405,2.01390832899051e-06,0.998867704543285,"ENSG00000229172",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229177",0.600766107442051,-4.40531873725839,0.288675216819478,0.591070735777818,"ENSG00000229177",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229178",0.0873530560252828,0.816265567645908,0.173477053127968,0.677039948987104,"ENSG00000229178",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229180",0.149000653151504,6.51212460010017,1.10407027660277,0.293374580847669,"ENSG00000229180",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229188",0.840934766024978,-3.90513147698637,0.356087675117102,0.550687110233635,"ENSG00000229188",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229190",0.0947426382264476,-0.177140560053426,0.151457747189937,0.697146157264245,"ENSG00000229190",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229191",1.02390394895327,-0.0538820945084988,6.76151175541736,0.0093144817315469,"ENSG00000229191","LOC101929305","101929305",TRUE,FALSE,TRUE
"ENSG00000229196",0.262786590420118,-0.331143935705545,0.934022859958461,0.333819764579585,"ENSG00000229196","LINC03008","100128325",FALSE,FALSE,FALSE
"ENSG00000229206",0.0925483648126492,1.06892424839937,0.0732823128293063,0.786616345702031,"ENSG00000229206",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229208",0.422534276627101,-4.39301988210699,0.188277777973946,0.664353889899729,"ENSG00000229208",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229214",0.211665609886873,0.988536220390478,0.523284591290619,0.469443922039564,"ENSG00000229214","LINC00242","401288",FALSE,FALSE,FALSE
"ENSG00000229217",0.110856695549747,-2.25585652341037,0.123304034873414,0.725478262301738,"ENSG00000229217",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229220",0.0827565533592272,-2.07930915858318,0.0304674958128857,0.861433704756429,"ENSG00000229220",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229221",0.339792299160016,-1.79467736290115,0.893979681886236,0.344401125617563,"ENSG00000229221",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229222",0.0356936455267984,1.23244827962206,0.0612350630440801,0.80455441541288,"ENSG00000229222","KRT18P4","391256",FALSE,FALSE,FALSE
"ENSG00000229226",0.570801666486625,-3.877294287647,0.22522897334024,0.635084263580578,"ENSG00000229226",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229229",0.283372079202069,-3.2371414429556,0.0496544685778488,0.82366561839929,"ENSG00000229229",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229230",0.0568302808163669,-3.69652211580542,0.0182184020268181,0.892631197100296,"ENSG00000229230","MT1P3","140851",FALSE,FALSE,FALSE
"ENSG00000229231",0.911446036767346,-3.48706514382353,0.50664935823179,0.476592931743734,"ENSG00000229231","FEM1AP1","441957",FALSE,FALSE,FALSE
"ENSG00000229236",0.86135856372822,2.78903570686931,4.81834110646153,0.0281584330232127,"ENSG00000229236","TTTY10","246119",TRUE,FALSE,FALSE
"ENSG00000229241",0.35008167729491,0.750819280336019,1.88781410990121,0.169448674522942,"ENSG00000229241",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229242",0.100258501575664,-4.16539441908463,0.00609957666083005,0.937748676977235,"ENSG00000229242",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229243",0.525085189628911,0.579717946127681,0.482877014323378,0.487122029348444,"ENSG00000229243","LINC01981","100996624",FALSE,FALSE,FALSE
"ENSG00000229246",1.43206427043262,-2.4807774744953,1.94459753889717,0.163170208832189,"ENSG00000229246",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229247",0.223472087779095,-4.17551311368704,0.0701125620178686,0.791172960484121,"ENSG00000229247",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229251",0.223391729348951,-2.88669874345836,0.387458620636735,0.533638292623303,"ENSG00000229251",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229255",1.15453972109068,-3.17098242614722,1.27967553630797,0.257959372536771,"ENSG00000229255",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229258",0.12657364818596,-2.96137966741557,0.0879113078032816,0.766849480182807,"ENSG00000229258","LPGAT1-AS1","102723727",FALSE,FALSE,FALSE
"ENSG00000229259",0.656735354238728,-1.63706179190693,2.17868019681214,0.139934416999142,"ENSG00000229259",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229261",0.591950814338244,-3.7207133891429,0.374241716291557,0.540701199185413,"ENSG00000229261","LOC101928994","101928994",FALSE,FALSE,FALSE
"ENSG00000229262",0.647011618076301,-4.07449056335554,0.278494479367737,0.597689690258397,"ENSG00000229262",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229267",0.146208726160603,2.29058261160881,0.31640584922016,0.573775646286389,"ENSG00000229267","SNHG31","101928103",FALSE,FALSE,FALSE
"ENSG00000229271",2.18803965327739,-4.29548142100014,6.68034488908816,0.00974817613993146,"ENSG00000229271",NA,NA,TRUE,FALSE,TRUE
"ENSG00000229272",0.365818041490983,-0.645697261836203,1.58713401446413,0.207736081540112,"ENSG00000229272","LINC03036","125177373",FALSE,FALSE,FALSE
"ENSG00000229273",0.288029701066995,-0.503150043155283,1.6380910225452,0.200587588760969,"ENSG00000229273",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229274",0.638504587924674,-4.17843107556768,0.0770413984742877,0.781347589899144,"ENSG00000229274","LINC02829","105375009",FALSE,FALSE,FALSE
"ENSG00000229278",0.338191945913718,-3.05208795069426,0.174435248203025,0.676199772600884,"ENSG00000229278",NA,NA,FALSE,FALSE,FALSE
"ENSG00000229286",0.789147949193718,-4.33989412480071,0.838580397321085,0.359803093738815,"ENSG00000229286",NA,NA,FALSE,FALSE,FALSE
