"","log2fc","logCPM","LR","pvalue","ENSEMBL","SYMBOL","ENTREZID","is_sig","is_lipid","is_use"
"ENSG00000241352",-0.215631929251873,0.530887208270216,0.515558124961387,0.472742634634605,"ENSG00000241352","RPS6P1","440086",FALSE,FALSE,FALSE
"ENSG00000241353",-0.749977105665136,-3.98550274230171,0.378339908785243,0.538493030789293,"ENSG00000241353",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241354",-0.791480842022935,-0.637963270655534,3.14720625521036,0.0760570779991637,"ENSG00000241354","RPS15AP4","654371",FALSE,FALSE,FALSE
"ENSG00000241356",-0.543666364314452,-2.10327644656275,0.305218692391428,0.580629115735242,"ENSG00000241356","OR5G3","81193",FALSE,FALSE,FALSE
"ENSG00000241359",-0.0027934571373426,-1.5766755293062,2.56487904550795e-05,0.995959160045296,"ENSG00000241359","SYNPR-AS1","100874016",FALSE,FALSE,FALSE
"ENSG00000241362",-0.142968622720081,-1.63396199850058,0.449165138039675,0.502731683825242,"ENSG00000241362",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241370",-0.487356149042927,3.47561842246848,6.82181418357931,0.00900510454043263,"ENSG00000241370","RPP21","79897",TRUE,FALSE,FALSE
"ENSG00000241383",-0.990191928226912,-4.32215023294527,0.403738662797783,0.525164744676129,"ENSG00000241383",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241388",-2.27521343753881,1.64618128132999,12.588260352466,0.000388177286595765,"ENSG00000241388","HNF1A-AS1","283460",TRUE,FALSE,TRUE
"ENSG00000241395",-0.32451735115507,-0.825298146047117,1.31226769168977,0.251984487560717,"ENSG00000241395","RN7SL344P","106480503",FALSE,FALSE,FALSE
"ENSG00000241399",-0.42355167444072,4.28424832880551,2.94397616847749,0.0861983058647277,"ENSG00000241399","CD302","9936",FALSE,FALSE,FALSE
"ENSG00000241404",-0.149247513040117,3.12629674758623,0.347841072641643,0.555337798040284,"ENSG00000241404","EGFL8","80864",FALSE,FALSE,FALSE
"ENSG00000241413",-0.268474233589431,-1.06770510886475,1.26504329650301,0.260698617810564,"ENSG00000241413","RN7SL441P","106479383",FALSE,FALSE,FALSE
"ENSG00000241416",-0.580183003231416,0.836499930633715,2.80548402399475,0.0939424887604354,"ENSG00000241416",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241418",-0.799816627546982,-2.01546055015615,2.73079756783507,0.0984301187502303,"ENSG00000241418",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241420",-0.363183897766837,-1.0079371250189,4.06365623451285,0.0438155333033346,"ENSG00000241420","RN7SL505P","106481758",TRUE,FALSE,FALSE
"ENSG00000241423",-0.728130285890605,-4.25761336651664,0.249323718974912,0.61755167071824,"ENSG00000241423","RPL21P103","100271433",FALSE,FALSE,FALSE
"ENSG00000241429",-0.108641995102202,1.54459007937015,0.264556499123174,0.607006918202964,"ENSG00000241429","EEF1A1P25","646612",FALSE,FALSE,FALSE
"ENSG00000241431",-1.37016609093222,-3.83739661819851,3.8214331213965,0.0506009406937848,"ENSG00000241431",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241434",-0.112206485586139,-3.98992497353234,0.154877833859505,0.693916837864579,"ENSG00000241434",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241439",-0.266430554181818,-1.96575982413149,0.379613492307087,0.537810161319528,"ENSG00000241439",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241449",-0.0109813631481154,2.22869668024533,0.00258366266828602,0.959461190841905,"ENSG00000241449",NA,NA,FALSE,FALSE,FALSE
"ENSG00000241451",-0.987879454908145,-0.322620642645818,4.16056760708375,0.0413755363791265,"ENSG00000241451","RPS27P22","100131418",TRUE,FALSE,FALSE
