"pathway_id","cpd_id","pathway_name"
"map00480","C00072","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00077","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00097","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00127","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00134","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00151","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00315","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00669","Glutathione metabolism - Homo sapiens (human)"
"map00480","C00750","Glutathione metabolism - Homo sapiens (human)"
"map00480","C01322","Glutathione metabolism - Homo sapiens (human)"
"map00480","C01419","Glutathione metabolism - Homo sapiens (human)"
"map00480","C01672","Glutathione metabolism - Homo sapiens (human)"
"map00480","C01879","Glutathione metabolism - Homo sapiens (human)"
"map00480","C02090","Glutathione metabolism - Homo sapiens (human)"
"map00480","C02320","Glutathione metabolism - Homo sapiens (human)"
"map00480","C03170","Glutathione metabolism - Homo sapiens (human)"
"map00480","C03646","Glutathione metabolism - Homo sapiens (human)"
"map00480","C03740","Glutathione metabolism - Homo sapiens (human)"
"map00480","C05422","Glutathione metabolism - Homo sapiens (human)"
"map00480","C05726","Glutathione metabolism - Homo sapiens (human)"
"map00480","C05727","Glutathione metabolism - Homo sapiens (human)"
"map00480","C05729","Glutathione metabolism - Homo sapiens (human)"
"map00480","C05730","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16562","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16563","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16564","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16565","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16566","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16567","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16568","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16663","Glutathione metabolism - Homo sapiens (human)"
"map00480","C16664","Glutathione metabolism - Homo sapiens (human)"
"map00500","C00029","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00031","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00085","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00089","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00092","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00095","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00103","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00185","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00208","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00252","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00369","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00372","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00394","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00498","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00501","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00663","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00689","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00718","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00721","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00760","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00963","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00965","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C00973","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C01083","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C01231","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C01725","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C01898","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C01935","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C02591","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C02995","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C03323","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C04534","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C05731","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C06215","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C06400","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C16688","Starch and sucrose metabolism - Homo sapiens (human)"
"map00500","C20237","Starch and sucrose metabolism - Homo sapiens (human)"
"map00510","C00096","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C00110","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C00381","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C00621","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C01246","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C03021","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C03862","N-Glycan biosynthesis - Homo sapiens (human)"
"map00510","C06081","N-Glycan biosynthesis - Homo sapiens (human)"
"map00512","C02189","Mucin type O-glycan biosynthesis - Homo sapiens (human)"
"map00515","C00063","Mannose type O-glycan biosynthesis - Homo sapiens (human)"
"map00515","C00789","Mannose type O-glycan biosynthesis - Homo sapiens (human)"
"map00515","C01068","Mannose type O-glycan biosynthesis - Homo sapiens (human)"
"map00515","C02189","Mannose type O-glycan biosynthesis - Homo sapiens (human)"
"map00520","C00029","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00031","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00043","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00052","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00096","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00103","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00128","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00140","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00159","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00167","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00181","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00190","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00191","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00203","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00216","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00259","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00267","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00270","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00275","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00325","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00329","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00333","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00352","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00357","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00394","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00446","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00461","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00498","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00501","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00617","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00636","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00645","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00668","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00714","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00734","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00935","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00976","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00984","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00996","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C00999","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01019","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01050","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01132","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01170","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01219","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01222","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01623","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01674","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C01788","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02199","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02280","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02336","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02352","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02474","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02713","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02977","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C02985","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03117","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03410","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03598","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03599","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03691","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03733","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C03906","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04037","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04089","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04257","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04297","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04501","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04573","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04613","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04630","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C04631","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C05345","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C05385","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C06023","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C06156","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C06240","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C06241","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C06377","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C11521","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C13952","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C15925","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16153","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16154","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16155","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16156","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16157","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16183","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C16698","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C17269","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C17326","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C17327","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C17328","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C18060","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C18094","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19725","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19745","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19769","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19823","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19961","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19971","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C19972","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20082","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20083","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20357","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20359","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20395","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20418","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20419","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20424","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20638","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20672","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C20934","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C21027","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C21383","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C21384","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00520","C22029","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"map00524","C00025","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00029","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00031","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00043","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00092","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00229","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00397","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00825","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00832","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C00908","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01441","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01555","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01737","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01743","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01759","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01822","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01823","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C01917","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C02033","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C02627","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C07656","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C12210","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C12211","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C15652","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17209","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17580","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17581","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17582","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17583","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17584","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17585","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17586","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17587","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17588","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17589","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17701","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17702","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17703","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17704","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17705","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17706","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17707","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17712","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C17997","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18000","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18001","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18002","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18003","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18004","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18005","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18006","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18007","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18008","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C18009","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C20350","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C20351","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C20353","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C20509","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C20614","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C20699","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21176","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21251","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21252","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21253","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21254","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21255","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21256","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21257","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21258","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21259","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21260","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21261","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21262","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21263","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21264","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21265","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21266","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21267","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21268","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21269","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00524","C21270","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
"map00531","C00426","Glycosaminoglycan degradation - Homo sapiens (human)"
"map00531","C00573","Glycosaminoglycan degradation - Homo sapiens (human)"
"map00531","C00634","Glycosaminoglycan degradation - Homo sapiens (human)"
"map00531","C00925","Glycosaminoglycan degradation - Homo sapiens (human)"
"map00532","C00053","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"
"map00532","C00054","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"
"map00532","C00401","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"
"map00532","C01490","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"
"map00532","C02189","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"
"map00534","C00033","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"
"map00534","C00053","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"
"map00534","C00054","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"
"map00534","C02189","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"
"map00561","C00029","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00040","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00093","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00103","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00111","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00116","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00162","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00173","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00184","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00197","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00258","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00416","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00422","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00577","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00631","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00641","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00681","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C00969","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C01885","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C02133","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C02457","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C03692","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C04046","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C04315","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C04872","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C05401","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06037","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06038","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06040","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06041","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06042","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06364","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C06365","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C11521","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C13508","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C20897","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C20898","Glycerolipid metabolism - Homo sapiens (human)"
"map00561","C20991","Glycerolipid metabolism - Homo sapiens (human)"
"map00562","C00024","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00092","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00111","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00118","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00137","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00191","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00222","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00558","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00641","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C00691","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01177","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01194","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01204","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01220","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01243","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01245","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01272","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01277","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C01284","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C03546","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C03659","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C03660","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C04006","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C04062","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C04063","Inositol phosphate metabolism - Homo sapiens (human)"
"map00562","C04287","Inositol phosphate metabolism - Homo sapiens (human)"
