"pathway_id","cpd_id","pathway_name"
"map00010","C00022","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00024","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00031","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00033","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00036","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00068","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00074","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00084","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00103","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00111","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00118","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00186","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00197","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00221","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00236","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00267","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00469","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00631","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C00668","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C01159","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C01172","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C01451","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C05125","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C05345","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C05378","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C06186","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C06187","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C06188","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C15972","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C15973","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00010","C16255","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"map00020","C00022","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00024","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00026","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00036","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00042","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00068","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00074","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00091","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00122","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00149","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00158","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00311","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C00417","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C05125","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C05379","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C05381","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C15972","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C15973","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C16254","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00020","C16255","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"map00030","C00022","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00031","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00117","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00118","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00119","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00121","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00197","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00198","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00199","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00204","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00221","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00231","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00257","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00258","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00279","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00345","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00577","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00620","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00631","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00668","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00672","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C00673","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C01151","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C01172","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C01182","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C01218","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C01236","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C01801","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C02076","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C03752","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C04442","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C05345","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C05378","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C05382","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C06019","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C06473","Pentose phosphate pathway - Homo sapiens (human)"
"map00030","C20589","Pentose phosphate pathway - Homo sapiens (human)"
"map00040","C00022","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00026","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00029","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00103","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00111","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00116","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00167","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00181","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00191","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00199","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00204","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00216","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00231","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00259","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00266","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00309","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00310","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00312","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00333","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00379","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00433","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00470","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00474","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00476","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00502","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00508","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00514","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00532","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00558","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00618","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00714","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00789","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00800","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00817","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C00905","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C01068","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C01101","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C01508","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C01904","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C02266","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C02273","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C02426","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C02753","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C03033","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C03291","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C03826","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C04053","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C04349","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C04575","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C05385","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C05411","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C05412","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C06118","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C06441","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C14899","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C15930","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C20680","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C22337","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00040","C22712","Pentose and glucuronate interconversions - Homo sapiens (human)"
"map00051","C00095","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00096","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00111","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00118","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00159","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00186","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00247","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00267","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00275","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00325","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00392","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00424","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00464","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00507","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00577","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00636","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00644","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00665","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00794","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00861","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C00976","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01019","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01094","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01096","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01099","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01131","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01222","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01355","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01487","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01720","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01721","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01768","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C01934","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02431","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02492","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02888","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02962","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02977","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02985","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C02991","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C03117","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C03267","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C03827","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C03979","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C05144","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C05345","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C05378","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C05392","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C06192","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C11516","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C11544","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C18028","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C18096","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C20781","Fructose and mannose metabolism - Homo sapiens (human)"
"map00051","C20836","Fructose and mannose metabolism - Homo sapiens (human)"
"map00052","C00029","Galactose metabolism - Homo sapiens (human)"
"map00052","C00031","Galactose metabolism - Homo sapiens (human)"
"map00052","C00052","Galactose metabolism - Homo sapiens (human)"
"map00052","C00085","Galactose metabolism - Homo sapiens (human)"
"map00052","C00089","Galactose metabolism - Homo sapiens (human)"
"map00052","C00095","Galactose metabolism - Homo sapiens (human)"
"map00052","C00103","Galactose metabolism - Homo sapiens (human)"
"map00052","C00111","Galactose metabolism - Homo sapiens (human)"
"map00052","C00116","Galactose metabolism - Homo sapiens (human)"
"map00052","C00118","Galactose metabolism - Homo sapiens (human)"
"map00052","C00124","Galactose metabolism - Homo sapiens (human)"
"map00052","C00137","Galactose metabolism - Homo sapiens (human)"
"map00052","C00159","Galactose metabolism - Homo sapiens (human)"
"map00052","C00243","Galactose metabolism - Homo sapiens (human)"
"map00052","C00267","Galactose metabolism - Homo sapiens (human)"
"map00052","C00446","Galactose metabolism - Homo sapiens (human)"
"map00052","C00492","Galactose metabolism - Homo sapiens (human)"
"map00052","C00577","Galactose metabolism - Homo sapiens (human)"
"map00052","C00668","Galactose metabolism - Homo sapiens (human)"
"map00052","C00794","Galactose metabolism - Homo sapiens (human)"
"map00052","C00795","Galactose metabolism - Homo sapiens (human)"
"map00052","C00880","Galactose metabolism - Homo sapiens (human)"
"map00052","C00984","Galactose metabolism - Homo sapiens (human)"
"map00052","C01097","Galactose metabolism - Homo sapiens (human)"
"map00052","C01113","Galactose metabolism - Homo sapiens (human)"
"map00052","C01132","Galactose metabolism - Homo sapiens (human)"
"map00052","C01216","Galactose metabolism - Homo sapiens (human)"
"map00052","C01235","Galactose metabolism - Homo sapiens (human)"
"map00052","C01286","Galactose metabolism - Homo sapiens (human)"
"map00052","C01613","Galactose metabolism - Homo sapiens (human)"
"map00052","C01697","Galactose metabolism - Homo sapiens (human)"
"map00052","C02262","Galactose metabolism - Homo sapiens (human)"
"map00052","C02669","Galactose metabolism - Homo sapiens (human)"
"map00052","C03383","Galactose metabolism - Homo sapiens (human)"
"map00052","C03733","Galactose metabolism - Homo sapiens (human)"
"map00052","C03785","Galactose metabolism - Homo sapiens (human)"
"map00052","C05396","Galactose metabolism - Homo sapiens (human)"
"map00052","C05399","Galactose metabolism - Homo sapiens (human)"
"map00052","C05400","Galactose metabolism - Homo sapiens (human)"
"map00052","C05401","Galactose metabolism - Homo sapiens (human)"
"map00052","C05402","Galactose metabolism - Homo sapiens (human)"
"map00052","C05404","Galactose metabolism - Homo sapiens (human)"
"map00052","C05796","Galactose metabolism - Homo sapiens (human)"
"map00052","C06311","Galactose metabolism - Homo sapiens (human)"
"map00052","C06376","Galactose metabolism - Homo sapiens (human)"
"map00052","C06377","Galactose metabolism - Homo sapiens (human)"
"map00053","C00022","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00026","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00029","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00072","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00096","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00137","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00167","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00191","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00216","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00231","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00259","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00333","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00433","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00545","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00558","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00617","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00618","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00652","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00679","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00684","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00800","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00818","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00878","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C00879","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01040","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01041","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01101","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01114","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01115","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01146","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01620","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C01825","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C02280","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C02670","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C03033","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C03064","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C03289","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C03291","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C03826","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C03921","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C04037","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C04575","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C05385","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C05411","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C05412","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C05422","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C06316","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C14899","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C15923","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C15924","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C15925","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C15926","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C15930","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C16186","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C20889","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C20896","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00053","C21955","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"map00061","C00024","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00083","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00154","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00173","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00229","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00249","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00383","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00638","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00685","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00693","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C00712","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C01203","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C01209","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C01271","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C01530","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C01571","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C02679","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C02843","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C03939","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04088","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04180","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04246","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04618","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04619","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04620","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04633","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C04688","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05223","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05744","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05745","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05746","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05747","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05748","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05749","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05750","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05751","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05752","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05753","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05754","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05755","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05756","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05757","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05758","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05759","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05760","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05761","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05762","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05763","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C05764","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C06423","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C06424","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C08362","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C16219","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C16220","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C16221","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C16520","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C20683","Fatty acid biosynthesis - Homo sapiens (human)"
"map00061","C20794","Fatty acid biosynthesis - Homo sapiens (human)"
"map00062","C00024","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00040","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00083","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00136","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00154","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00162","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00249","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00264","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00605","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00638","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00640","Fatty acid elongation - Homo sapiens (human)"
"map00062","C00658","Fatty acid elongation - Homo sapiens (human)"
"map00062","C01832","Fatty acid elongation - Homo sapiens (human)"
"map00062","C01944","Fatty acid elongation - Homo sapiens (human)"
"map00062","C02593","Fatty acid elongation - Homo sapiens (human)"
"map00062","C02843","Fatty acid elongation - Homo sapiens (human)"
"map00062","C03221","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05258","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05259","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05260","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05261","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05262","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05263","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05264","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05265","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05266","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05267","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05268","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05269","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05270","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05271","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05272","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05273","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05274","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05275","Fatty acid elongation - Homo sapiens (human)"
"map00062","C05276","Fatty acid elongation - Homo sapiens (human)"
"map00062","C20876","Fatty acid elongation - Homo sapiens (human)"
"map00062","C20877","Fatty acid elongation - Homo sapiens (human)"
"map00062","C20878","Fatty acid elongation - Homo sapiens (human)"
"map00062","C20879","Fatty acid elongation - Homo sapiens (human)"
"map00071","C00010","Fatty acid degradation - Homo sapiens (human)"
"map00071","C00024","Fatty acid degradation - Homo sapiens (human)"
"map00071","C00071","Fatty acid degradation - Homo sapiens (human)"
"map00071","C00136","Fatty acid degradation - Homo sapiens (human)"
