,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,is_use
ENSG00000100324,1592.584337948739,0.1984114186169686,0.13180638163369043,1.5053248268993793,0.1322405852960479,0.2944886015389878,False
ENSG00000100325,1887.5599330159441,0.1588796495390783,0.09020064174330467,1.761402651560087,0.07817027657384565,0.20702003295603988,False
ENSG00000100330,2023.9783806164894,0.13368648772183234,0.10119443659861145,1.3210853502954996,0.18647290717610077,0.36732933795921374,False
ENSG00000100335,2168.882031111263,0.15487386712640216,0.10201436196763594,1.5181574842916323,0.12897470256946944,0.28977715761906353,False
ENSG00000100336,2033.1579701907772,0.5393067666678771,0.23157342381171395,2.328880222051615,0.019865411971992715,0.08266464011689668,False
ENSG00000100342,2209.950760504944,-0.7864012470198641,0.23197052038817464,-3.3900913172239155,0.0006986934555664151,0.007727505536958522,False
ENSG00000100344,197.83122879676324,0.8162347609149544,0.25522555099593003,3.1980918749313254,0.0013834019808739988,0.012665364985833637,False
ENSG00000100345,47364.22560393448,-0.10306341250577143,0.1548751822591099,-0.6654611216750265,0.5057556023871685,0.6840968911919031,False
ENSG00000100346,236.01782189101334,-0.6413447940679325,0.33422800287793897,-1.9188840807637337,0.0549990057327592,0.1640839600917111,False
ENSG00000100347,1561.9535545916085,0.26445671268470283,0.09402350680071181,2.812665913910592,0.004913266912773281,0.031121795476392274,False
ENSG00000100348,1148.116208893466,0.25444617802915626,0.0868685703841781,2.9290936515227846,0.003399519798109734,0.02404178802253702,False
ENSG00000100350,2639.6323143069194,0.4576751905220611,0.1255946999591784,3.6440645239872196,0.0002683660947015432,0.003855227571545766,False
ENSG00000100351,324.2159808061025,-1.180846085678847,0.24478496541644768,-4.824013940847623,1.4069757687908512e-06,8.34370883477461e-05,True
ENSG00000100353,3436.0045067578785,0.12634046626391657,0.08761199977399678,1.442045228847914,0.14928961471087504,0.31886042593745223,False
ENSG00000100354,11188.496763865012,0.0978902173574012,0.07484601880604794,1.3078881003820495,0.19091126621322052,0.37323991680738783,False
ENSG00000100359,3586.5414613179228,0.36153553462460536,0.15042541065174633,2.403420625931382,0.016242492681695603,0.07179975330751746,False
ENSG00000100360,1798.521743300814,0.40858676764263707,0.1419897728610588,2.8775788524040484,0.00400739743149,0.026980192788869786,False
ENSG00000100364,2702.4128823045644,0.05166198666772519,0.16051938823008333,0.32184265861812633,0.7475718953576165,0.8574424029193762,False
ENSG00000100365,335.23178253428534,-0.7232010601977339,0.27953329862527615,-2.5871732053189462,0.009676693676614676,0.04998057076466502,False
ENSG00000100368,790.0431962519972,-1.2253642387493686,0.25661185948293297,-4.775166047346563,1.795590342146617e-06,9.875042728731042e-05,True
