,log2foldchange,pval,qval,gene_symbol,is_significant
11262,-0.199493243,0.300949415,0.559129546,IFI27L1,FALSE
11266,-0.230621781,0.686061383,0.8500528,SLC6A5,FALSE
11267,-0.338636132,0.196428732,0.440095246,CCDC38,FALSE
11268,-0.446675664,0.350454309,0.608700998,NELL1,FALSE
11269,-0.136091531,0.560004293,0.770994723,PTER,FALSE
11270,-1.058542225,0.008982306,0.064112942,C1QL3,FALSE
11271,-0.231659532,0.263641367,0.519845447,CACNB2,FALSE
11272,-0.155901946,0.652994508,0.830825603,HACD1,FALSE
11273,-0.06544359,0.772856678,0.896535333,ARL5B,FALSE
11274,0.354188552,0.061493839,0.220036039,SMCO4,FALSE
11275,-0.286467888,0.111603985,0.316948741,CEP295,FALSE
11276,-1.783755897,0.022370687,0.116620485,KCNC2,FALSE
11277,0.17532265,0.195911479,0.439421211,TAF1D,FALSE
11279,0.248683067,0.066627151,0.2311356,R3HCC1L,FALSE
11282,0.191191125,0.652725626,0.8307018,LIPC,FALSE
11283,-0.421893925,0.009395248,0.066061353,CEP57,FALSE
11284,0.133242907,0.374387886,0.630063973,TCP11L2,FALSE
11286,-0.384512319,0.403480217,0.655325887,TMCO5A,FALSE
11287,-0.163281167,0.369787001,0.625658938,GPR176,FALSE
11288,-0.262541419,0.294811373,0.552887826,JAM3,FALSE
11289,0.369221705,0.53312984,0.752970188,NA,FALSE
11291,-0.125310392,0.691516712,0.853484764,ADAMTS15,FALSE
11293,-0.437273029,0.030883644,0.14311732,GPT2,FALSE
11294,0.105951577,0.712443004,0.865520871,AMN,FALSE
11295,0.332626731,0.206618874,0.453653352,RAB8B,FALSE
11296,0.034529263,0.81136467,0.916370777,IKBIP,FALSE
11297,-0.016437516,0.936735286,0.974045575,RPUSD2,FALSE
11298,0.122355708,0.194237664,0.43719133,HIF1AN,FALSE
11299,0.010308802,0.943092686,0.976143048,NDUFB8,FALSE
11300,-0.069305828,0.607136744,0.802435195,ZFYVE19,FALSE
11301,0.366426703,0.333309935,0.592027255,PPP1R14D,FALSE
11302,0.309643412,0.091769574,0.281524773,SPINT1,FALSE
11304,0.056915745,0.846830291,0.93273491,AVPR1A,FALSE
11305,-0.40597611,0.042888095,0.175770013,DEPDC4,FALSE
11306,-0.793919606,0.149655275,0.376560154,LRTM2,FALSE
11307,-0.087121413,0.518416303,0.74340263,BRD7,FALSE
11309,-0.210112252,0.192286851,0.434706013,TRMT61A,FALSE
11310,-0.025973295,0.903757482,0.959184372,BTRC,FALSE
11311,-0.097532699,0.33603331,0.595158046,POLL,FALSE
11312,-0.144467607,0.159698127,0.39115158,BAG5,FALSE
11313,-0.245982416,0.067793065,0.233884156,DPCD,FALSE
11314,-0.34034124,0.079111191,0.257336677,LARP6,FALSE
11315,0.058891429,0.736983777,0.877852303,API5,FALSE
11317,-0.115062965,0.368681713,0.624448822,ZNF319,FALSE
11318,-0.036567939,0.84342203,0.931249827,HPS6,FALSE
11319,-0.268774033,0.141541039,0.364415049,SENP8,FALSE
11320,-0.135949493,0.385249081,0.639085613,NOLC1,FALSE
11321,-0.13613453,0.35053853,0.60871536,ALKBH3,FALSE
11322,0.067876364,0.721432572,0.869873076,COPS2,FALSE
11323,-1.379091003,0.031132847,0.143961847,GABRB3,FALSE
11324,1.046397265,0.066593449,0.231097986,SPIC,FALSE
11325,-0.448038395,0.407762129,0.659376822,TBATA,FALSE
11326,0.226047747,0.09062502,0.279161724,SGPL1,FALSE
11327,0.056348617,0.827631587,0.924370702,FRS2,FALSE
11328,-0.154612162,0.363998338,0.620801458,CCT2,FALSE
11329,0.306880553,0.092673778,0.283299926,PCBD1,FALSE
11330,-0.014276941,0.911760013,0.962840702,ARIH1,FALSE
11331,0.176633483,0.352905168,0.610745347,DNAAF8,FALSE
11332,0.236997747,0.338732218,0.597701838,CLMP,FALSE
11333,-0.25537016,0.506790824,0.734852726,SCN3B,FALSE
11334,0.036198336,0.779645634,0.900147238,COX11,FALSE
11335,-0.222249501,0.042816326,0.175620595,ZNF202,FALSE
11336,0.040883857,0.817601215,0.919518333,FAM227B,FALSE
11337,-0.042369421,0.837475674,0.928780751,STXBP4,FALSE
11338,-0.705373788,0.016164494,0.094595885,CYYR1,FALSE
11339,0.000896875,0.994359369,0.997706867,CUL5,FALSE
11340,0.190931236,0.560511681,0.771331557,MYRFL,FALSE
11342,0.221678967,0.195880616,0.439409475,BORCS7,FALSE
11345,0.677347408,0.157656176,0.388103695,TMEM100,FALSE
11346,0.127669779,0.275723821,0.533314192,ANAPC16,FALSE
11347,0.055276936,0.702386971,0.859816506,SMPD1,FALSE
11349,-0.414839572,0.107374849,0.309327923,SYNPO2L,FALSE
11350,0.08669915,0.709523207,0.864095288,NUDT13,FALSE
11351,0.01539627,0.940456635,0.9750858,C11orf65,FALSE
11352,-0.005932435,0.959881125,0.983204283,TRIM44,FALSE
11353,0.124284659,0.342282145,0.601301136,ILK,FALSE
11354,-0.020474645,0.839484491,0.92962638,TAF10,FALSE
11357,0.045341163,0.929556969,0.970777868,NETO1,FALSE
11358,-0.191329353,0.157439476,0.387832052,MSS51,FALSE
11359,0.104683086,0.574041642,0.780644058,CYB5A,FALSE
11360,0.237325495,0.063509493,0.224662064,USP54,FALSE
11361,0.574347076,0.09287209,0.283740033,RAG1,FALSE
11362,-0.562103073,0.321071867,0.58038754,POTED,FALSE
11363,0.191511551,0.517919116,0.743083508,IFTAP,FALSE
11364,0.037961471,0.855061879,0.936772178,WDR88,FALSE
11365,0.859197701,0.075642125,0.250372974,OR10A5,FALSE
11366,1.305052889,0.0076309,0.057563156,OR2D2,FALSE
11367,0.075689945,0.604893337,0.800994405,ATP9B,FALSE
11369,0.795215501,0.154294676,0.383626838,MOGAT2,FALSE
11370,0.584911214,0.039698744,0.167333572,CYB5R2,FALSE
11371,-0.047407699,0.926085091,0.969447806,SERPINB7,FALSE
11372,0.173402349,0.080987328,0.26065129,GARRE1,FALSE
11373,0.046270905,0.805362065,0.913145942,SERPINB8,FALSE
11375,-0.740564032,0.011000354,0.073420735,RIC3,FALSE
11376,-1.219601712,0.015147234,0.090623056,LMO1,FALSE
11377,0.756366381,0.132074698,0.349898221,OR5P1P,FALSE
11378,0.107894949,0.387984549,0.641213986,IDH3A,FALSE
11379,0.241943254,0.621237444,0.811639281,WDR72,FALSE
11382,0.134048633,0.747764509,0.883316471,ZMAT1,FALSE
11383,0.090454666,0.406040896,0.657964475,XRRA1,FALSE
11384,-0.044307735,0.740402472,0.879593856,TRIM66,FALSE
11385,-0.001122893,0.98963618,0.995809128,RNF169,FALSE
11386,0.153325522,0.51709689,0.742526813,RPL27A,FALSE
11387,0.337693989,0.014289708,0.087031251,DENND2B,FALSE
11388,0.293803631,0.153861915,0.382966088,CDYL2,FALSE
11389,0.098213236,0.775740748,0.898056717,TMEM130,FALSE
11390,0.528609864,0.191638426,0.433881472,PRTG,FALSE
11392,-0.27231608,0.043541921,0.177541256,AKIP1,FALSE
11393,-0.09289556,0.454610749,0.695095727,ATMIN,FALSE
11394,-0.322300141,0.313409326,0.572482257,C16orf46,FALSE
11395,0.069095356,0.655440774,0.832386579,TMEM41B,FALSE
11396,-0.011572244,0.978467832,0.990891279,PKD1L2,FALSE
11397,-0.000438734,0.99845214,0.999162918,LEO1,FALSE
11398,0.087804493,0.688908921,0.851687546,ZNF143,FALSE
11399,0.167430089,0.397341541,0.649686216,TMX3,FALSE
11400,0.29601762,0.363798526,0.620692388,MFAP4,FALSE
11401,-0.092693354,0.579054448,0.78416618,WEE1,FALSE
11402,-0.271410988,0.040147821,0.168314145,MAPK7,FALSE
11403,0.572585143,0.221011129,0.470745037,FAM86GP,FALSE
11404,0.946087236,0.00914328,0.064876283,PRKCB,FALSE
11406,0.099316896,0.457155927,0.696762376,NDST2,FALSE
11410,-0.24495568,0.040073233,0.168155752,ZNF3,FALSE
11411,1.020946855,0.05218133,0.199432753,CLEC4D,FALSE
11412,-0.267726821,0.021999609,0.115480905,ZSCAN21,FALSE
11413,-0.137189702,0.377019096,0.63226996,RIMKLB,FALSE
11414,0.046588703,0.896712177,0.955954188,A2ML1,FALSE
11415,0.385970191,0.06207001,0.221391312,BEAN1,FALSE
11416,0.162982769,0.188651893,0.430079719,TK2,FALSE
11417,0.112624476,0.414078752,0.664624491,TMED3,FALSE
11418,-0.897504963,0.084483645,0.266648767,SLC38A8,FALSE
11419,0.080142672,0.822918507,0.921669736,SEC11C,FALSE
11420,-1.456221744,0.035461525,0.155648285,GALR1,FALSE
11421,0.112465067,0.564180801,0.773350119,TMEM135,FALSE
11422,-0.29373541,0.092252829,0.282532986,IQCD,FALSE
11423,0.326402018,0.007459372,0.05671124,NDEL1,FALSE
11425,1.037346326,0.035775678,0.156588044,RRAD,FALSE
11426,-0.101023062,0.580178653,0.785055983,CIAO2B,FALSE
11427,-0.201227349,0.474545974,0.710623214,CFAP52,FALSE
11429,-0.814586294,0.137633364,0.358727415,MC4R,FALSE
11430,-0.121586995,0.29572811,0.553774296,BLCAP,FALSE
11431,-0.722716578,0.082164432,0.262501013,CHRFAM7A,FALSE
11433,-0.101066039,0.857121919,0.937764145,MMP10,FALSE
11434,0.059803148,0.751854822,0.885636905,TVP23A,FALSE
11435,-0.315928374,0.247544425,0.502499373,BEX3,FALSE
11436,-0.412691759,0.098024913,0.292609649,TMPRSS5,FALSE
11437,0.102599707,0.211116591,0.458683002,COG1,FALSE
11438,0.052830217,0.766962826,0.893458308,PLEKHA7,FALSE
11439,-0.299366799,0.019749237,0.107765732,ZNF606,FALSE
11442,-0.086086949,0.452552825,0.693457705,ZNF592,FALSE
11443,0.224571357,0.034831312,0.154010357,GOLM2,FALSE
11444,-0.708292559,0.173546032,0.409353592,HTR3A,FALSE
11446,0.064090868,0.870193085,0.944207549,ACSM1,FALSE
11447,0.211242474,0.111540301,0.316881963,AP1G1,FALSE
11449,-0.442388744,0.070132715,0.238844634,CATSPER2,FALSE
11450,-0.157787997,0.478573721,0.713701278,STRCP1,FALSE
11451,-0.271605185,0.517835544,0.743061138,ZNF667-AS1,FALSE
11452,-0.510242592,0.053322765,0.202251324,BMERB1,FALSE
11453,0.213603884,0.164804709,0.398086531,MARF1,FALSE
11454,-0.070156207,0.737085561,0.877899336,SAAL1,FALSE
11455,-0.427641461,0.039609487,0.167034398,YPEL4,FALSE
11456,0.391414668,0.129138785,0.345551903,PPIB,FALSE
11457,0.162564371,0.734855023,0.876630859,LDHC,FALSE
11458,0.040620432,0.748657325,0.883896709,CIAO2A,FALSE
11459,-0.108324535,0.563768246,0.773060914,LDHAL6A,FALSE
11460,-0.125800631,0.444854719,0.687425805,FAM111A,FALSE
11462,-0.503533795,0.032002062,0.146461727,KIF7,FALSE
11463,0.265128751,0.272639689,0.530094051,LDHD,FALSE
11464,-0.082729654,0.800166244,0.910843348,PLIN1,FALSE
11465,0.061291542,0.730082231,0.87401193,PEX11A,FALSE
11466,-0.03101338,0.80034012,0.910857862,TMEM170A,FALSE
11468,0.398820529,0.163087772,0.395822762,ANPEP,FALSE
11469,0.737024417,0.090353355,0.278677197,SCNN1G,FALSE
11470,0.08405535,0.775013926,0.897541487,RBPMS2,FALSE
11471,0.176355541,0.387035825,0.640601955,NAV2,FALSE
11472,-0.28859451,0.068056743,0.234616667,ANKDD1A,FALSE
11473,-0.624271997,0.076962795,0.252972504,GLYATL1,FALSE
11475,0.063567347,0.606611504,0.802136175,DCTN5,FALSE
11476,-0.110484883,0.456878183,0.696648613,TERF2IP,FALSE
11478,0.050903036,0.728548721,0.873355216,CLPX,FALSE
11479,0.088547944,0.61166405,0.805291934,GPR182,FALSE
11480,-0.109005328,0.409307269,0.660738102,ZBTB39,FALSE
11481,-0.834751555,0.219954365,0.469601735,CACNG2,FALSE
11482,-1.364145599,0.027117779,0.131956823,TAC3,FALSE
11483,-0.017711701,0.956332596,0.981720211,MYO1A,FALSE
11484,-0.265995623,0.207084662,0.454101488,NEMP1,FALSE
11485,-0.053154881,0.821424084,0.921211419,NAB2,FALSE
11486,0.027272078,0.799943127,0.910786445,VPS39,FALSE
11488,0.029472961,0.836965747,0.928577695,PATL1,FALSE
11489,-0.350636551,0.023077424,0.119048236,ATP23,FALSE
11490,0.389075486,0.443177982,0.686256496,ELFN2,FALSE
11491,0.044124129,0.758368929,0.889129046,STX3,FALSE
11492,0.048310132,0.640010781,0.82341375,MRPL16,FALSE
11493,0.253715902,0.031421957,0.14469461,PIP4K2C,FALSE
11494,-0.042526466,0.805394573,0.913145942,MTMR10,FALSE
11495,0.113724119,0.386887371,0.640472259,YWHAB,FALSE
11497,0.210870122,0.564624937,0.773477502,SCG5,FALSE
11500,0.202516906,0.241728833,0.496122367,TSC22D4,FALSE
11501,-0.818986565,0.094768781,0.287174029,MS4A6E,FALSE
11503,-0.061349989,0.864084618,0.941028607,MS4A14,FALSE
11504,-0.714434994,0.190957216,0.433019021,MS4A5,FALSE
11505,-0.187660989,0.106125392,0.307400296,DIS3L,FALSE
11506,0.157874854,0.160379283,0.392087118,CCNDBP1,FALSE
11507,-0.222540691,0.584808112,0.788037159,EPB42,FALSE
11509,-0.27091479,0.633270699,0.8190506,MS4A8,FALSE
11510,-0.399942667,0.474840928,0.710802797,CCDC178,FALSE
11511,0.407597914,0.562481439,0.772194497,MS4A15,FALSE
11512,-0.401599662,0.052231995,0.199550656,MAP1A,FALSE
11514,0.006332423,0.958651617,0.982495596,AKTIP,FALSE
11515,0.093778285,0.578410719,0.783891295,MAPRE2,FALSE
11516,-0.063119237,0.755621986,0.887928109,EVA1C,FALSE
11517,-0.013748589,0.97782881,0.990650645,NA,FALSE
11518,0.063380574,0.526252672,0.748550153,MARS1,FALSE
11519,-0.029628576,0.798758803,0.910207124,MBD6,FALSE
11520,-0.053567555,0.710760034,0.865044288,CNPY4,FALSE
11522,-0.446737973,0.037525174,0.16150584,NUDT21,FALSE
11523,-0.732599813,0.233691602,0.486179096,NAT16,FALSE
11524,-0.251379306,0.52383566,0.746834813,NKX3-1,FALSE
11525,-0.23559072,0.358925671,0.615920989,SGSM1,FALSE
11526,-0.156260443,0.740034016,0.879479197,NA,FALSE
11527,-0.34350188,0.009016462,0.064288461,DUSP18,FALSE
11528,-0.284832783,0.025578321,0.127330706,TEF,FALSE
11531,-0.292749474,0.059423298,0.215912327,PBX3,FALSE
11532,1.249562968,0.013039931,0.081914435,GNGT2,FALSE
11533,0.056143834,0.645695948,0.826314468,PHB,FALSE
11534,-0.288217007,0.067732433,0.233757978,SNRPD1,FALSE
11535,-0.144299372,0.548284856,0.763196983,TTC16,FALSE
11536,-0.398623365,0.12092152,0.331923443,SAMD14,FALSE
11537,-0.037419595,0.858291681,0.938259281,PIP5KL1,FALSE
11539,0.171797937,0.288512512,0.546534872,FAM102A,FALSE
11541,0.373269905,0.027297185,0.132350093,GOLGA2,FALSE
11542,-0.10403891,0.406477327,0.658379784,TRUB2,FALSE
11543,-0.113583561,0.209825839,0.457258405,COQ4,FALSE
11544,-0.229466195,0.055558478,0.207654126,SLC27A4,FALSE
11545,0.129397933,0.759254361,0.889565239,ANKRD40CL,FALSE
11546,-0.161783219,0.084542822,0.266720379,URM1,FALSE
11547,0.425276713,0.04911748,0.192061065,CERCAM,FALSE
11549,-0.318198658,0.139092202,0.360954337,CCDC103,FALSE
11550,-0.665320169,0.033144965,0.149409885,ENDOG,FALSE
11551,0.129996884,0.791659305,0.907033101,PRRX2,FALSE
11552,0.427663493,0.510478707,0.73785835,UGT1A6,FALSE
11553,-0.108522316,0.419170074,0.668218565,C15orf39,FALSE
11554,-1.061709233,0.013194893,0.082494036,ISLR2,FALSE
11555,-0.170675488,0.075931655,0.250901913,SP2,FALSE
11556,-0.16303432,0.538926272,0.756915664,PRR15L,FALSE
11557,-0.136801314,0.301275749,0.55948488,COQ7,FALSE
11558,-0.621647259,0.007629509,0.057563156,GPRC5B,FALSE
11559,0.165150451,0.080285122,0.259538379,CRK,FALSE
11561,0.568329093,0.137020323,0.357867093,GOLGA6C,FALSE
11562,-0.161174897,0.211672446,0.459443608,FBXO22,FALSE
11563,0.217822696,0.081039244,0.260683485,TBC1D2B,FALSE
11566,0.244346178,0.563170268,0.772617774,LOXHD1,FALSE
11567,-0.178208439,0.395129092,0.647732575,KATNAL2,FALSE
11568,-0.137508293,0.333073139,0.591877453,HDHD2,FALSE
11569,-0.062988199,0.781264946,0.900970325,ZNF91,FALSE
11570,-0.240136445,0.645366663,0.82618671,IGF2,FALSE
11571,-0.298540497,0.017990026,0.101360442,RNF214,FALSE
11572,0.169982031,0.055446713,0.207338029,CDK12,FALSE
11574,-0.008191747,0.951690332,0.980143427,DUS2,FALSE
11575,-0.085596131,0.428540236,0.674862886,POP5,FALSE
11576,0.266046365,0.125076211,0.338974526,ENGASE,FALSE
11577,-0.884225098,0.026896421,0.131299226,RBFOX3,FALSE
11578,-0.274853084,0.183087412,0.422666866,ATP5MG,FALSE
11580,-0.041205015,0.773801035,0.897129576,TBC1D16,FALSE
11581,0.007140873,0.958018311,0.982144078,TEPSIN,FALSE
11582,0.231702611,0.273821258,0.531232718,MYO5B,FALSE
11583,0.599009523,0.263607336,0.519845447,ART5,FALSE
11584,-0.239385563,0.15172998,0.379704145,ACAA2,FALSE
11585,0.240145639,0.047404667,0.187744706,STIM1,FALSE
11586,-0.395387449,0.018481951,0.103208069,RRM1,FALSE
11587,-0.361939197,0.588442222,0.790322697,OR51E2,FALSE
11588,0.378221918,0.087131866,0.271738921,TRIM68,FALSE
11589,-0.249457824,0.686919233,0.850562029,MMP26,FALSE
11591,0.071672974,0.652441503,0.830613553,FN3K,FALSE
11592,-0.689045961,0.015669235,0.092624107,PRRT2,FALSE
11593,-0.070124788,0.623639074,0.81269048,ZNF23,FALSE
11594,-0.086321008,0.482797335,0.717160803,IRGQ,FALSE
11595,0.084328054,0.528700898,0.750272452,ZNF226,FALSE
11596,-0.269369418,0.063430464,0.224512883,ZNF180,FALSE
11597,-0.356185756,0.047254779,0.187353309,PPP2R3B,FALSE
11598,-0.194345775,0.184108549,0.424247107,ZNF668,FALSE
11599,-0.13750652,0.244912315,0.49981904,ZNF646,FALSE
11600,-0.072802514,0.556444772,0.768351656,VKORC1,FALSE
11602,-0.776401218,0.108648856,0.311695999,LPO,FALSE
11603,0.671350568,0.206325968,0.453131102,CA4,FALSE
11604,-0.04292733,0.617228286,0.809286491,SMG8,FALSE
11606,0.062802443,0.535220024,0.754441245,RAB8A,FALSE
11607,-0.187505226,0.226913175,0.477560223,GPX4,FALSE
11608,-0.248795401,0.081579311,0.261639369,MIDN,FALSE
11609,0.555817108,0.214997187,0.463403442,JSRP1,FALSE
11610,-0.323172108,0.41489214,0.665198829,NIBAN3,FALSE
11611,-0.025587815,0.871019676,0.944500509,KLHL26,FALSE
11612,-0.083600509,0.396295452,0.648962879,GATAD2A,FALSE
11613,-0.201537262,0.280573268,0.538564844,MVD,FALSE
11615,-0.276828755,0.022000425,0.115480905,TRAPPC2L,FALSE
11616,-0.076182251,0.511863014,0.739070266,ANKRD11,FALSE
11618,-0.183747657,0.163823753,0.396887314,RSKR,FALSE
11620,0.110273557,0.543231102,0.759872334,RPL13,FALSE
11621,-0.045987382,0.659016855,0.834297224,ZNF641,FALSE
11624,0.127378364,0.54868525,0.763466962,TP53I13,FALSE
11625,-0.10790708,0.430270304,0.676152264,KMT2D,FALSE
11626,-0.142571593,0.593689377,0.794072232,CORO6,FALSE
11629,-0.202094154,0.152731238,0.381209407,TUBA1C,FALSE
11630,-0.568270593,0.060139039,0.217453673,ZNF610,FALSE
11632,-0.180703282,0.148022277,0.374254783,ZNF701,FALSE
11633,0.352576272,0.04995536,0.193723305,SERTAD3,FALSE
11634,0.174089094,0.265805924,0.522533386,NCKAP5L,FALSE
11635,0.231282525,0.241050864,0.495353034,RAB4B,FALSE
11636,-0.07796197,0.894331675,0.954823383,AQP2,FALSE
11637,-0.373984533,0.180357635,0.418878515,GPD1,FALSE
11638,-0.277951227,0.065758988,0.229443936,PROSER3,FALSE
11641,0.201880509,0.268505769,0.525720113,NFKBID,FALSE
11642,0.432232613,0.021856679,0.115151005,TMC4,FALSE
11643,-0.139247391,0.792945907,0.907653616,ANKRD33,FALSE
11645,-0.122055542,0.6236321,0.81269048,TTYH1,FALSE
11646,0.087501174,0.52393898,0.74688739,LENG8,FALSE
11647,0.289142022,0.514401902,0.740214181,CDC42EP5,FALSE
11648,0.731813973,0.117637026,0.326586833,LAIR2,FALSE
11650,0.140515841,0.338621506,0.597701838,ZNF526,FALSE
11651,-0.092415971,0.413684405,0.664312448,TRAPPC9,FALSE
11652,0.774511649,0.105956139,0.307153469,NLRP7,FALSE
11653,0.102716034,0.489709657,0.722108238,ZNF146,FALSE
11654,0.101100385,0.488634175,0.721462813,ZNF283,FALSE
11655,0.059690875,0.881167849,0.948909881,PPP1R14A,FALSE
11656,0.374803175,0.07802033,0.255310684,SPINT2,FALSE
11657,0.61680628,0.214517966,0.462752591,C19orf33,FALSE
11658,0.056068218,0.682583004,0.848503542,YIF1B,FALSE
11659,-0.677004261,0.038957946,0.165357495,DNAAF3,FALSE
11660,0.154828492,0.725894403,0.872290466,PSCA,FALSE
11662,0.228516029,0.688493581,0.851414207,LY6D,FALSE
11663,0.002217061,0.989529331,0.995809128,DAPK3,FALSE
11664,-0.035665882,0.803696486,0.912358767,EEF2,FALSE
11665,-0.282091531,0.569842111,0.777444036,TMIGD2,FALSE
11666,-0.427640048,0.034527383,0.153239393,CHAF1A,FALSE
11667,-0.068514112,0.615240635,0.807858162,UBXN6,FALSE
11668,-0.307496788,0.235777354,0.488846247,HDGFL2,FALSE
11669,-0.246781908,0.377740526,0.632840048,PLIN4,FALSE
11670,0.002389882,0.994024292,0.997599919,SEMA6B,FALSE
11671,-0.049078706,0.743901744,0.881335889,ZNF444,FALSE
11672,-0.276561802,0.209093811,0.456466951,NXN,FALSE
11673,-0.257477638,0.025786674,0.127897563,TLCD3A,FALSE
11674,0.024918755,0.782504354,0.90165994,GLOD4,FALSE
11675,-0.126561727,0.593912955,0.794220459,MFSD3,FALSE
11676,-0.233873639,0.295389701,0.553483472,GPT,FALSE
11677,-0.297371099,0.140187117,0.362714068,KIFC2,FALSE
11680,0.872803458,0.027970064,0.134492552,SERPINF2,FALSE
11681,0.517380376,0.0064627,0.051496614,WDR81,FALSE
11682,-0.196878196,0.267766867,0.524934494,SRR,FALSE
11683,-0.002194357,0.982267196,0.992944013,TSR1,FALSE
11685,-0.41590658,0.095665514,0.288512159,HSD11B1L,FALSE
11686,-0.01942992,0.889407237,0.952625288,CYB5D2,FALSE
11687,0.260286655,0.623363549,0.812545179,GGT6,FALSE
11688,-0.327229055,0.051204386,0.19689312,C19orf48,FALSE
11689,-0.336745266,0.512988459,0.739627213,KLK1,FALSE
11690,0.063032471,0.903281724,0.959087237,KLK4,FALSE
11691,-0.467855844,0.335396961,0.594476879,KLK2,FALSE
11692,-0.7859933,0.20777452,0.4547276,KLK5,FALSE
11693,-0.779257703,0.234599769,0.487614637,KLK6,FALSE
11694,0.486321854,0.31233951,0.571657169,KLK11,FALSE
11695,0.205033045,0.69713156,0.856626136,KLK13,FALSE
11696,-0.315248468,0.04981931,0.193568679,ZNF83,FALSE
11697,0.429231941,0.121159448,0.33240179,KRT80,FALSE
11698,-0.172587468,0.094849682,0.28727054,OTUB1,FALSE
11700,0.263366797,0.280946591,0.53904756,ANGPTL4,FALSE
11701,0.018023389,0.953791077,0.980621398,NA,FALSE
11702,-0.217609577,0.250473302,0.505860017,CD320,FALSE
11703,0.360560881,0.017851799,0.100849443,SPRYD3,FALSE
11704,0.346750074,0.409823133,0.661074485,IGFBP6,FALSE
11705,0.300457684,0.584118269,0.787725577,SOAT2,FALSE
11706,-0.320398071,0.017280005,0.098774931,ZNF558,FALSE
11707,-0.149615337,0.367199755,0.623497508,NDUFV1,FALSE
11708,0.055442725,0.715581851,0.867484861,CDK2AP2,FALSE
11709,-0.512958573,0.298497026,0.556848091,C3P1,FALSE
11710,-0.088866999,0.797196229,0.909414306,NUDT8,FALSE
11711,0.137414508,0.790338848,0.906287282,TBX10,FALSE
11712,-0.160114971,0.570959438,0.778162976,NA,FALSE
11713,-0.375409803,0.030160203,0.140962311,PRDX2,FALSE
11715,-0.128736031,0.428233999,0.674607231,MIS12,FALSE
11716,1.099025482,0.011686817,0.076203804,CD300C,FALSE
11718,-0.170349826,0.777233558,0.898674765,TEKT1,FALSE
11719,0.14337124,0.375404704,0.630748244,HID1,FALSE
11720,0.083255089,0.711065868,0.865117467,MRPL58,FALSE
11721,0.074619759,0.642835421,0.824984657,ATP5PD,FALSE
11722,-0.43492895,0.048792088,0.19125541,TMEM88,FALSE
11723,0.707453279,0.071522051,0.241322375,EVPL,FALSE
11724,0.166681586,0.05181055,0.198451455,SRP68,FALSE
11725,-0.798219283,0.022023412,0.11556837,MGAT5B,FALSE
11727,0.061185586,0.712648491,0.865558226,TK1,FALSE
11728,0.047000641,0.738335084,0.878488476,TMEM68,FALSE
11729,-0.332157896,0.455909756,0.696033653,CYP7A1,FALSE
11730,-0.285376069,0.23690114,0.490203226,LOC100505501,FALSE
11731,0.857775765,0.113781593,0.320286773,GSDMA,FALSE
11732,-0.445133076,0.04996972,0.193723305,KRT10-AS1,FALSE
11733,0.164208209,0.313212235,0.5723797,GHDC,FALSE
11734,0.020605338,0.848984265,0.933724299,FAM234A,FALSE
11735,-0.255983573,0.065164543,0.228274325,ZNF598,FALSE
11736,-0.686024493,0.009902406,0.068429389,RAB26,FALSE
11737,-0.278215683,0.037960409,0.162880371,MLST8,FALSE
11738,-0.163416784,0.255022834,0.510941519,E4F1,FALSE
11739,-0.05816524,0.831710885,0.92610741,DNASE1L2,FALSE
11740,-0.296181419,0.07634427,0.251787288,ECI1,FALSE
11741,-0.530563057,0.082811599,0.263809042,CASKIN1,FALSE
11742,0.048001815,0.853920981,0.935999218,ABCA3,FALSE
11743,-0.010490923,0.911441266,0.962726629,KCTD5,FALSE
11744,0.062242398,0.614138521,0.80702338,SRRM2,FALSE
11745,0.042097041,0.860458835,0.939362285,ZNF597,FALSE
11747,-0.041823874,0.682756712,0.848524391,SDHAF2,FALSE
11748,0.004388853,0.954039169,0.980729583,DDB1,FALSE
11749,0.059155586,0.6755166,0.844719318,VPS37C,FALSE
11750,-0.838494885,0.012069757,0.077802507,VWCE,FALSE
11751,0.717018739,0.027168343,0.132131138,RAB3IL1,FALSE
11752,0.307514025,0.166701333,0.400708124,BEST1,FALSE
11753,0.2938479,0.228925698,0.480263871,FTH1,FALSE
11754,-0.03332959,0.862591361,0.940467993,BSCL2,FALSE
11755,-0.205685201,0.099670102,0.295829344,POLR2G,FALSE
11756,0.028931269,0.823859952,0.922240353,SLC3A2,FALSE
11757,0.432215977,0.466375346,0.704449003,PLAAT5,FALSE
11759,-0.001335149,0.993237378,0.997450092,ATG16L2,FALSE
11760,-0.325591809,0.01978699,0.107859015,C2CD3,FALSE
11762,-0.040900802,0.803940351,0.912465558,TTC21A,FALSE
11763,-0.16545331,0.200876111,0.446229927,RPSA,FALSE
11764,0.014757092,0.955458576,0.981342012,ENTPD3,FALSE
11765,0.237775879,0.040972582,0.170578301,CTNNB1,FALSE
11766,-0.231582152,0.180976202,0.419704131,ULK4,FALSE
11767,-0.048395318,0.712799286,0.865662107,FADD,FALSE
11768,0.330307646,0.08502203,0.267658415,LTBP3,FALSE
11772,-0.138952727,0.024287851,0.12319768,SF1,FALSE
11773,0.018087639,0.895222619,0.955264157,MAP4K2,FALSE
11774,0.553880432,0.239931066,0.494375947,MAJIN,FALSE
11775,0.370747816,0.269097931,0.526315635,CCDC88B,FALSE
11776,0.521008534,0.119292643,0.329244123,SCARA3,FALSE
