,log2foldchange,pval,qval,gene_symbol,is_significant
1,0.369949422,0.149560697,0.376544322,TSPAN6,FALSE
2,0.07235958,0.862381384,0.940427298,TNMD,FALSE
3,0.073051719,0.664966563,0.837544383,DPM1,FALSE
4,-0.006494844,0.956597195,0.981721032,SCYL3,FALSE
5,-0.209796785,0.331270372,0.590470658,C1orf112,FALSE
10,-0.081607982,0.686195475,0.850157315,NFYA,FALSE
11,-0.135458101,0.266051962,0.522726775,STPG1,FALSE
12,0.097975284,0.422190284,0.670314192,NIPAL3,FALSE
13,-0.117951857,0.259571664,0.515927979,LAS1L,FALSE
14,0.473867595,0.132494863,0.350478017,ENPP4,FALSE
15,-0.185368063,0.299409671,0.55766825,SEMA3F,FALSE
17,0.119899819,0.125714563,0.34007413,ANKIB1,FALSE
18,0.123919007,0.496898496,0.727784849,CYP51A1,FALSE
19,-0.026843958,0.815878713,0.918640222,KRIT1,FALSE
20,-0.18698513,0.031501508,0.144933107,RAD52,FALSE
21,-0.422669732,0.068661851,0.235879501,NA,FALSE
22,-0.33755148,0.027240465,0.132299805,BAD,FALSE
24,0.679465722,0.010759803,0.072353433,CD99,FALSE
25,0.181858631,0.442483705,0.685871244,HS3ST1,FALSE
26,0.739254615,0.119542164,0.329508324,AOC1,FALSE
27,-0.194160982,0.684272224,0.849280656,WNT16,FALSE
28,0.577597763,0.119545825,0.329508324,HECW1,FALSE
29,-0.121178404,0.599897893,0.797843914,MAD1L1,FALSE
31,0.105352444,0.33992193,0.599199702,SNX11,FALSE
32,0.599403231,0.024096973,0.122458323,TMEM176A,FALSE
34,-0.619808312,0.11920368,0.329061579,KLHL13,FALSE
35,-0.05343594,0.871001301,0.944500509,CYP26B1,FALSE
36,-0.229361963,0.370669183,0.626422625,ICA1,FALSE
38,0.022685648,0.857701828,0.938096256,ALS2,FALSE
42,-0.003206126,0.979498226,0.991504034,NDUFAF7,FALSE
43,0.039455642,0.707499243,0.862935055,RBM5,FALSE
44,-0.175486304,0.512997615,0.739627213,MTMR7,FALSE
45,0.577073586,0.096774657,0.290490878,SLC7A2,FALSE
46,-0.145406748,0.193884233,0.436615824,ARF5,FALSE
48,-0.067214875,0.41963842,0.668593911,POLDIP2,FALSE
49,0.330214882,0.018940212,0.105059319,PLXND1,FALSE
50,0.061536381,0.43459728,0.679882549,AK2,FALSE
52,-0.003462398,0.980212613,0.991827942,FKBP4,FALSE
53,-0.28809807,0.030356197,0.141534462,KDM1A,FALSE
54,0.004135849,0.981218351,0.992350356,RBM6,FALSE
55,-0.455783624,0.011963182,0.077251295,CAMKK1,FALSE
56,0.145922336,0.325290673,0.584928155,RECQL,FALSE
57,0.170721341,0.406569514,0.658499919,VPS50,FALSE
58,0.094821931,0.759058976,0.889517412,HSPB6,FALSE
60,0.0315398,0.838557946,0.92918765,NDUFAB1,FALSE
61,0.390788225,0.229592724,0.480964318,PDK4,FALSE
62,0.286063478,0.512093713,0.739275344,SLC22A16,FALSE
65,-1.005722985,0.106835765,0.308601941,ARX,FALSE
66,-0.029694308,0.863987593,0.940994175,SLC25A13,FALSE
67,-0.155688172,0.37118612,0.626974836,ST7,FALSE
68,0.11678269,0.524410416,0.747214895,CDC27,FALSE
69,1.013861468,0.034352832,0.152800495,SLC4A1,FALSE
70,0.112947483,0.805716339,0.913145942,CALCR,FALSE
71,0.148495114,0.439619179,0.683816715,HCCS,FALSE
72,-0.250045665,0.034937628,0.15433108,DVL2,FALSE
74,0.122968912,0.29982621,0.558064133,UPF1,FALSE
75,0.38606059,0.09117694,0.280200621,SKAP2,FALSE
76,0.2473534,0.091108724,0.280108745,SLC25A5,FALSE
77,-0.385729731,0.015546621,0.092137739,MCUB,FALSE
78,-0.60811701,0.349510466,0.608022038,HOXA11,FALSE
79,-0.247312013,0.169052253,0.40366243,POLR2J,FALSE
80,-0.131681229,0.301800741,0.559978074,DHX33,FALSE
81,1.199686322,0.016390269,0.095340009,MEOX1,FALSE
82,0.268359154,0.362382802,0.619346694,THSD7A,FALSE
83,-0.092728272,0.331180967,0.590353428,LIG3,FALSE
84,0.119101768,0.600842223,0.798406922,RPAP3,FALSE
85,0.164093216,0.643581542,0.8253212,ACSM3,FALSE
87,-0.280788606,0.011263993,0.074608135,CIAPIN1,FALSE
88,-0.147283469,0.367709492,0.623839414,SPPL2B,FALSE
89,0.253110895,0.079790087,0.258624324,FAM214B,FALSE
92,0.238690572,0.032921597,0.148825165,MSL3,FALSE
93,0.044466779,0.677348556,0.845736963,CREBBP,FALSE
94,-0.454660994,0.061179431,0.219501789,TSPOAP1,FALSE
95,0.03444584,0.952501701,0.980466939,MPO,FALSE
96,-0.483671572,0.165010635,0.398504937,PON1,FALSE
97,-0.213640727,0.106281528,0.307584413,GCFC2,FALSE
98,-0.409560916,0.012598088,0.080292726,WDR54,FALSE
99,0.3950554,0.098805171,0.294122022,CROT,FALSE
100,0.3635665,0.281701617,0.539731202,ABCB4,FALSE
101,0.127700832,0.221756544,0.471493888,KMT2E,FALSE
102,-0.03943913,0.744690245,0.881658637,RHBDD2,FALSE
103,-0.203183002,0.675161308,0.844448382,SOX8,FALSE
105,-0.075981978,0.619817486,0.810711423,ZNF195,FALSE
107,0.10555036,0.366840769,0.623320677,FBXL3,FALSE
109,0.001573387,0.991123518,0.996385011,PDK2,FALSE
110,0.53488251,0.006303913,0.050648869,ITGA3,FALSE
111,0.024960077,0.820731489,0.920913492,ZFX,FALSE
113,-0.362427424,0.263979006,0.520313255,ITGA2B,FALSE
114,-0.298967128,0.603436684,0.800179295,ASB4,FALSE
116,0.273325257,0.293535505,0.551856194,REX1BD,FALSE
117,0.430553454,0.182762056,0.422209113,CRLF1,FALSE
118,0.134654197,0.229525234,0.480905628,OSBPL7,FALSE
119,-0.508547395,0.010772407,0.072388436,TMEM98,FALSE
120,-0.617336282,0.131487034,0.349024592,YBX2,FALSE
121,0.170757896,0.271576919,0.529069069,MAP3K14,FALSE
122,-1.007920393,0.021794098,0.114958636,ABCC8,FALSE
123,-0.424176179,0.034860209,0.154082206,TMEM132A,FALSE
124,0.163510851,0.248488802,0.503744924,AP2B1,FALSE
125,-0.322869477,0.566791093,0.775315231,TAC1,FALSE
126,-0.130279037,0.308800059,0.567523173,ZNF263,FALSE
127,0.755097907,0.007171658,0.055310595,CX3CL1,FALSE
130,0.454614174,0.068362072,0.235259974,TNFRSF12A,FALSE
132,-0.213392395,0.101877202,0.299486034,MAP3K9,FALSE
133,-0.10722254,0.33981579,0.599070389,RALA,FALSE
134,-0.028395957,0.845217454,0.931880926,BAIAP2L1,FALSE
135,0.438940708,0.013247964,0.082670281,KDM7A,FALSE
136,-0.172902844,0.605044135,0.801088701,ETV1,FALSE
137,-0.015769828,0.871270331,0.944591224,AGK,FALSE
138,0.344752444,0.129278604,0.345785963,ALDH3B1,FALSE
139,0.587148407,0.022931983,0.11850612,TTC22,FALSE
140,-0.009497013,0.962423733,0.984484327,PHTF2,FALSE
141,-0.016281787,0.899677676,0.957357421,FARP2,FALSE
142,-0.348734525,0.402482575,0.654355364,USH1C,FALSE
143,-0.109883884,0.623325315,0.812545179,GGCT,FALSE
145,-0.124467725,0.649025095,0.828399448,TBXA2R,FALSE
146,0.050564648,0.667461079,0.839233924,IFRD1,FALSE
147,0.041635269,0.733527658,0.875920515,COX10,FALSE
149,-0.026913963,0.891771415,0.953788955,PAF1,FALSE
150,0.180597793,0.059053724,0.215000203,VPS41,FALSE
151,0.227966541,0.34082186,0.599831375,ARHGAP44,FALSE
152,0.071384409,0.538924333,0.756915664,ELAC2,FALSE
153,0.331911681,0.421040414,0.669710423,SCIN,FALSE
154,0.576115603,0.022667477,0.117547335,ARSD,FALSE
155,0.411627232,0.293925332,0.552144298,PNPLA4,FALSE
156,0.976303424,0.059823422,0.216727922,MYH13,FALSE
157,0.133171874,0.381173137,0.635705999,ADIPOR2,FALSE
158,-0.535995775,0.011304299,0.07476671,CDKL3,FALSE
159,-0.110932802,0.691879395,0.853667144,UPP2,FALSE
160,0.070848785,0.903044281,0.958984381,PRSS21,FALSE
161,-0.07946133,0.523085981,0.74642536,MARK4,FALSE
162,-0.594507012,0.187232426,0.428259461,PROM1,FALSE
163,-0.014909548,0.959535088,0.982984243,CCDC124,FALSE
165,0.004742054,0.963469403,0.98493631,PAFAH1B1,FALSE
166,-0.692204328,0.161218901,0.393465476,NOS2,FALSE
167,-0.453977301,0.370449577,0.62630963,DNAH9,FALSE
168,0.059527943,0.509407041,0.73686302,KIAA0100,FALSE
169,0.613832577,0.288854046,0.546728458,SLC13A2,FALSE
171,0.092276685,0.624044735,0.812881979,TRAPPC6A,FALSE
172,0.504127839,0.229197986,0.480569206,MATK,FALSE
173,0.598397709,0.269568883,0.526616768,CEACAM7,FALSE
175,-0.145465129,0.766231195,0.893129869,SCN4A,FALSE
176,-0.158870616,0.180446324,0.419057865,ST7L,FALSE
177,-0.247842686,0.686332336,0.850201476,TKTL1,FALSE
179,-0.312678808,0.048565466,0.190677755,RPUSD1,FALSE
180,0.789373349,0.010976197,0.07333986,RHBDF1,FALSE
181,-0.119459898,0.215335074,0.463828021,LUC7L,FALSE
182,0.013264235,0.969020211,0.987045285,CACNA2D2,FALSE
183,-0.494303623,0.159034659,0.390198692,BAIAP3,FALSE
184,-0.058563918,0.832636325,0.926657869,TSR3,FALSE
185,-0.16022502,0.300864401,0.559124066,PIGQ,FALSE
186,-0.146375728,0.215229247,0.463657535,CRAMP1,FALSE
187,0.215190937,0.356145347,0.613005849,TEAD3,FALSE
188,1.413359293,0.006396025,0.051208832,SELE,FALSE
189,0.040964917,0.699436735,0.858101885,DNAJC11,FALSE
191,0.348117873,0.053818488,0.203392814,MYLIP,FALSE
192,-0.057494672,0.867808541,0.942795742,NOX1,FALSE
194,0.115812744,0.39988293,0.652099792,PSMB1,FALSE
195,-0.723076471,0.022312431,0.116416423,SYN1,FALSE
196,-0.017411574,0.91474186,0.964105296,JARID2,FALSE
197,0.271195951,0.18665941,0.427886025,CDKL5,FALSE
198,0.441052118,0.276193982,0.533856878,CAMK1G,FALSE
199,-0.026605062,0.883020102,0.94989115,CDK11A,FALSE
200,0.133220278,0.355367803,0.612366173,NADK,FALSE
201,-1.350994658,0.070251249,0.238981095,TFAP2B,FALSE
202,0.292336685,0.208940796,0.456350972,DLEC1,FALSE
203,0.045565493,0.746335255,0.882348609,CYTH3,FALSE
205,0.295071652,0.158540349,0.389467079,SYPL1,FALSE
206,0.30239982,0.020186386,0.109334769,CYB561,FALSE
207,-0.039436438,0.703418474,0.860506958,SPAG9,FALSE
208,-0.637477122,0.006367149,0.051022352,CELSR3,FALSE
210,0.34786976,0.120685708,0.331425498,PLEKHG6,FALSE
211,-0.269904172,0.0567326,0.210123513,SS18L2,FALSE
212,-0.394181831,0.010233724,0.070082887,MPND,FALSE
213,0.189438999,0.5789415,0.784115975,MGST1,FALSE
214,-0.111363668,0.408843071,0.660401818,CRY1,FALSE
215,-0.246467944,0.219481108,0.469157199,PGLYRP1,FALSE
216,0.133851103,0.605316991,0.801256263,NFIX,FALSE
221,-0.633322582,0.032579929,0.147939349,MAPK8IP2,FALSE
222,0.032941062,0.715795528,0.867628785,MED24,FALSE
223,-0.108786762,0.502930732,0.731973982,RHOBTB2,FALSE
224,0.097372214,0.5534332,0.766752172,HEATR5B,FALSE
225,0.368149212,0.034278383,0.152686287,SEC62,FALSE
226,0.145602518,0.320238945,0.579530451,RPS20,FALSE
227,0.143739446,0.289387426,0.547310528,CSDE1,FALSE
228,0.025719401,0.776970421,0.89862637,UBE3C,FALSE
229,-0.072966318,0.733389403,0.875883061,REV3L,FALSE
230,0.714176571,0.148084674,0.374254783,TENM1,FALSE
231,-0.602901426,0.383340017,0.637422657,PAX7,FALSE
232,0.077242683,0.752302745,0.885850479,MASP2,FALSE
233,1.235383185,0.028047354,0.134686996,IYD,FALSE
234,-0.10068163,0.40320142,0.654989497,FAM76A,FALSE
236,-0.271229685,0.02627648,0.129277437,POMT2,FALSE
237,0.151170705,0.577481586,0.783218219,VTA1,FALSE
238,-0.397771954,0.364614641,0.621359654,MLXIPL,FALSE
239,-0.184464956,0.157388691,0.387775344,BAZ1B,FALSE
240,-0.058082314,0.645406893,0.82618671,RANBP9,FALSE
242,-0.167812576,0.090596428,0.279144229,SPRTN,FALSE
243,-0.095198744,0.406909149,0.658816447,METTL13,FALSE
244,0.146774239,0.341218566,0.600184977,DYRK4,FALSE
245,0.172698814,0.289434861,0.547310528,ZNF207,FALSE
246,-0.075785095,0.5702325,0.777752272,UQCRC1,FALSE
247,0.200686746,0.229713406,0.481051698,STARD3NL,FALSE
249,-0.769861474,0.170435826,0.405418745,HHATL,FALSE
250,-0.273278906,0.014215836,0.086738637,NCAPD2,FALSE
252,0.496980483,0.170914412,0.405975879,GIPR,FALSE
254,-0.077402059,0.774740112,0.897495288,SEMA3G,FALSE
255,-0.014732912,0.883204281,0.950005393,NISCH,FALSE
257,-0.464447363,0.010370254,0.070634068,FUZ,FALSE
258,0.791346843,0.036861366,0.159739872,SLC6A13,FALSE
259,0.380955408,0.035447714,0.155643741,IDS,FALSE
260,-0.175449651,0.674297224,0.843694083,PRSS3,FALSE
261,-0.017560735,0.851608452,0.934843578,ZNF200,FALSE
263,-0.088140392,0.632151145,0.818263642,LRRC23,FALSE
266,-0.282195383,0.008466541,0.061728226,SCMH1,FALSE
267,-0.111088688,0.544420457,0.760366207,FYN,FALSE
270,0.017672996,0.805704552,0.913145942,ELOA,FALSE
271,-0.073300702,0.537648603,0.756165292,LYPLA2,FALSE
272,0.056861867,0.562855075,0.772417307,CLCN6,FALSE
274,-0.972566157,0.156934912,0.387293323,NME1-NME2,FALSE
275,1.029031804,0.039602551,0.167024422,SLC6A7,FALSE
276,0.155703376,0.358381759,0.615357273,TSPAN9,FALSE
277,0.042185783,0.774066123,0.897169491,BTBD7,FALSE
278,-0.036705928,0.803043342,0.912241795,APBA3,FALSE
279,-0.20405062,0.05862839,0.214086141,MKS1,FALSE
280,-0.122595478,0.421710082,0.670017242,ABHD5,FALSE
281,0.4842324,0.088403515,0.274330113,ANOS1,FALSE
282,-0.127056107,0.300000548,0.558064133,AKAP8L,FALSE
283,-0.016352828,0.911395432,0.962726629,MBTD1,FALSE
284,-0.150864366,0.159044399,0.390198692,UTP18,FALSE
285,0.060943637,0.534473957,0.753819892,RNF216,FALSE
286,0.077339603,0.495516088,0.726866973,TTC19,FALSE
287,-0.221515738,0.017779603,0.100592371,PTBP1,FALSE
289,-0.175679573,0.488799316,0.721495059,SYT7,FALSE
290,-0.078611516,0.437602285,0.682410129,LARS2,FALSE
291,0.217102134,0.177661874,0.415229813,PIK3C2A,FALSE
292,0.23400336,0.238331349,0.492296114,PLAUR,FALSE
293,-0.285891719,0.110909365,0.315702988,ANLN,FALSE
294,-0.203675068,0.099901907,0.296204658,WIZ,FALSE
295,0.14078059,0.173061324,0.408814519,RABGAP1,FALSE
297,0.106875839,0.54543997,0.761266486,QPCTL,FALSE
298,-0.212497573,0.038397399,0.163965011,PPP5C,FALSE
299,-0.088275101,0.400116101,0.65218027,CEP68,FALSE
300,-0.02694937,0.820417935,0.920787813,MAP4K3,FALSE
301,0.33717404,0.090172776,0.278331627,ZBTB32,FALSE
303,0.482526362,0.060392837,0.217947929,LDAF1,FALSE
304,-0.091267536,0.89304751,0.954285883,GABRA3,FALSE
305,-0.243039213,0.125869364,0.34031657,BRCA1,FALSE
306,0.079403586,0.479175501,0.714190743,ERCC1,FALSE
308,-0.360278059,0.153587024,0.382509045,SEMA3B,FALSE
309,0.023608105,0.901419803,0.957871562,MBTPS2,FALSE
310,0.337737682,0.029400309,0.138538835,PRICKLE3,FALSE
311,1.054953141,0.057201055,0.211129198,LTF,FALSE
312,-0.358181266,0.134431099,0.353858282,EXTL3,FALSE
313,-0.441250036,0.398007708,0.650543996,NR1H4,FALSE
314,0.393563649,0.053780164,0.203306666,ELOVL5,FALSE
316,0.611155382,0.287255025,0.545411866,KDM5D,FALSE
317,0.285127404,0.02624503,0.129206573,CALCOCO1,FALSE
318,-0.31851825,0.021664683,0.11454108,UBR7,FALSE
319,0.217467427,0.102239101,0.299990399,MAP4K5,FALSE
321,0.134642748,0.279823332,0.537852378,PSMC4,FALSE
322,0.372594671,0.011886881,0.077030785,MAN2B2,FALSE
323,-0.968225131,0.059508407,0.216087577,SLC7A14,FALSE
324,-0.71381089,0.084422456,0.266547713,CLDN11,FALSE
325,0.035948866,0.771408225,0.895788038,SLC25A39,FALSE
327,0.27808564,0.022079183,0.115628606,NUB1,FALSE
328,0.271313769,0.083467322,0.264997148,PGM3,FALSE
329,0.187099289,0.144017156,0.368089723,RWDD2A,FALSE
330,0.08766374,0.463669849,0.70210338,CLK1,FALSE
331,-0.083209705,0.530209245,0.751080102,POLR3B,FALSE
332,0.267855307,0.058692011,0.214234926,ANGEL1,FALSE
333,0.079693026,0.441799825,0.685341955,RNF14,FALSE
334,0.168332855,0.293910309,0.552144298,DNASE1L1,FALSE
335,-0.201940427,0.208197995,0.455299978,DDX11,FALSE
336,0.123334779,0.333449328,0.592159733,HEBP1,FALSE
338,0.379492072,0.141679695,0.364562881,MAMLD1,FALSE
341,0.418148201,0.07496161,0.249047647,UFL1,FALSE
343,-0.025890244,0.824853832,0.922706293,ZC3H3,FALSE
344,0.168776606,0.336929724,0.596088852,CAPN1,FALSE
346,0.042777039,0.71336728,0.865977837,MDH1,FALSE
347,-0.060696187,0.716079023,0.867776725,SLC30A9,FALSE
348,0.383889063,0.06074091,0.218613445,MTMR11,FALSE
349,-0.001367335,0.988577,0.995550127,COX15,FALSE
350,0.105630727,0.519244134,0.743990745,CCDC88C,FALSE
352,0.093151438,0.488699354,0.721471611,ZMYND11,FALSE
355,-0.056998398,0.719932854,0.869270759,BID,FALSE
356,-0.030702992,0.838218399,0.92905479,MATR3,FALSE
357,0.090208731,0.851711832,0.934843578,NPC1L1,FALSE
358,0.35806189,0.008838946,0.063418653,XYLT2,FALSE
359,0.088059935,0.453656424,0.694479105,RGPD5,FALSE
360,-2.05708985,0.006362643,0.050997424,STMN4,FALSE
361,-0.067479382,0.463405873,0.701994499,NUDCD3,FALSE
363,0.227068434,0.271005397,0.528367295,CHDH,FALSE
364,1.128400205,0.02883446,0.136852079,IL20RA,FALSE
365,0.198717455,0.652888289,0.830748297,CLCA4,FALSE
366,-0.055430624,0.598182557,0.796726586,GLT8D1,FALSE
367,0.249769727,0.204928067,0.451199755,ATP2C1,FALSE
368,1.102393839,0.006681133,0.052604204,IGF1,FALSE
370,0.013379489,0.896955996,0.956033248,RALBP1,FALSE
371,-0.02095116,0.885606089,0.950714238,RUFY3,FALSE
372,-1.445047428,0.020269354,0.109638098,CNTN1,FALSE
375,0.049260857,0.731690777,0.875026707,AGPS,FALSE
376,0.007666445,0.966690586,0.986006593,STEEP1,FALSE
377,-0.780228923,0.147418767,0.373537802,ATP1A2,FALSE
378,0.278183651,0.022330547,0.116494312,TTC27,FALSE
379,-0.723117327,0.023766632,0.121302418,ZNF582,FALSE
380,-0.165904924,0.65272123,0.8307018,VSIG2,FALSE
381,0.027693616,0.830938447,0.925831257,PHLDB1,FALSE
383,1.449327691,0.019472508,0.106732571,CYP24A1,FALSE
384,-0.213279106,0.156723044,0.386979499,PRDM11,FALSE
385,-0.768090723,0.074132764,0.247161657,SYT13,FALSE
386,0.284791058,0.288409148,0.54642403,SNAI2,FALSE
389,-0.105031265,0.352740292,0.610575653,ZRANB1,FALSE
390,0.142764046,0.439913926,0.683925905,NCDN,FALSE
391,0.340447931,0.082017814,0.262286208,ADGRA2,FALSE
392,-0.647624046,0.100237348,0.2966026,CCT8L1P,FALSE
393,0.063865964,0.664705057,0.837436447,ZFP64,FALSE
394,-0.005143506,0.975665584,0.989775675,MNAT1,FALSE
397,-0.227937448,0.10348719,0.302418909,MRE11,FALSE
398,-0.298112051,0.19833427,0.442484264,PLEKHB1,FALSE
400,0.210095763,0.615280681,0.807858162,CYP3A43,FALSE
401,-0.331860915,0.102988719,0.301420138,SLC7A9,FALSE
402,-0.293870442,0.025784942,0.127897563,SPAST,FALSE
403,-0.62449845,0.102497785,0.300559063,NRXN3,FALSE
404,0.199853044,0.418092169,0.667515234,OSBPL5,FALSE
405,-0.062420466,0.737480185,0.877966279,AQR,FALSE
406,0.659622955,0.207563308,0.454455841,CPS1,FALSE
407,-0.155770517,0.825068281,0.922813645,C8B,FALSE
408,-0.200554598,0.522969687,0.746408119,FHL1,FALSE
409,0.073757336,0.400261519,0.652182455,RTF2,FALSE
410,-0.542063032,0.381412065,0.635836846,NLRP2,FALSE
411,0.253581833,0.133950719,0.352873348,SLC45A4,FALSE
412,0.084729876,0.319821241,0.579152364,RNF10,FALSE
413,0.0245514,0.871148477,0.944543169,ZNF839,FALSE
414,0.09909093,0.426508252,0.673337851,ZDHHC6,FALSE
415,-0.062382622,0.794009255,0.908243419,GRAMD1B,FALSE
416,0.160843378,0.356577508,0.613389355,RNH1,FALSE
417,-0.19841135,0.061397684,0.219851471,NDUFS1,FALSE
418,0.21065274,0.117413503,0.326369052,RB1CC1,FALSE
419,0.240992852,0.181015483,0.419747814,ERP44,FALSE
420,0.123896548,0.289806705,0.547652409,ALAS1,FALSE
422,0.25814064,0.159287529,0.390543348,AKAP11,FALSE
423,0.049584357,0.787836984,0.904553574,GLRX2,FALSE
424,0.160044828,0.305114535,0.563682692,SNAPC1,FALSE
425,-0.048353195,0.795102724,0.908649977,DERA,FALSE
426,-0.031245627,0.823991521,0.922251298,STRAP,FALSE
427,-0.174971236,0.549236487,0.763589448,ABCC2,FALSE
429,-0.169135665,0.319002458,0.578277059,PLEKHO1,FALSE
430,0.104283293,0.523124726,0.74642536,GCLM,FALSE
432,0.660406869,0.010643289,0.071842712,EHD2,FALSE
433,-0.431847268,0.170307621,0.405250056,DEPDC1,FALSE
434,0.228398925,0.132584983,0.350564173,CCDC28A,FALSE
435,-0.146976036,0.436391555,0.681406201,RRAGD,FALSE
436,-0.295562697,0.17814713,0.415778147,HSF2,FALSE
437,-0.02062835,0.774520516,0.897326222,PHF20,FALSE
438,-0.049094483,0.802560996,0.912028626,HSD17B6,FALSE
442,-0.30615676,0.028451142,0.135673631,TOMM34,FALSE
443,0.272342103,0.102448264,0.300463939,SEC63,FALSE
444,0.147748341,0.132048166,0.349898221,KPNA6,FALSE
446,-0.087350763,0.600805305,0.798386893,RTEL1-TNFRSF6B,FALSE
450,-0.849380808,0.116657684,0.325152269,KCNG1,FALSE
454,-0.054787382,0.6912717,0.853382398,MIPEP,FALSE
456,-1.02083399,0.035690893,0.156298399,INSRR,FALSE
458,0.187647343,0.156188689,0.386234126,B4GALT7,FALSE
460,0.34492552,0.006708249,0.052772236,VRK2,FALSE
462,0.036777115,0.795080336,0.908649977,VEZT,FALSE
463,-0.370299583,0.10140199,0.298713736,POU2F2,FALSE
464,0.007979599,0.954402825,0.980919233,BRD9,FALSE
465,-0.003860126,0.967711868,0.986474458,SNX1,FALSE
466,-0.066046315,0.750006054,0.884531704,TBPL1,FALSE
467,-0.274932862,0.142290562,0.365414401,ARNTL2,FALSE
468,0.077165958,0.715252484,0.867371572,BCLAF1,FALSE
469,0.043342635,0.765726196,0.892832372,SLC39A9,FALSE
470,-0.401088692,0.167106263,0.401206518,ANK1,FALSE
471,-1.272616721,0.024879862,0.125183658,IBSP,FALSE
472,0.133743024,0.25774456,0.514096591,TFB1M,FALSE
473,0.121735715,0.294916523,0.553047923,RABEP1,FALSE
474,0.389610498,0.04619089,0.184415976,HMGB3,FALSE
475,-0.29964126,0.036222027,0.157851309,NUP160,FALSE
476,0.249383547,0.061312365,0.219722873,BAK1,FALSE
477,0.995249074,0.013774182,0.084936608,MUSK,FALSE
478,0.526134564,0.010740745,0.072268685,IKZF2,FALSE
480,-0.086762126,0.606044534,0.801908684,FAM13B,FALSE
482,-0.03817459,0.873983382,0.9459052,CENPQ,FALSE
483,-0.131944565,0.26953822,0.526585012,SARS1,FALSE
484,-0.168603514,0.148439433,0.374805723,RANBP3,FALSE
485,0.147204668,0.313315455,0.572425221,ARID4A,FALSE
486,0.035231467,0.786974133,0.903932042,EIPR1,FALSE
487,0.196205723,0.182258077,0.42149775,PNPLA6,FALSE
488,-0.129641252,0.463131933,0.701870425,IFT88,FALSE
489,0.179179663,0.173961773,0.409899601,ALG1,FALSE
490,-0.12888432,0.168268239,0.40258323,ZCCHC8,FALSE
491,0.066269245,0.529239845,0.750594057,ABCF2,FALSE
492,0.32264957,0.006999372,0.054348849,CHPF2,FALSE
493,-0.302487609,0.479877355,0.714886991,LRRC7,FALSE
495,0.263448117,0.172037034,0.407450853,UBA6,FALSE
496,-0.242194404,0.179682834,0.418069671,GAB2,FALSE
497,0.027458661,0.758421527,0.889129046,ATP6V0A1,FALSE
498,-0.117767186,0.401331122,0.653286918,PIAS1,FALSE
499,0.227811563,0.227837203,0.478686276,SLC4A7,FALSE
500,-0.584140493,0.026702404,0.130596301,APBA2,FALSE
501,0.51441055,0.006550368,0.051932623,MAP2K3,FALSE
502,-1.137012742,0.027133818,0.131999724,EFCAB1,FALSE
503,0.018816897,0.965602155,0.985676034,TMSB10,FALSE
504,0.010228107,0.957620362,0.982072698,ASTE1,FALSE
505,0.270720482,0.060191066,0.217555704,RNF19A,FALSE
506,0.184076312,0.246563685,0.501411408,PEX3,FALSE
507,0.002168954,0.984270511,0.993804238,GABARAPL2,FALSE
508,0.125194368,0.316000074,0.575345557,SH3YL1,FALSE
509,0.025519695,0.871047919,0.944500509,FAM136A,FALSE
513,0.292196568,0.008469704,0.061738974,NSMAF,FALSE
514,-0.174770125,0.120519377,0.331192684,ADSS2,FALSE
517,-0.004731361,0.973570259,0.988925928,RFC1,FALSE
518,0.329394081,0.027686213,0.133531722,TBC1D23,FALSE
519,0.025189615,0.865292628,0.941756748,CUL3,FALSE
521,-0.391945336,0.491344158,0.723355347,OTC,FALSE
522,-0.349073475,0.211025233,0.458601572,CYP46A1,FALSE
523,0.05338974,0.677586454,0.845860622,ZZZ3,FALSE
524,-0.910757367,0.121139313,0.332371499,SLC18A1,FALSE
525,-0.682105869,0.016781678,0.096743461,USP2,FALSE
526,-0.637381019,0.294983348,0.553130138,CASR,FALSE
527,-0.12340098,0.298236051,0.556531677,TUBG2,FALSE
528,-0.091553723,0.762889026,0.891501409,RPL26L1,FALSE
529,0.679184894,0.015189131,0.090799403,FLT4,FALSE
530,0.27417448,0.055040636,0.206432038,NSUN2,FALSE
531,-0.136865602,0.139272598,0.361330639,FBXO42,FALSE
532,0.226112097,0.214020381,0.462224836,MFAP3,FALSE
533,-0.075157753,0.646179605,0.826586112,MRI1,FALSE
534,0.217131308,0.155742987,0.385627696,METTL1,FALSE
535,0.43728285,0.502697324,0.731922537,HOXC8,FALSE
536,0.406686715,0.035529405,0.155815243,AGA,FALSE
537,-0.120730547,0.41153436,0.662285647,PI4K2B,FALSE
538,-0.039041863,0.824509883,0.92240114,BOD1L1,FALSE
540,0.469314051,0.22264805,0.472613509,TLL1,FALSE
541,-0.165841595,0.095040379,0.287599835,EDC4,FALSE
542,-0.018894016,0.880774967,0.948872635,TRIO,FALSE
544,0.132409472,0.121535614,0.332933981,CLEC16A,FALSE
547,0.05717274,0.647754363,0.82752388,MTREX,FALSE
548,0.496830913,0.189189953,0.430795813,DNAH5,FALSE
549,0.045361536,0.804034217,0.912486468,ZFYVE16,FALSE
550,-0.043194309,0.76959095,0.894934127,RIPOR1,FALSE
551,0.871779616,0.247789012,0.502733082,C6,FALSE
553,-0.496223563,0.195882201,0.439409475,SOX30,FALSE
554,-0.103635312,0.449641471,0.691228017,PNKP,FALSE
555,-0.674292381,0.043359522,0.176961214,BEST2,FALSE
