"","GeneID","Cluster"
"8949","ENSG00000027697","cluster2"
"8950","ENSG00000257027","cluster2"
"8951","ENSG00000256594","cluster2"
"8952","ENSG00000175895","cluster2"
"8953","ENSG00000170142","cluster2"
"8954","ENSG00000198189","cluster2"
"8955","ENSG00000196177","cluster2"
"8956","ENSG00000104325","cluster2"
"8957","ENSG00000248019","cluster2"
"8958","ENSG00000133794","cluster2"
"8959","ENSG00000286129","cluster2"
"8960","ENSG00000260404","cluster2"
"8961","ENSG00000158796","cluster2"
"8962","ENSG00000125485","cluster2"
"8963","ENSG00000067334","cluster2"
"8964","ENSG00000158019","cluster2"
"8965","ENSG00000178105","cluster2"
"8966","ENSG00000149196","cluster2"
"8967","ENSG00000086827","cluster2"
"8968","ENSG00000152404","cluster2"
"8969","ENSG00000125971","cluster2"
"8970","ENSG00000134262","cluster2"
"8971","ENSG00000241468","cluster2"
"8972","ENSG00000244045","cluster2"
"8973","ENSG00000135093","cluster2"
"8974","ENSG00000280433","cluster2"
"8975","ENSG00000197062","cluster2"
"8976","ENSG00000092020","cluster2"
"8977","ENSG00000186416","cluster2"
"8978","ENSG00000254634","cluster2"
"8979","ENSG00000196116","cluster2"
"8980","ENSG00000136783","cluster2"
"8981","ENSG00000150459","cluster2"
"8982","ENSG00000132963","cluster2"
"8983","ENSG00000127870","cluster2"
"8984","ENSG00000228492","cluster2"
"8985","ENSG00000185973","cluster2"
"8986","ENSG00000168038","cluster2"
"8987","ENSG00000157036","cluster2"
"8988","ENSG00000113812","cluster2"
"8989","ENSG00000124224","cluster2"
"8990","ENSG00000145416","cluster2"
"8991","ENSG00000169299","cluster2"
"8992","ENSG00000196204","cluster2"
"8993","ENSG00000010270","cluster2"
"8994","ENSG00000213246","cluster2"
"8995","ENSG00000064763","cluster2"
"8996","ENSG00000255152","cluster2"
"8997","ENSG00000237298","cluster2"
"8998","ENSG00000175471","cluster2"
"8999","ENSG00000111913","cluster2"
"9000","ENSG00000162409","cluster2"
"9001","ENSG00000119950","cluster2"
"9002","ENSG00000267136","cluster2"
"9003","ENSG00000267702","cluster2"
"9004","ENSG00000113971","cluster2"
"9005","ENSG00000152620","cluster2"
"9006","ENSG00000158220","cluster2"
"9007","ENSG00000158186","cluster2"
"9008","ENSG00000269893","cluster2"
"9009","ENSG00000151092","cluster2"
"9010","ENSG00000072756","cluster2"
"9011","ENSG00000114166","cluster2"
"9012","ENSG00000145779","cluster2"
"9013","ENSG00000111666","cluster2"
"9014","ENSG00000104205","cluster2"
"9015","ENSG00000181826","cluster2"
"9016","ENSG00000152642","cluster2"
"9017","ENSG00000179933","cluster2"
"9018","ENSG00000215271","cluster2"
"9019","ENSG00000079335","cluster2"
"9020","ENSG00000131781","cluster2"
"9021","ENSG00000138303","cluster2"
"9022","ENSG00000196968","cluster2"
"9023","ENSG00000089876","cluster2"
"9024","ENSG00000156017","cluster2"
"9025","ENSG00000171928","cluster2"
"9026","ENSG00000119899","cluster2"
"9027","ENSG00000124786","cluster2"
"9028","ENSG00000175348","cluster2"
"9029","ENSG00000136169","cluster2"
"9030","ENSG00000069974","cluster2"
"9031","ENSG00000113273","cluster2"
"9032","ENSG00000287555","cluster2"
"9033","ENSG00000238741","cluster2"
"9034","ENSG00000175106","cluster2"
"9035","ENSG00000165312","cluster2"
"9036","ENSG00000130023","cluster2"
"9037","ENSG00000198064","cluster2"
"9038","ENSG00000180867","cluster2"
"9039","ENSG00000272645","cluster2"
"9040","ENSG00000273828","cluster2"
"9041","ENSG00000189298","cluster2"
"9042","ENSG00000133627","cluster2"
"9043","ENSG00000139131","cluster2"
"9044","ENSG00000165526","cluster2"
"9045","ENSG00000123297","cluster2"
"9046","ENSG00000110871","cluster2"
"9047","ENSG00000167272","cluster2"
"9048","ENSG00000152465","cluster2"
"9049","ENSG00000165632","cluster2"
"9050","ENSG00000145414","cluster2"
"9051","ENSG00000234912","cluster2"
"9052","ENSG00000172671","cluster2"
"9053","ENSG00000188283","cluster2"
"9054","ENSG00000189164","cluster2"
"9055","ENSG00000247137","cluster2"
"9056","ENSG00000186687","cluster2"
"9057","ENSG00000166507","cluster2"
"9058","ENSG00000104154","cluster2"
"9059","ENSG00000159445","cluster2"
"9060","ENSG00000134602","cluster2"
"9061","ENSG00000114744","cluster2"
"9062","ENSG00000119401","cluster2"
"9063","ENSG00000136715","cluster2"
"9064","ENSG00000087095","cluster2"
"9065","ENSG00000129562","cluster2"
"9066","ENSG00000120798","cluster2"
"9067","ENSG00000075303","cluster2"
"9068","ENSG00000197056","cluster2"
"9069","ENSG00000114107","cluster2"
"9070","ENSG00000179833","cluster2"
"9071","ENSG00000104756","cluster2"
"9072","ENSG00000151849","cluster2"
"9073","ENSG00000235437","cluster2"
"9074","ENSG00000065491","cluster2"
"9075","ENSG00000182134","cluster2"
"9076","ENSG00000215769","cluster2"
"9077","ENSG00000280128","cluster2"
"9078","ENSG00000101843","cluster2"
"9079","ENSG00000100387","cluster2"
"9080","ENSG00000104064","cluster2"
"9081","ENSG00000023697","cluster2"
"9082","ENSG00000173226","cluster2"
"9083","ENSG00000169087","cluster2"
"9084","ENSG00000158092","cluster2"
"9085","ENSG00000132122","cluster2"
"9086","ENSG00000025156","cluster2"
"9087","ENSG00000066557","cluster2"
"9088","ENSG00000174442","cluster2"
"9089","ENSG00000132823","cluster2"
"9090","ENSG00000101052","cluster2"
"9091","ENSG00000096654","cluster2"
"9092","ENSG00000065559","cluster2"
"9093","ENSG00000072849","cluster2"
"9094","ENSG00000164305","cluster2"
"9095","ENSG00000125629","cluster2"
"9096","ENSG00000124596","cluster2"
"9097","ENSG00000138190","cluster2"
"9098","ENSG00000198924","cluster2"
"9099","ENSG00000185515","cluster2"
"9100","ENSG00000147533","cluster2"
"9101","ENSG00000198042","cluster2"
"9102","ENSG00000066629","cluster2"
"9103","ENSG00000155545","cluster2"
"9104","ENSG00000181450","cluster2"
"9105","ENSG00000198919","cluster2"
"9106","ENSG00000014123","cluster2"
"9107","ENSG00000142892","cluster2"
"9108","ENSG00000139684","cluster2"
"9109","ENSG00000130150","cluster2"
"9110","ENSG00000157181","cluster2"
"9111","ENSG00000152193","cluster2"
"9112","ENSG00000163412","cluster2"
"9113","ENSG00000137876","cluster2"
"9114","ENSG00000088970","cluster2"
"9115","ENSG00000009844","cluster2"
"9116","ENSG00000120686","cluster2"
"9117","ENSG00000061794","cluster2"
"9118","ENSG00000182287","cluster2"
"9119","ENSG00000113583","cluster2"
"9120","ENSG00000188725","cluster2"
"9121","ENSG00000111247","cluster2"
"9122","ENSG00000164114","cluster2"
"9123","ENSG00000152382","cluster2"
"9124","ENSG00000136146","cluster2"
"9125","ENSG00000083544","cluster2"
"9126","ENSG00000259522","cluster2"
"9127","ENSG00000224189","cluster2"
"9128","ENSG00000165152","cluster2"
"9129","ENSG00000073464","cluster2"
"9130","ENSG00000079156","cluster2"
"9131","ENSG00000241560","cluster2"
"9132","ENSG00000134245","cluster2"
"9133","ENSG00000144161","cluster2"
"9134","ENSG00000166788","cluster2"
"9135","ENSG00000047634","cluster2"
"9136","ENSG00000056277","cluster2"
"9137","ENSG00000106610","cluster2"
"9138","ENSG00000124380","cluster2"
"9139","ENSG00000196290","cluster2"
"9140","ENSG00000129518","cluster2"
"9141","ENSG00000107789","cluster2"
"9142","ENSG00000215190","cluster2"
"9143","ENSG00000058799","cluster2"
"9144","ENSG00000089123","cluster2"
"9145","ENSG00000085840","cluster2"
"9146","ENSG00000235109","cluster2"
"9147","ENSG00000065154","cluster2"
"9148","ENSG00000165512","cluster2"
"9149","ENSG00000180787","cluster2"
"9150","ENSG00000100632","cluster2"
"9151","ENSG00000183562","cluster2"
"9152","ENSG00000164815","cluster2"
"9153","ENSG00000179941","cluster2"
"9154","ENSG00000147669","cluster2"
"9155","ENSG00000065518","cluster2"
"9156","ENSG00000115128","cluster2"
"9157","ENSG00000279342","cluster2"
"9158","ENSG00000219545","cluster2"
"9159","ENSG00000086300","cluster2"
"9160","ENSG00000240891","cluster2"
"9161","ENSG00000144827","cluster2"
"9162","ENSG00000285943","cluster2"
"9163","ENSG00000040275","cluster2"
"9164","ENSG00000221886","cluster2"
"9165","ENSG00000072571","cluster2"
"9166","ENSG00000258790","cluster2"
"9167","ENSG00000106804","cluster2"
"9168","ENSG00000114670","cluster2"
"9169","ENSG00000109680","cluster2"
"9170","ENSG00000237765","cluster2"
"9171","ENSG00000162694","cluster2"
"9172","ENSG00000174842","cluster2"
"9173","ENSG00000140463","cluster2"
"9174","ENSG00000137944","cluster2"
"9175","ENSG00000136738","cluster2"
"9176","ENSG00000179021","cluster2"
"9177","ENSG00000132313","cluster2"
"9178","ENSG00000147419","cluster2"
"9179","ENSG00000278845","cluster2"
"9180","ENSG00000185305","cluster2"
"9181","ENSG00000163818","cluster2"
"9182","ENSG00000131013","cluster2"
"9183","ENSG00000177879","cluster2"
"9184","ENSG00000131725","cluster2"
"9185","ENSG00000174405","cluster2"
"9186","ENSG00000176018","cluster2"
"9187","ENSG00000203965","cluster2"
"9188","ENSG00000181544","cluster2"
"9189","ENSG00000280385","cluster2"
"9190","ENSG00000113966","cluster2"
"9191","ENSG00000163743","cluster2"
"9192","ENSG00000127989","cluster2"
"9193","ENSG00000133678","cluster2"
"9194","ENSG00000173145","cluster2"
"9195","ENSG00000188394","cluster2"
"9196","ENSG00000198838","cluster2"
"9197","ENSG00000039139","cluster2"
"9198","ENSG00000103034","cluster2"
"9199","ENSG00000142149","cluster2"
"9200","ENSG00000092096","cluster2"
"9201","ENSG00000183943","cluster2"
"9202","ENSG00000034053","cluster2"
"9203","ENSG00000164904","cluster2"
"9204","ENSG00000131089","cluster2"
"9205","ENSG00000196562","cluster2"
"9206","ENSG00000006756","cluster2"
"9207","ENSG00000153885","cluster2"
"9208","ENSG00000157617","cluster2"
"9209","ENSG00000107338","cluster2"
"9210","ENSG00000106829","cluster2"
"9211","ENSG00000145284","cluster2"
"9212","ENSG00000154359","cluster2"
"9213","ENSG00000197852","cluster2"
"9214","ENSG00000196440","cluster2"
"9215","ENSG00000135835","cluster2"
"9216","ENSG00000213903","cluster2"
"9217","ENSG00000226419","cluster2"
"9218","ENSG00000168916","cluster2"
"9219","ENSG00000182752","cluster2"
"9220","ENSG00000184304","cluster2"
"9221","ENSG00000155893","cluster2"
"9222","ENSG00000174891","cluster2"
"9223","ENSG00000113838","cluster2"
"9224","ENSG00000121542","cluster2"
"9225","ENSG00000260261","cluster2"
"9226","ENSG00000073711","cluster2"
"9227","ENSG00000169255","cluster2"
"9228","ENSG00000127863","cluster2"
"9229","ENSG00000154127","cluster2"
"9230","ENSG00000103942","cluster2"
"9231","ENSG00000196220","cluster2"
"9232","ENSG00000159079","cluster2"
"9233","ENSG00000265590","cluster2"
"9234","ENSG00000130584","cluster2"
"9235","ENSG00000132535","cluster2"
"9236","ENSG00000168785","cluster2"
"9237","ENSG00000125398","cluster2"
"9238","ENSG00000198929","cluster2"
"9239","ENSG00000239887","cluster2"
"9240","ENSG00000154153","cluster2"
"9241","ENSG00000053524","cluster2"
"9242","ENSG00000183496","cluster2"
"9243","ENSG00000099284","cluster2"
"9244","ENSG00000179241","cluster2"
"9245","ENSG00000157890","cluster2"
"9246","ENSG00000197753","cluster2"
"9247","ENSG00000145293","cluster2"
"9248","ENSG00000170448","cluster2"
"9249","ENSG00000109466","cluster2"
"9250","ENSG00000185238","cluster2"
"9251","ENSG00000163249","cluster2"
"9252","ENSG00000144401","cluster2"
"9253","ENSG00000176809","cluster2"
"9254","ENSG00000280046","cluster2"
"9255","ENSG00000103351","cluster2"
"9256","ENSG00000196275","cluster2"
"9257","ENSG00000133740","cluster2"
"9258","ENSG00000104472","cluster2"
"9259","ENSG00000165487","cluster2"
"9260","ENSG00000132964","cluster2"
"9261","ENSG00000145979","cluster2"
"9262","ENSG00000124523","cluster2"
"9263","ENSG00000111911","cluster2"
"9264","ENSG00000135297","cluster2"
"9265","ENSG00000155906","cluster2"
"9266","ENSG00000083123","cluster2"
"9267","ENSG00000204576","cluster2"
"9268","ENSG00000089050","cluster2"
"9269","ENSG00000173588","cluster2"
"9270","ENSG00000111224","cluster2"
"9271","ENSG00000151748","cluster2"
"9272","ENSG00000119616","cluster2"
"9273","ENSG00000168118","cluster2"
"9274","ENSG00000121486","cluster2"
"9275","ENSG00000117475","cluster2"
"9276","ENSG00000048544","cluster2"
"9277","ENSG00000133393","cluster2"
"9278","ENSG00000279765","cluster2"
"9279","ENSG00000170946","cluster2"
"9280","ENSG00000239213","cluster2"
"9281","ENSG00000108666","cluster2"
"9282","ENSG00000087299","cluster2"
"9283","ENSG00000198270","cluster2"
"9284","ENSG00000101624","cluster2"
"9285","ENSG00000196459","cluster2"
"9286","ENSG00000120334","cluster2"
"9287","ENSG00000182512","cluster2"
"9288","ENSG00000171792","cluster2"
"9289","ENSG00000167562","cluster2"
"9290","ENSG00000268516","cluster2"
"9291","ENSG00000196214","cluster2"
"9292","ENSG00000186230","cluster2"
"9293","ENSG00000186272","cluster2"
"9294","ENSG00000131115","cluster2"
"9295","ENSG00000124459","cluster2"
"9296","ENSG00000131845","cluster2"
"9297","ENSG00000178229","cluster2"
"9298","ENSG00000188732","cluster2"
"9299","ENSG00000196646","cluster2"
"9300","ENSG00000198551","cluster2"
"9301","ENSG00000146243","cluster2"
"9302","ENSG00000231889","cluster2"
"9303","ENSG00000256771","cluster2"
"9304","ENSG00000197020","cluster2"
"9305","ENSG00000279425","cluster2"
"9306","ENSG00000183137","cluster2"
"9307","ENSG00000111875","cluster2"
"9308","ENSG00000279170","cluster2"
"9309","ENSG00000139974","cluster2"
"9310","ENSG00000138380","cluster2"
"9311","ENSG00000103494","cluster2"
"9312","ENSG00000184517","cluster2"
"9313","ENSG00000187607","cluster2"
"9314","ENSG00000135069","cluster2"
"9315","ENSG00000071539","cluster2"
"9316","ENSG00000285077","cluster2"
"9317","ENSG00000187951","cluster2"
"9318","ENSG00000120437","cluster2"
"9319","ENSG00000087586","cluster2"
"9320","ENSG00000006634","cluster2"
"9321","ENSG00000175063","cluster2"
"9322","ENSG00000117650","cluster2"
"9323","ENSG00000196584","cluster2"
"9324","ENSG00000118513","cluster2"
"9325","ENSG00000267374","cluster2"
"9326","ENSG00000196557","cluster2"
"9327","ENSG00000225138","cluster2"
"9328","ENSG00000066230","cluster2"
"9329","ENSG00000007516","cluster2"
"9330","ENSG00000179314","cluster2"
"9331","ENSG00000154319","cluster2"
"9332","ENSG00000141655","cluster2"
"9333","ENSG00000184497","cluster2"
"9334","ENSG00000180730","cluster2"
"9335","ENSG00000099953","cluster2"
"9336","ENSG00000139722","cluster2"
"9337","ENSG00000136718","cluster2"
"9338","ENSG00000114993","cluster2"
"9339","ENSG00000243678","cluster2"
"9340","ENSG00000183010","cluster2"
"9341","ENSG00000154217","cluster2"
"9342","ENSG00000171914","cluster2"
"9343","ENSG00000242125","cluster2"
"9344","ENSG00000183077","cluster2"
"9345","ENSG00000134508","cluster2"
"9346","ENSG00000143458","cluster2"
"9347","ENSG00000143409","cluster2"
"9348","ENSG00000285410","cluster2"
"9349","ENSG00000180979","cluster2"
"9350","ENSG00000166855","cluster2"
"9351","ENSG00000090470","cluster2"
"9352","ENSG00000112576","cluster2"
"9353","ENSG00000108439","cluster2"
"9354","ENSG00000169682","cluster2"
"9355","ENSG00000135124","cluster2"
"9356","ENSG00000164713","cluster2"
"9357","ENSG00000140320","cluster2"
"9358","ENSG00000104142","cluster2"
"9359","ENSG00000101181","cluster2"
"9360","ENSG00000131043","cluster2"
"9361","ENSG00000197818","cluster2"
"9362","ENSG00000172831","cluster2"
"9363","ENSG00000268350","cluster2"
"9364","ENSG00000179304","cluster2"
"9365","ENSG00000157693","cluster2"
"9366","ENSG00000015532","cluster2"
"9367","ENSG00000163870","cluster2"
"9368","ENSG00000108963","cluster2"
"9369","ENSG00000132376","cluster2"
"9370","ENSG00000129255","cluster2"
"9371","ENSG00000141480","cluster2"
"9372","ENSG00000132522","cluster2"
"9373","ENSG00000170291","cluster2"
"9374","ENSG00000102125","cluster2"
"9375","ENSG00000071889","cluster2"
"9376","ENSG00000071859","cluster2"
"9377","ENSG00000102178","cluster2"
"9378","ENSG00000186376","cluster2"
"9379","ENSG00000160211","cluster2"
"9380","ENSG00000133805","cluster2"
"9381","ENSG00000185989","cluster2"
"9382","ENSG00000134575","cluster2"
"9383","ENSG00000144591","cluster2"
"9384","ENSG00000023330","cluster2"
"9385","ENSG00000114745","cluster2"
"9386","ENSG00000154767","cluster2"
"9387","ENSG00000163719","cluster2"
"9388","ENSG00000139190","cluster2"
"9389","ENSG00000102882","cluster2"
"9390","ENSG00000103507","cluster2"
"9391","ENSG00000149932","cluster2"
"9392","ENSG00000156858","cluster2"
"9393","ENSG00000090238","cluster2"
"9394","ENSG00000122042","cluster2"
"9395","ENSG00000158467","cluster2"
"9396","ENSG00000105612","cluster2"
"9397","ENSG00000243646","cluster2"
"9398","ENSG00000198964","cluster2"
"9399","ENSG00000115459","cluster2"
"9400","ENSG00000042445","cluster2"
"9401","ENSG00000213599","cluster2"
"9402","ENSG00000260280","cluster2"
"9403","ENSG00000204859","cluster2"
"9404","ENSG00000116809","cluster2"
"9405","ENSG00000169733","cluster2"
"9406","ENSG00000109065","cluster2"
"9407","ENSG00000161395","cluster2"
"9408","ENSG00000090581","cluster2"
"9409","ENSG00000103245","cluster2"
"9410","ENSG00000103266","cluster2"
"9411","ENSG00000162066","cluster2"
"9412","ENSG00000157353","cluster2"
"9413","ENSG00000185507","cluster2"
"9414","ENSG00000110047","cluster2"
"9415","ENSG00000214063","cluster2"
"9416","ENSG00000089639","cluster2"
"9417","ENSG00000106683","cluster2"
"9418","ENSG00000123144","cluster2"
"9419","ENSG00000037757","cluster2"
"9420","ENSG00000116514","cluster2"
"9421","ENSG00000137824","cluster2"
"9422","ENSG00000197114","cluster2"
"9423","ENSG00000148296","cluster2"
"9424","ENSG00000162783","cluster2"
"9425","ENSG00000125520","cluster2"
"9426","ENSG00000105245","cluster2"
"9427","ENSG00000236438","cluster2"
"9428","ENSG00000160194","cluster2"
"9429","ENSG00000125741","cluster2"
"9430","ENSG00000279738","cluster2"
"9431","ENSG00000279133","cluster2"
"9432","ENSG00000240053","cluster2"
"9433","ENSG00000228049","cluster2"
"9434","ENSG00000185813","cluster2"
"9435","ENSG00000110011","cluster2"
"9436","ENSG00000167566","cluster2"
"9437","ENSG00000100034","cluster2"
"9438","ENSG00000054611","cluster2"
"9439","ENSG00000100284","cluster2"
"9440","ENSG00000100075","cluster2"
"9441","ENSG00000093010","cluster2"
"9442","ENSG00000183597","cluster2"
"9443","ENSG00000184470","cluster2"
"9444","ENSG00000131069","cluster2"
"9445","ENSG00000106348","cluster2"
"9446","ENSG00000020129","cluster2"
"9447","ENSG00000181523","cluster2"
"9448","ENSG00000181045","cluster2"
"9449","ENSG00000125266","cluster2"
"9450","ENSG00000133028","cluster2"
"9451","ENSG00000081087","cluster2"
"9452","ENSG00000123728","cluster2"
"9453","ENSG00000185127","cluster2"
"9454","ENSG00000168282","cluster2"
"9455","ENSG00000134285","cluster2"
"9456","ENSG00000168646","cluster2"
"9457","ENSG00000105135","cluster2"
"9458","ENSG00000162729","cluster2"
"9459","ENSG00000157870","cluster2"
"9460","ENSG00000181638","cluster2"
"9461","ENSG00000104522","cluster2"
"9462","ENSG00000014164","cluster2"
"9463","ENSG00000279605","cluster2"
"9464","ENSG00000282164","cluster2"
"9465","ENSG00000179886","cluster2"
"9466","ENSG00000126254","cluster2"
"9467","ENSG00000185803","cluster2"
"9468","ENSG00000235173","cluster2"
"9469","ENSG00000169689","cluster2"
"9470","ENSG00000141552","cluster2"
"9471","ENSG00000175756","cluster2"
"9472","ENSG00000169738","cluster2"
"9473","ENSG00000148334","cluster2"
"9474","ENSG00000132768","cluster2"
"9475","ENSG00000117395","cluster2"
"9476","ENSG00000160767","cluster2"
"9477","ENSG00000160214","cluster2"
"9478","ENSG00000160193","cluster2"
"9479","ENSG00000129347","cluster2"
"9480","ENSG00000130299","cluster2"
"9481","ENSG00000104907","cluster2"
"9482","ENSG00000130159","cluster2"
"9483","ENSG00000130810","cluster2"
"9484","ENSG00000167900","cluster2"
"9485","ENSG00000183048","cluster2"
"9486","ENSG00000102878","cluster2"
"9487","ENSG00000140939","cluster2"
"9488","ENSG00000188707","cluster2"
"9489","ENSG00000166965","cluster2"
"9490","ENSG00000198890","cluster2"
"9491","ENSG00000087995","cluster2"
"9492","ENSG00000175376","cluster2"
"9493","ENSG00000177383","cluster2"
"9494","ENSG00000102302","cluster2"
"9495","ENSG00000183161","cluster2"
"9496","ENSG00000169084","cluster2"
"9497","ENSG00000107140","cluster2"
"9498","ENSG00000107175","cluster2"
"9499","ENSG00000149474","cluster2"
"9500","ENSG00000125846","cluster2"
"9501","ENSG00000143862","cluster2"
"9502","ENSG00000143674","cluster2"
"9503","ENSG00000221838","cluster2"
"9504","ENSG00000198816","cluster2"
"9505","ENSG00000111678","cluster2"
"9506","ENSG00000248333","cluster2"
"9507","ENSG00000242485","cluster2"
"9508","ENSG00000131591","cluster2"
"9509","ENSG00000097021","cluster2"
"9510","ENSG00000173599","cluster2"
"9511","ENSG00000105556","cluster2"
"9512","ENSG00000104980","cluster2"
"9513","ENSG00000105229","cluster2"
"9514","ENSG00000063176","cluster2"
"9515","ENSG00000142459","cluster2"
"9516","ENSG00000011132","cluster2"
"9517","ENSG00000119559","cluster2"
"9518","ENSG00000115286","cluster2"
"9519","ENSG00000070423","cluster2"
"9520","ENSG00000130734","cluster2"
"9521","ENSG00000141873","cluster2"
"9522","ENSG00000141994","cluster2"
"9523","ENSG00000177542","cluster2"
"9524","ENSG00000174775","cluster2"
"9525","ENSG00000139579","cluster2"
"9526","ENSG00000139266","cluster2"
"9527","ENSG00000168005","cluster2"
"9528","ENSG00000176973","cluster2"
"9529","ENSG00000173264","cluster2"
"9530","ENSG00000185262","cluster2"
"9531","ENSG00000149809","cluster2"
"9532","ENSG00000173511","cluster2"
"9533","ENSG00000134780","cluster2"
"9534","ENSG00000063854","cluster2"
"9535","ENSG00000067836","cluster2"
"9536","ENSG00000131652","cluster2"
"9537","ENSG00000167965","cluster2"
"9538","ENSG00000162032","cluster2"
"9539","ENSG00000196465","cluster2"
"9540","ENSG00000207389","cluster2"
"9541","ENSG00000207005","cluster2"
"9542","ENSG00000184436","cluster2"
"9543","ENSG00000100056","cluster2"
"9544","ENSG00000173272","cluster2"
"9545","ENSG00000167536","cluster2"
"9546","ENSG00000127399","cluster2"
"9547","ENSG00000078814","cluster2"
"9548","ENSG00000100058","cluster2"
"9549","ENSG00000281207","cluster2"
"9550","ENSG00000099999","cluster2"
"9551","ENSG00000187792","cluster2"
"9552","ENSG00000237037","cluster2"
"9553","ENSG00000116525","cluster2"
"9554","ENSG00000223768","cluster2"
"9555","ENSG00000198171","cluster2"
"9556","ENSG00000125843","cluster2"
"9557","ENSG00000132005","cluster2"
"9558","ENSG00000143224","cluster2"
"9559","ENSG00000117242","cluster2"
"9560","ENSG00000240230","cluster2"
"9561","ENSG00000002822","cluster2"
"9562","ENSG00000214706","cluster2"
"9563","ENSG00000261221","cluster2"
"9564","ENSG00000170892","cluster2"
"9565","ENSG00000133265","cluster2"
"9566","ENSG00000142409","cluster2"
"9567","ENSG00000172613","cluster2"
"9568","ENSG00000179611","cluster2"
"9569","ENSG00000149541","cluster2"
"9570","ENSG00000176946","cluster2"
"9571","ENSG00000213339","cluster2"
"9572","ENSG00000084092","cluster2"
"9573","ENSG00000233476","cluster2"
"9574","ENSG00000087269","cluster2"
"9575","ENSG00000173011","cluster2"
"9576","ENSG00000155275","cluster2"
"9577","ENSG00000204227","cluster2"
"9578","ENSG00000204348","cluster2"
"9579","ENSG00000204599","cluster2"
"9580","ENSG00000227057","cluster2"
"9581","ENSG00000108826","cluster2"
"9582","ENSG00000139531","cluster2"
"9583","ENSG00000214253","cluster2"
"9584","ENSG00000146826","cluster2"
"9585","ENSG00000173171","cluster2"
"9586","ENSG00000135632","cluster2"
"9587","ENSG00000254901","cluster2"
"9588","ENSG00000105875","cluster2"
"9589","ENSG00000105656","cluster2"
"9590","ENSG00000106266","cluster2"
"9591","ENSG00000142546","cluster2"
"9592","ENSG00000087088","cluster2"
"9593","ENSG00000130313","cluster2"
"9594","ENSG00000204439","cluster2"
"9595","ENSG00000174165","cluster2"
"9596","ENSG00000170619","cluster2"
"9597","ENSG00000273599","cluster2"
"9598","ENSG00000279382","cluster2"
"9599","ENSG00000243679","cluster2"
"9600","ENSG00000158717","cluster2"
"9601","ENSG00000091073","cluster2"
"9602","ENSG00000141569","cluster2"
"9603","ENSG00000288473","cluster2"
"9604","ENSG00000156381","cluster2"
"9605","ENSG00000173818","cluster2"
"9606","ENSG00000179943","cluster2"
"9607","ENSG00000173653","cluster2"
"9608","ENSG00000083838","cluster2"
"9609","ENSG00000260267","cluster2"
"9610","ENSG00000169955","cluster2"
"9611","ENSG00000140854","cluster2"
"9612","ENSG00000100711","cluster2"
"9613","ENSG00000166166","cluster2"
"9614","ENSG00000252481","cluster2"
"9615","ENSG00000213347","cluster2"
"9616","ENSG00000010361","cluster2"
"9617","ENSG00000251158","cluster2"
"9618","ENSG00000288349","cluster2"
"9619","ENSG00000250138","cluster2"
"9620","ENSG00000185633","cluster2"
"9621","ENSG00000231881","cluster2"
"9622","ENSG00000179104","cluster2"
"9623","ENSG00000102554","cluster2"
"9624","ENSG00000151229","cluster2"
"9625","ENSG00000125968","cluster2"
"9626","ENSG00000117318","cluster2"
"9627","ENSG00000165816","cluster2"
"9628","ENSG00000164078","cluster2"
"9629","ENSG00000127084","cluster2"
"9630","ENSG00000205560","cluster2"
"9631","ENSG00000151376","cluster2"
"9632","ENSG00000161642","cluster2"
"9633","ENSG00000028277","cluster2"
"9634","ENSG00000187266","cluster2"
"9635","ENSG00000163545","cluster2"
"9636","ENSG00000112561","cluster2"
"9637","ENSG00000159713","cluster2"
"9638","ENSG00000100033","cluster2"
"9639","ENSG00000144115","cluster2"
"9640","ENSG00000141738","cluster2"
"9641","ENSG00000167608","cluster2"
"9642","ENSG00000131941","cluster2"
"9643","ENSG00000119411","cluster2"
"9644","ENSG00000129354","cluster2"
"9645","ENSG00000181885","cluster2"
"9646","ENSG00000132698","cluster2"
"9647","ENSG00000183421","cluster2"
"9648","ENSG00000167767","cluster2"
"9649","ENSG00000188522","cluster2"
"9650","ENSG00000162817","cluster2"
"9651","ENSG00000125850","cluster2"
"9652","ENSG00000272078","cluster2"
"9653","ENSG00000133985","cluster2"
"9654","ENSG00000104369","cluster2"
"9655","ENSG00000235162","cluster2"
"9656","ENSG00000187840","cluster2"
"9657","ENSG00000184979","cluster2"
"9658","ENSG00000162772","cluster2"
"9659","ENSG00000072201","cluster2"
"9660","ENSG00000110693","cluster2"
"9661","ENSG00000188818","cluster2"
"9662","ENSG00000206077","cluster2"
"9663","ENSG00000233974","cluster2"
"9664","ENSG00000164237","cluster2"
"9665","ENSG00000171121","cluster2"
"9666","ENSG00000205485","cluster2"
"9667","ENSG00000132003","cluster2"
"9668","ENSG00000170260","cluster2"
"9669","ENSG00000285793","cluster2"
"9670","ENSG00000176022","cluster2"
"9671","ENSG00000167508","cluster2"
"9672","ENSG00000140691","cluster2"
"9673","ENSG00000007376","cluster2"
"9674","ENSG00000168101","cluster2"
"9675","ENSG00000153443","cluster2"
"9676","ENSG00000085644","cluster2"
"9677","ENSG00000099385","cluster2"
"9678","ENSG00000187609","cluster2"
"9679","ENSG00000176058","cluster2"
"9680","ENSG00000284976","cluster2"
"9681","ENSG00000185347","cluster2"
"9682","ENSG00000130758","cluster2"
"9683","ENSG00000128185","cluster2"
"9684","ENSG00000187051","cluster2"
