"","GeneID","Cluster"
"38271","ENSG00000259557","cluster6"
"38272","ENSG00000224948","cluster6"
"38273","ENSG00000254183","cluster6"
"38274","ENSG00000226594","cluster6"
"38275","ENSG00000249272","cluster6"
"38276","ENSG00000206741","cluster6"
"38277","ENSG00000105954","cluster6"
"38278","ENSG00000252619","cluster6"
"38279","ENSG00000243844","cluster6"
"38280","ENSG00000253179","cluster6"
"38281","ENSG00000276185","cluster6"
"38282","ENSG00000199515","cluster6"
"38283","ENSG00000227260","cluster6"
"38284","ENSG00000198983","cluster6"
"38285","ENSG00000201723","cluster6"
"38286","ENSG00000240652","cluster6"
"38287","ENSG00000268475","cluster6"
"38288","ENSG00000252526","cluster6"
"38289","ENSG00000243779","cluster6"
"38290","ENSG00000236691","cluster6"
"38291","ENSG00000277994","cluster6"
"38292","ENSG00000277063","cluster6"
"38293","ENSG00000265303","cluster6"
"38294","ENSG00000222126","cluster6"
"38295","ENSG00000226442","cluster6"
"38296","ENSG00000222232","cluster6"
"38297","ENSG00000263602","cluster6"
"38298","ENSG00000252103","cluster6"
"38299","ENSG00000237629","cluster6"
"38300","ENSG00000172457","cluster6"
"38301","ENSG00000223948","cluster6"
"38302","ENSG00000255829","cluster6"
"38303","ENSG00000241088","cluster6"
"38304","ENSG00000249563","cluster6"
"38305","ENSG00000253053","cluster6"
"38306","ENSG00000227104","cluster6"
"38307","ENSG00000242209","cluster6"
"38308","ENSG00000242169","cluster6"
"38309","ENSG00000260344","cluster6"
"38310","ENSG00000201938","cluster6"
"38311","ENSG00000231293","cluster6"
"38312","ENSG00000271498","cluster6"
"38313","ENSG00000249081","cluster6"
"38314","ENSG00000207210","cluster6"
"38315","ENSG00000226868","cluster6"
"38316","ENSG00000280451","cluster6"
"38317","ENSG00000279284","cluster6"
"38318","ENSG00000183566","cluster6"
"38319","ENSG00000262366","cluster6"
"38320","ENSG00000234117","cluster6"
"38321","ENSG00000271355","cluster6"
"38322","ENSG00000234620","cluster6"
"38323","ENSG00000231392","cluster6"
"38324","ENSG00000225657","cluster6"
"38325","ENSG00000226420","cluster6"
"38326","ENSG00000200112","cluster6"
"38327","ENSG00000234564","cluster6"
"38328","ENSG00000254626","cluster6"
"38329","ENSG00000238628","cluster6"
"38330","ENSG00000157093","cluster6"
"38331","ENSG00000230867","cluster6"
"38332","ENSG00000179751","cluster6"
"38333","ENSG00000265935","cluster6"
"38334","ENSG00000235550","cluster6"
"38335","ENSG00000223595","cluster6"
"38336","ENSG00000261261","cluster6"
"38337","ENSG00000226804","cluster6"
"38338","ENSG00000232676","cluster6"
"38339","ENSG00000234677","cluster6"
"38340","ENSG00000256963","cluster6"
"38341","ENSG00000283356","cluster6"
"38342","ENSG00000249998","cluster6"
"38343","ENSG00000233379","cluster6"
"38344","ENSG00000267685","cluster6"
"38345","ENSG00000230908","cluster6"
"38346","ENSG00000236396","cluster6"
"38347","ENSG00000252013","cluster6"
"38348","ENSG00000254434","cluster6"
"38349","ENSG00000238040","cluster6"
"38350","ENSG00000169154","cluster6"
"38351","ENSG00000285880","cluster6"
"38352","ENSG00000258990","cluster6"
"38353","ENSG00000279847","cluster6"
"38354","ENSG00000237251","cluster6"
"38355","ENSG00000254103","cluster6"
"38356","ENSG00000229360","cluster6"
"38357","ENSG00000282881","cluster6"
"38358","ENSG00000270321","cluster6"
"38359","ENSG00000179695","cluster6"
"38360","ENSG00000248532","cluster6"
"38361","ENSG00000271287","cluster6"
"38362","ENSG00000287876","cluster6"
"38363","ENSG00000250834","cluster6"
"38364","ENSG00000275969","cluster6"
"38365","ENSG00000204849","cluster6"
"38366","ENSG00000185775","cluster6"
"38367","ENSG00000188425","cluster6"
"38368","ENSG00000222028","cluster6"
"38369","ENSG00000261501","cluster6"
"38370","ENSG00000225337","cluster6"
"38371","ENSG00000224049","cluster6"
"38372","ENSG00000259252","cluster6"
"38373","ENSG00000251419","cluster6"
"38374","ENSG00000268988","cluster6"
"38375","ENSG00000227303","cluster6"
"38376","ENSG00000226064","cluster6"
"38377","ENSG00000199878","cluster6"
"38378","ENSG00000235539","cluster6"
"38379","ENSG00000213924","cluster6"
"38380","ENSG00000189252","cluster6"
"38381","ENSG00000249278","cluster6"
"38382","ENSG00000212479","cluster6"
"38383","ENSG00000223075","cluster6"
"38384","ENSG00000250484","cluster6"
"38385","ENSG00000251504","cluster6"
"38386","ENSG00000235274","cluster6"
"38387","ENSG00000258159","cluster6"
"38388","ENSG00000249553","cluster6"
"38389","ENSG00000271249","cluster6"
"38390","ENSG00000236414","cluster6"
"38391","ENSG00000221114","cluster6"
"38392","ENSG00000287391","cluster6"
"38393","ENSG00000168124","cluster6"
"38394","ENSG00000286049","cluster6"
"38395","ENSG00000257863","cluster6"
"38396","ENSG00000228683","cluster6"
"38397","ENSG00000253556","cluster6"
"38398","ENSG00000256994","cluster6"
"38399","ENSG00000278128","cluster6"
"38400","ENSG00000225166","cluster6"
"38401","ENSG00000233146","cluster6"
"38402","ENSG00000230390","cluster6"
"38403","ENSG00000106384","cluster6"
"38404","ENSG00000229654","cluster6"
"38405","ENSG00000287448","cluster6"
"38406","ENSG00000266479","cluster6"
"38407","ENSG00000265980","cluster6"
"38408","ENSG00000254832","cluster6"
"38409","ENSG00000255304","cluster6"
"38410","ENSG00000250706","cluster6"
"38411","ENSG00000241367","cluster6"
"38412","ENSG00000225107","cluster6"
"38413","ENSG00000253673","cluster6"
"38414","ENSG00000205126","cluster6"
"38415","ENSG00000237664","cluster6"
"38416","ENSG00000250600","cluster6"
"38417","ENSG00000271128","cluster6"
"38418","ENSG00000241097","cluster6"
"38419","ENSG00000215311","cluster6"
"38420","ENSG00000254889","cluster6"
"38421","ENSG00000266140","cluster6"
"38422","ENSG00000265617","cluster6"
"38423","ENSG00000252431","cluster6"
"38424","ENSG00000233335","cluster6"
"38425","ENSG00000273595","cluster6"
"38426","ENSG00000265944","cluster6"
"38427","ENSG00000258598","cluster6"
"38428","ENSG00000252031","cluster6"
"38429","ENSG00000276917","cluster6"
"38430","ENSG00000275390","cluster6"
"38431","ENSG00000239684","cluster6"
"38432","ENSG00000187103","cluster6"
"38433","ENSG00000270666","cluster6"
"38434","ENSG00000283420","cluster6"
"38435","ENSG00000226992","cluster6"
"38436","ENSG00000199739","cluster6"
"38437","ENSG00000164325","cluster6"
"38438","ENSG00000277830","cluster6"
"38439","ENSG00000257062","cluster6"
"38440","ENSG00000266009","cluster6"
"38441","ENSG00000284231","cluster6"
"38442","ENSG00000269483","cluster6"
"38443","ENSG00000228843","cluster6"
"38444","ENSG00000263468","cluster6"
"38445","ENSG00000283469","cluster6"
"38446","ENSG00000283853","cluster6"
"38447","ENSG00000275033","cluster6"
"38448","ENSG00000277468","cluster6"
"38449","ENSG00000274655","cluster6"
"38450","ENSG00000200150","cluster6"
"38451","ENSG00000259302","cluster6"
"38452","ENSG00000254690","cluster6"
"38453","ENSG00000268886","cluster6"
"38454","ENSG00000235042","cluster6"
"38455","ENSG00000207713","cluster6"
"38456","ENSG00000200291","cluster6"
"38457","ENSG00000263583","cluster6"
"38458","ENSG00000252977","cluster6"
"38459","ENSG00000201109","cluster6"
"38460","ENSG00000201898","cluster6"
"38461","ENSG00000202276","cluster6"
"38462","ENSG00000200262","cluster6"
"38463","ENSG00000184502","cluster6"
"38464","ENSG00000200436","cluster6"
"38465","ENSG00000222552","cluster6"
"38466","ENSG00000265005","cluster6"
"38467","ENSG00000223710","cluster6"
"38468","ENSG00000254890","cluster6"
"38469","ENSG00000252348","cluster6"
"38470","ENSG00000249305","cluster6"
"38471","ENSG00000266809","cluster6"
"38472","ENSG00000287366","cluster6"
"38473","ENSG00000276204","cluster6"
"38474","ENSG00000238584","cluster6"
"38475","ENSG00000287130","cluster6"
"38476","ENSG00000233910","cluster6"
"38477","ENSG00000253805","cluster6"
"38478","ENSG00000257057","cluster6"
"38479","ENSG00000277003","cluster6"
"38480","ENSG00000253612","cluster6"
"38481","ENSG00000222414","cluster6"
"38482","ENSG00000233648","cluster6"
"38483","ENSG00000273721","cluster6"
"38484","ENSG00000196570","cluster6"
"38485","ENSG00000263783","cluster6"
"38486","ENSG00000252957","cluster6"
"38487","ENSG00000201498","cluster6"
"38488","ENSG00000270395","cluster6"
"38489","ENSG00000265390","cluster6"
"38490","ENSG00000212380","cluster6"
"38491","ENSG00000201407","cluster6"
"38492","ENSG00000199217","cluster6"
"38493","ENSG00000241673","cluster6"
"38494","ENSG00000231668","cluster6"
"38495","ENSG00000253109","cluster6"
"38496","ENSG00000258906","cluster6"
"38497","ENSG00000237090","cluster6"
"38498","ENSG00000227764","cluster6"
"38499","ENSG00000261209","cluster6"
"38500","ENSG00000274937","cluster6"
"38501","ENSG00000213770","cluster6"
"38502","ENSG00000254467","cluster6"
"38503","ENSG00000249610","cluster6"
"38504","ENSG00000261030","cluster6"
"38505","ENSG00000263698","cluster6"
"38506","ENSG00000232355","cluster6"
"38507","ENSG00000232746","cluster6"
"38508","ENSG00000223179","cluster6"
"38509","ENSG00000201529","cluster6"
"38510","ENSG00000285759","cluster6"
"38511","ENSG00000258816","cluster6"
"38512","ENSG00000229840","cluster6"
"38513","ENSG00000250762","cluster6"
"38514","ENSG00000278764","cluster6"
"38515","ENSG00000234152","cluster6"
"38516","ENSG00000230682","cluster6"
"38517","ENSG00000239030","cluster6"
"38518","ENSG00000235198","cluster6"
"38519","ENSG00000225979","cluster6"
"38520","ENSG00000238500","cluster6"
"38521","ENSG00000256875","cluster6"
"38522","ENSG00000251252","cluster6"
"38523","ENSG00000257813","cluster6"
"38524","ENSG00000258203","cluster6"
"38525","ENSG00000226595","cluster6"
"38526","ENSG00000261590","cluster6"
"38527","ENSG00000278657","cluster6"
"38528","ENSG00000249200","cluster6"
"38529","ENSG00000239532","cluster6"
"38530","ENSG00000233173","cluster6"
"38531","ENSG00000233359","cluster6"
"38532","ENSG00000279104","cluster6"
"38533","ENSG00000248704","cluster6"
"38534","ENSG00000234700","cluster6"
"38535","ENSG00000236312","cluster6"
"38536","ENSG00000268717","cluster6"
"38537","ENSG00000268830","cluster6"
"38538","ENSG00000270947","cluster6"
"38539","ENSG00000232835","cluster6"
"38540","ENSG00000262267","cluster6"
"38541","ENSG00000251048","cluster6"
"38542","ENSG00000232971","cluster6"
"38543","ENSG00000251477","cluster6"
"38544","ENSG00000261313","cluster6"
"38545","ENSG00000118903","cluster6"
"38546","ENSG00000276828","cluster6"
"38547","ENSG00000241280","cluster6"
"38548","ENSG00000284240","cluster6"
"38549","ENSG00000242320","cluster6"
"38550","ENSG00000275337","cluster6"
"38551","ENSG00000234736","cluster6"
"38552","ENSG00000254475","cluster6"
"38553","ENSG00000260976","cluster6"
"38554","ENSG00000262107","cluster6"
"38555","ENSG00000287331","cluster6"
"38556","ENSG00000257668","cluster6"
"38557","ENSG00000221033","cluster6"
"38558","ENSG00000225787","cluster6"
"38559","ENSG00000255226","cluster6"
"38560","ENSG00000253951","cluster6"
"38561","ENSG00000241042","cluster6"
"38562","ENSG00000206705","cluster6"
"38563","ENSG00000242423","cluster6"
"38564","ENSG00000221996","cluster6"
"38565","ENSG00000172362","cluster6"
"38566","ENSG00000269460","cluster6"
"38567","ENSG00000233309","cluster6"
"38568","ENSG00000263015","cluster6"
"38569","ENSG00000224881","cluster6"
"38570","ENSG00000253879","cluster6"
"38571","ENSG00000254150","cluster6"
"38572","ENSG00000223808","cluster6"
"38573","ENSG00000211798","cluster6"
"38574","ENSG00000232908","cluster6"
"38575","ENSG00000287300","cluster6"
"38576","ENSG00000280350","cluster6"
"38577","ENSG00000214381","cluster6"
"38578","ENSG00000267241","cluster6"
"38579","ENSG00000258785","cluster6"
"38580","ENSG00000252041","cluster6"
"38581","ENSG00000228944","cluster6"
"38582","ENSG00000258133","cluster6"
"38583","ENSG00000223620","cluster6"
"38584","ENSG00000248853","cluster6"
"38585","ENSG00000224778","cluster6"
"38586","ENSG00000231358","cluster6"
"38587","ENSG00000235500","cluster6"
"38588","ENSG00000226250","cluster6"
"38589","ENSG00000248431","cluster6"
"38590","ENSG00000235857","cluster6"
"38591","ENSG00000251135","cluster6"
"38592","ENSG00000286251","cluster6"
"38593","ENSG00000231714","cluster6"
"38594","ENSG00000225027","cluster6"
"38595","ENSG00000206788","cluster6"
"38596","ENSG00000228527","cluster6"
"38597","ENSG00000252138","cluster6"
"38598","ENSG00000226273","cluster6"
"38599","ENSG00000287438","cluster6"
"38600","ENSG00000254562","cluster6"
"38601","ENSG00000271399","cluster6"
"38602","ENSG00000258357","cluster6"
"38603","ENSG00000214326","cluster6"
"38604","ENSG00000233128","cluster6"
"38605","ENSG00000250332","cluster6"
"38606","ENSG00000232465","cluster6"
"38607","ENSG00000225785","cluster6"
"38608","ENSG00000259708","cluster6"
"38609","ENSG00000223440","cluster6"
"38610","ENSG00000223671","cluster6"
"38611","ENSG00000188373","cluster6"
"38612","ENSG00000273551","cluster6"
"38613","ENSG00000213210","cluster6"
"38614","ENSG00000202063","cluster6"
"38615","ENSG00000287682","cluster6"
"38616","ENSG00000229937","cluster6"
"38617","ENSG00000248980","cluster6"
"38618","ENSG00000229015","cluster6"
"38619","ENSG00000236961","cluster6"
"38620","ENSG00000242968","cluster6"
"38621","ENSG00000236607","cluster6"
"38622","ENSG00000213414","cluster6"
"38623","ENSG00000270920","cluster6"
"38624","ENSG00000212542","cluster6"
"38625","ENSG00000271629","cluster6"
"38626","ENSG00000201023","cluster6"
"38627","ENSG00000265064","cluster6"
"38628","ENSG00000218716","cluster6"
"38629","ENSG00000251958","cluster6"
"38630","ENSG00000254026","cluster6"
"38631","ENSG00000199584","cluster6"
"38632","ENSG00000226160","cluster6"
"38633","ENSG00000218198","cluster6"
"38634","ENSG00000267631","cluster6"
"38635","ENSG00000287635","cluster6"
"38636","ENSG00000234644","cluster6"
"38637","ENSG00000239821","cluster6"
"38638","ENSG00000225046","cluster6"
"38639","ENSG00000270680","cluster6"
"38640","ENSG00000236658","cluster6"
"38641","ENSG00000287036","cluster6"
"38642","ENSG00000240250","cluster6"
"38643","ENSG00000207505","cluster6"
"38644","ENSG00000264200","cluster6"
"38645","ENSG00000265859","cluster6"
"38646","ENSG00000207356","cluster6"
"38647","ENSG00000178654","cluster6"
"38648","ENSG00000287640","cluster6"
"38649","ENSG00000222375","cluster6"
"38650","ENSG00000265844","cluster6"
"38651","ENSG00000221977","cluster6"
"38652","ENSG00000188984","cluster6"
"38653","ENSG00000268529","cluster6"
"38654","ENSG00000223675","cluster6"
"38655","ENSG00000228546","cluster6"
"38656","ENSG00000229282","cluster6"
"38657","ENSG00000269055","cluster6"
"38658","ENSG00000258780","cluster6"
"38659","ENSG00000260762","cluster6"
"38660","ENSG00000225775","cluster6"
"38661","ENSG00000227555","cluster6"
"38662","ENSG00000259558","cluster6"
"38663","ENSG00000182415","cluster6"
"38664","ENSG00000129873","cluster6"
"38665","ENSG00000250868","cluster6"
"38666","ENSG00000244646","cluster6"
"38667","ENSG00000229465","cluster6"
"38668","ENSG00000229129","cluster6"
"38669","ENSG00000226611","cluster6"
"38670","ENSG00000226011","cluster6"
"38671","ENSG00000224033","cluster6"
"38672","ENSG00000229138","cluster6"
"38673","ENSG00000225895","cluster6"
"38674","ENSG00000224964","cluster6"
"38675","ENSG00000225609","cluster6"
"38676","ENSG00000231375","cluster6"
"38677","ENSG00000275905","cluster6"
"38678","ENSG00000229093","cluster6"
"38679","ENSG00000092067","cluster6"
"38680","ENSG00000271182","cluster6"
"38681","ENSG00000229862","cluster6"
"38682","ENSG00000287776","cluster6"
"38683","ENSG00000226046","cluster6"
"38684","ENSG00000226810","cluster6"
"38685","ENSG00000230987","cluster6"
"38686","ENSG00000229988","cluster6"
"38687","ENSG00000231900","cluster6"
"38688","ENSG00000189052","cluster6"
"38689","ENSG00000213030","cluster6"
"38690","ENSG00000233823","cluster6"
"38691","ENSG00000228541","cluster6"
"38692","ENSG00000259727","cluster6"
"38693","ENSG00000260395","cluster6"
"38694","ENSG00000261359","cluster6"
"38695","ENSG00000255533","cluster6"
"38696","ENSG00000122145","cluster6"
"38697","ENSG00000287556","cluster6"
"38698","ENSG00000287028","cluster6"
"38699","ENSG00000270202","cluster6"
"38700","ENSG00000252553","cluster6"
"38701","ENSG00000232212","cluster6"
"38702","ENSG00000194297","cluster6"
"38703","ENSG00000272112","cluster6"
"38704","ENSG00000229982","cluster6"
"38705","ENSG00000230520","cluster6"
"38706","ENSG00000229142","cluster6"
"38707","ENSG00000232370","cluster6"
"38708","ENSG00000229735","cluster6"
"38709","ENSG00000250405","cluster6"
"38710","ENSG00000285968","cluster6"
"38711","ENSG00000258616","cluster6"
"38712","ENSG00000241336","cluster6"
"38713","ENSG00000254391","cluster6"
"38714","ENSG00000224012","cluster6"
"38715","ENSG00000273569","cluster6"
"38716","ENSG00000253331","cluster6"
"38717","ENSG00000271679","cluster6"
"38718","ENSG00000258511","cluster6"
"38719","ENSG00000214641","cluster6"
"38720","ENSG00000216913","cluster6"
"38721","ENSG00000060303","cluster6"
"38722","ENSG00000237206","cluster6"
"38723","ENSG00000224294","cluster6"
"38724","ENSG00000257345","cluster6"
"38725","ENSG00000172146","cluster6"
"38726","ENSG00000241473","cluster6"
"38727","ENSG00000242066","cluster6"
"38728","ENSG00000201816","cluster6"
"38729","ENSG00000258901","cluster6"
"38730","ENSG00000279972","cluster6"
"38731","ENSG00000225765","cluster6"
"38732","ENSG00000253196","cluster6"
"38733","ENSG00000262296","cluster6"
"38734","ENSG00000226207","cluster6"
"38735","ENSG00000254007","cluster6"
"38736","ENSG00000240205","cluster6"
"38737","ENSG00000257726","cluster6"
"38738","ENSG00000257781","cluster6"
"38739","ENSG00000241656","cluster6"
"38740","ENSG00000267292","cluster6"
"38741","ENSG00000286973","cluster6"
"38742","ENSG00000188078","cluster6"
"38743","ENSG00000215339","cluster6"
"38744","ENSG00000257465","cluster6"
"38745","ENSG00000271117","cluster6"
"38746","ENSG00000262081","cluster6"
"38747","ENSG00000223497","cluster6"
"38748","ENSG00000237539","cluster6"
"38749","ENSG00000287904","cluster6"
"38750","ENSG00000214727","cluster6"
"38751","ENSG00000279444","cluster6"
"38752","ENSG00000179709","cluster6"
"38753","ENSG00000264084","cluster6"
"38754","ENSG00000229150","cluster6"
"38755","ENSG00000221251","cluster6"
"38756","ENSG00000214819","cluster6"
"38757","ENSG00000265227","cluster6"
"38758","ENSG00000275635","cluster6"
"38759","ENSG00000254569","cluster6"
"38760","ENSG00000286165","cluster6"
"38761","ENSG00000232497","cluster6"
"38762","ENSG00000178556","cluster6"
"38763","ENSG00000262008","cluster6"
"38764","ENSG00000285528","cluster6"
"38765","ENSG00000263932","cluster6"
"38766","ENSG00000258554","cluster6"
"38767","ENSG00000276643","cluster6"
"38768","ENSG00000269926","cluster6"
"38769","ENSG00000206960","cluster6"
"38770","ENSG00000259368","cluster6"
"38771","ENSG00000235828","cluster6"
"38772","ENSG00000255714","cluster6"
"38773","ENSG00000254037","cluster6"
"38774","ENSG00000274133","cluster6"
"38775","ENSG00000230418","cluster6"
"38776","ENSG00000233449","cluster6"
"38777","ENSG00000267598","cluster6"
"38778","ENSG00000226392","cluster6"
"38779","ENSG00000257155","cluster6"
"38780","ENSG00000226206","cluster6"
"38781","ENSG00000233277","cluster6"
"38782","ENSG00000234777","cluster6"
"38783","ENSG00000271465","cluster6"
"38784","ENSG00000274355","cluster6"
"38785","ENSG00000243374","cluster6"
"38786","ENSG00000207649","cluster6"
"38787","ENSG00000202329","cluster6"
"38788","ENSG00000275069","cluster6"
"38789","ENSG00000230302","cluster6"
"38790","ENSG00000207060","cluster6"
"38791","ENSG00000249990","cluster6"
"38792","ENSG00000200456","cluster6"
"38793","ENSG00000206983","cluster6"
"38794","ENSG00000263165","cluster6"
"38795","ENSG00000266329","cluster6"
"38796","ENSG00000286466","cluster6"
"38797","ENSG00000224540","cluster6"
"38798","ENSG00000250289","cluster6"
"38799","ENSG00000232920","cluster6"
"38800","ENSG00000227710","cluster6"
"38801","ENSG00000248871","cluster6"
"38802","ENSG00000274624","cluster6"
"38803","ENSG00000256072","cluster6"
"38804","ENSG00000271026","cluster6"
"38805","ENSG00000257114","cluster6"
"38806","ENSG00000229261","cluster6"
"38807","ENSG00000285699","cluster6"
"38808","ENSG00000230948","cluster6"
"38809","ENSG00000235352","cluster6"
"38810","ENSG00000234940","cluster6"
"38811","ENSG00000233656","cluster6"
"38812","ENSG00000230066","cluster6"
"38813","ENSG00000228383","cluster6"
"38814","ENSG00000237802","cluster6"
"38815","ENSG00000225560","cluster6"
"38816","ENSG00000234803","cluster6"
"38817","ENSG00000234830","cluster6"
"38818","ENSG00000225516","cluster6"
"38819","ENSG00000274196","cluster6"
"38820","ENSG00000256916","cluster6"
"38821","ENSG00000137674","cluster6"
"38822","ENSG00000260357","cluster6"
"38823","ENSG00000249215","cluster6"
"38824","ENSG00000234200","cluster6"
"38825","ENSG00000230156","cluster6"
"38826","ENSG00000254239","cluster6"
"38827","ENSG00000284702","cluster6"
"38828","ENSG00000241162","cluster6"
"38829","ENSG00000235062","cluster6"
"38830","ENSG00000286600","cluster6"
"38831","ENSG00000219559","cluster6"
"38832","ENSG00000286450","cluster6"
"38833","ENSG00000206857","cluster6"
"38834","ENSG00000280436","cluster6"
"38835","ENSG00000254544","cluster6"
"38836","ENSG00000255132","cluster6"
"38837","ENSG00000229051","cluster6"
"38838","ENSG00000215197","cluster6"
"38839","ENSG00000255858","cluster6"
"38840","ENSG00000255469","cluster6"
"38841","ENSG00000252582","cluster6"
"38842","ENSG00000236523","cluster6"
"38843","ENSG00000249410","cluster6"
"38844","ENSG00000274256","cluster6"
"38845","ENSG00000278095","cluster6"
"38846","ENSG00000224980","cluster6"
"38847","ENSG00000235612","cluster6"
"38848","ENSG00000257477","cluster6"
"38849","ENSG00000226066","cluster6"
"38850","ENSG00000250074","cluster6"
"38851","ENSG00000239888","cluster6"
"38852","ENSG00000260981","cluster6"
"38853","ENSG00000199354","cluster6"
"38854","ENSG00000211590","cluster6"
"38855","ENSG00000252012","cluster6"
"38856","ENSG00000251953","cluster6"
"38857","ENSG00000231311","cluster6"
"38858","ENSG00000224166","cluster6"
"38859","ENSG00000225896","cluster6"
"38860","ENSG00000236599","cluster6"
"38861","ENSG00000212901","cluster6"
"38862","ENSG00000236248","cluster6"
"38863","ENSG00000258897","cluster6"
"38864","ENSG00000235232","cluster6"
"38865","ENSG00000228374","cluster6"
"38866","ENSG00000229131","cluster6"
"38867","ENSG00000286778","cluster6"
"38868","ENSG00000206901","cluster6"
"38869","ENSG00000223554","cluster6"
"38870","ENSG00000226939","cluster6"
"38871","ENSG00000251490","cluster6"
"38872","ENSG00000287529","cluster6"
"38873","ENSG00000274813","cluster6"
"38874","ENSG00000244125","cluster6"
"38875","ENSG00000249675","cluster6"
"38876","ENSG00000228923","cluster6"
"38877","ENSG00000230342","cluster6"
"38878","ENSG00000287826","cluster6"
"38879","ENSG00000225532","cluster6"
"38880","ENSG00000176746","cluster6"
"38881","ENSG00000235988","cluster6"
"38882","ENSG00000196634","cluster6"
"38883","ENSG00000203971","cluster6"
"38884","ENSG00000187472","cluster6"
"38885","ENSG00000286152","cluster6"
"38886","ENSG00000258954","cluster6"
"38887","ENSG00000259057","cluster6"
"38888","ENSG00000258765","cluster6"
"38889","ENSG00000226337","cluster6"
"38890","ENSG00000224025","cluster6"
"38891","ENSG00000257994","cluster6"
"38892","ENSG00000279784","cluster6"
"38893","ENSG00000287745","cluster6"
"38894","ENSG00000250359","cluster6"
"38895","ENSG00000237653","cluster6"
"38896","ENSG00000260957","cluster6"
"38897","ENSG00000230647","cluster6"
"38898","ENSG00000286321","cluster6"
"38899","ENSG00000265165","cluster6"
"38900","ENSG00000206662","cluster6"
"38901","ENSG00000283665","cluster6"
"38902","ENSG00000255193","cluster6"
"38903","ENSG00000253679","cluster6"
"38904","ENSG00000238291","cluster6"
"38905","ENSG00000223623","cluster6"
"38906","ENSG00000254000","cluster6"
"38907","ENSG00000282793","cluster6"
"38908","ENSG00000263588","cluster6"
"38909","ENSG00000271219","cluster6"
"38910","ENSG00000199620","cluster6"
"38911","ENSG00000225058","cluster6"
"38912","ENSG00000237947","cluster6"
"38913","ENSG00000254819","cluster6"
"38914","ENSG00000244196","cluster6"
"38915","ENSG00000242029","cluster6"
"38916","ENSG00000287392","cluster6"
"38917","ENSG00000244395","cluster6"
"38918","ENSG00000242389","cluster6"
"38919","ENSG00000234414","cluster6"
"38920","ENSG00000242875","cluster6"
"38921","ENSG00000243537","cluster6"
"38922","ENSG00000231513","cluster6"
"38923","ENSG00000233803","cluster6"
"38924","ENSG00000168757","cluster6"
"38925","ENSG00000279248","cluster6"
"38926","ENSG00000214843","cluster6"
"38927","ENSG00000251329","cluster6"
"38928","ENSG00000254975","cluster6"
"38929","ENSG00000266201","cluster6"
"38930","ENSG00000234382","cluster6"
"38931","ENSG00000236959","cluster6"
"38932","ENSG00000230848","cluster6"
"38933","ENSG00000280015","cluster6"
"38934","ENSG00000198398","cluster6"
"38935","ENSG00000251841","cluster6"
"38936","ENSG00000260812","cluster6"
"38937","ENSG00000228231","cluster6"
"38938","ENSG00000254927","cluster6"
"38939","ENSG00000249856","cluster6"
"38940","ENSG00000223273","cluster6"
"38941","ENSG00000234398","cluster6"
"38942","ENSG00000184724","cluster6"
"38943","ENSG00000121388","cluster6"
"38944","ENSG00000252881","cluster6"
"38945","ENSG00000263945","cluster6"
"38946","ENSG00000234529","cluster6"
"38947","ENSG00000225189","cluster6"
"38948","ENSG00000254547","cluster6"
"38949","ENSG00000227629","cluster6"
"38950","ENSG00000237917","cluster6"
"38951","ENSG00000226092","cluster6"
"38952","ENSG00000215507","cluster6"
"38953","ENSG00000215540","cluster6"
"38954","ENSG00000224657","cluster6"
"38955","ENSG00000230548","cluster6"
"38956","ENSG00000240824","cluster6"
"38957","ENSG00000235218","cluster6"
"38958","ENSG00000248447","cluster6"
"38959","ENSG00000170516","cluster6"
"38960","ENSG00000227982","cluster6"
"38961","ENSG00000232605","cluster6"
"38962","ENSG00000235243","cluster6"
"38963","ENSG00000212282","cluster6"
"38964","ENSG00000288017","cluster6"
"38965","ENSG00000240975","cluster6"
"38966","ENSG00000266151","cluster6"
"38967","ENSG00000256659","cluster6"
"38968","ENSG00000267240","cluster6"
"38969","ENSG00000219736","cluster6"
"38970","ENSG00000236412","cluster6"
"38971","ENSG00000236497","cluster6"
"38972","ENSG00000286754","cluster6"
"38973","ENSG00000175658","cluster6"
"38974","ENSG00000274927","cluster6"
"38975","ENSG00000264145","cluster6"
"38976","ENSG00000242943","cluster6"
"38977","ENSG00000271627","cluster6"
"38978","ENSG00000276756","cluster6"
"38979","ENSG00000283132","cluster6"
"38980","ENSG00000232447","cluster6"
"38981","ENSG00000228597","cluster6"
"38982","ENSG00000233349","cluster6"
"38983","ENSG00000272626","cluster6"
"38984","ENSG00000242407","cluster6"
"38985","ENSG00000277448","cluster6"
"38986","ENSG00000183674","cluster6"
"38987","ENSG00000270829","cluster6"
"38988","ENSG00000257846","cluster6"
"38989","ENSG00000178602","cluster6"
"38990","ENSG00000229747","cluster6"
"38991","ENSG00000255494","cluster6"
"38992","ENSG00000251557","cluster6"
"38993","ENSG00000250456","cluster6"
"38994","ENSG00000206072","cluster6"
"38995","ENSG00000286231","cluster6"
"38996","ENSG00000235608","cluster6"
"38997","ENSG00000254991","cluster6"
"38998","ENSG00000236453","cluster6"
"38999","ENSG00000259737","cluster6"
"39000","ENSG00000287560","cluster6"
"39001","ENSG00000167768","cluster6"
"39002","ENSG00000267469","cluster6"
"39003","ENSG00000274049","cluster6"
"39004","ENSG00000285889","cluster6"
"39005","ENSG00000254366","cluster6"
"39006","ENSG00000236667","cluster6"
