"","Metabolites","pvalue","FDR","FC","log2FC","lipid_class"
"263","SM(t32:1)",0.115866216772824,0.297233724919023,0.989798034608764,-0.0147939173652152,"SM"
"264","SPH(d18:0)",0.582864384170057,0.737154464174092,1.06955158641288,0.0970060679795589,"SPH"
"265","SPH(d18:1)",0.97823905541743,0.979946278899834,0.96794312059231,-0.0470058222329452,"SPH"
"266","SPH(m18:1)",0.141498514465137,0.33423928931271,1.41955634516628,0.505440113788395,"SPH"
"267","SPH(t16:0)",0.411243311500456,0.604792250468788,1.0083523445675,0.0119998421500694,"SPH"
"268","SPH(t20:0)",0.616225052210287,0.75418588479468,1.03183352987646,0.045210233363758,"SPH"
"269","TG(6:0_10:3_10:4)",0.872684114726748,0.914088835498455,1.04002773749934,0.056622005500134,"TG"
"270","TG(14:1e_10:1_10:1)",0.601309851453804,0.742994966313057,2.03404941678073,1.02435472957814,"TG"
"271","TG(4:0_16:0_18:2)",0.205888384216398,0.390032780660766,0.739387603169572,-0.43559723988765,"TG"
"272","TG(16:0_12:0_14:0)",0.478204270753054,0.650448463062211,0.831769009535351,-0.265745161553206,"TG"
"273","TG(12:0_14:0_18:2)",0.597103520102393,0.74193020383762,0.838261181199181,-0.254528273261948,"TG"
"274","TG(16:0_14:0_16:0)",0.932071082620667,0.950282062920538,0.96637537154256,-0.0493444074079116,"TG"
"275","TG(16:0_16:0_16:0)",0.964645759939476,0.971415203868876,0.990621866489178,-0.0135936282383512,"TG"
"276","TG(16:0e_16:0_16:0)",0.167311535187575,0.35702476013835,0.687840085998873,-0.539854899077056,"TG"
"277","TG(16:0_14:0_18:1)",0.415136144050004,0.604792250468788,0.938606695155558,-0.0914073436270122,"TG"
"278","TG(16:2e_16:0_16:0)",0.137990359774281,0.327394691950444,0.666408215397925,-0.585521908708529,"TG"
"279","TG(16:0_14:0_20:4)",0.506135452196106,0.675631975722244,0.859639313394264,-0.218196632663759,"TG"
"280","TG(18:0_16:0_18:1)",0.455246492203709,0.635794371106883,0.895214809419525,-0.159694192063467,"TG"
"281","TG(18:0_16:0_20:0)",0.133547894452823,0.324815641592883,0.791639008892241,-0.337085390348344,"TG"
"282","TG(18:0_18:0_18:1)",0.167316481667624,0.35702476013835,0.814552998721209,-0.29591952443031,"TG"
"283","TG(18:0e_16:0_20:1)",0.386424140904386,0.582223898518977,0.912674005103303,-0.131828453960721,"TG"
"284","TG(18:1e_18:1_18:1)",0.331179778640613,0.533485156165274,0.846678274267735,-0.240114224849259,"TG"
"285","TG(18:0e_16:0_20:4)",0.672418984199748,0.796489468410365,0.880400302884176,-0.183768453327333,"TG"
"286","TG(14:0_20:4_20:4)",0.267799532177633,0.459827052775059,0.793850170478622,-0.333061352890424,"TG"
"287","TG(14:0_20:4_22:6)",0.450981585110883,0.634691806943926,0.846867969975608,-0.239791029590671,"TG"
"288","TG(16:1_20:4_22:6)",0.346451118052824,0.546326763083299,0.856239886588882,-0.223913052106963,"TG"
"289","TG(18:0e_18:0_22:4)",0.111319515473943,0.295815911686675,0.77762611759296,-0.362851420325002,"TG"
"290","TG(18:0_18:1_22:4)",0.950808638882106,0.96254701713991,1.24022829159959,0.310605705163901,"TG"
"291","TG(18:1_18:1_24:1)",0.74084861853715,0.822529061224249,0.770046321624041,-0.376982862109364,"TG"
"292","TG(18:0e_20:4_22:4)",0.824607347362904,0.879785534175291,0.997936228733539,-0.00298046913388063,"TG"
"293","TG(22:5_20:4_20:4)",0.625853966391203,0.754707466591935,0.962161217232617,-0.0556494464065436,"TG"
"294","TG(18:1_20:4_24:1)",0.621027829628501,0.754707466591935,0.857349505992464,-0.222044643442084,"TG"
"295","TG(18:0_22:4_22:4)",0.038169693012199,0.178125234056929,0.788975134929036,-0.341948261416488,"TG"
"296","TG(18:0_22:4_22:5)",0.0366115450351109,0.174916821818082,0.765508377242087,-0.385509929129008,"TG"
"297","TG(22:4_20:4_22:6)",0.592435823023654,0.739262254257561,0.981057165123712,-0.027590891737779,"TG"
"298","TG(22:5_20:4_22:6)",0.637820967311879,0.761141861199623,1.04580030164811,0.0646073914249236,"TG"
"299","TG(20:4_22:6_22:6)",0.725168944473173,0.816485313764036,0.998546520796489,-0.00209845263727582,"TG"
"300","TG(22:4_22:4_22:5)",0.24213175271273,0.43042635321734,0.865351642477589,-0.20864159246248,"TG"
"301","TG(22:4_22:6_24:2)",0.766506227745418,0.838046809001657,1.13377325079194,0.181132137045557,"TG"
"302","TG(24:2_22:6_22:6)",0.0723135153694422,0.228212452051428,0.679947438581341,-0.556504867684505,"TG"
"303","AcCa(12:0)",0.0712837906486281,0.228212452051428,1.12817204923069,0.173987099336222,"AcCa"
"304","AcCa(14:1)",0.0602887512676622,0.211010629436818,1.22517859994916,0.292992072884593,"AcCa"
"305","AcCa(16:1)",0.0791001469210756,0.245424239636202,1.22185228759317,0.289069885125879,"AcCa"
"306","AcCa(18:1)",0.0523738175801359,0.208767856187486,1.40717178941117,0.49279846546333,"AcCa"
"307","AcCa(18:2)",0.000428156754707086,0.0307202471502334,1.62813139154012,0.703217130976639,"AcCa"
"308","AcCa(18:3)",0.175712566944247,0.37080519641911,1.10015644195342,0.137708689188599,"AcCa"
"309","AcCa(20:2)",0.00430115351960626,0.0703692244118142,1.81470289137041,0.859733365172275,"AcCa"
"310","AcCa(20:3)",0.0453445640623797,0.197180149786409,1.15562540424857,0.208673824297774,"AcCa"
"311","AcCa(22:5)",0.333800456094753,0.533485156165274,1.29491874410182,0.372861571920118,"AcCa"
"312","Cer(d16:0_18:1)",0.23406928154329,0.423835229040532,1.13281302460025,0.179909758120211,"Cer"
"313","Cer(d18:0_14:0)",0.0202372032479584,0.126262550699219,0.622544286753618,-0.683751623156968,"Cer"
"314","Cer(d18:0_16:0)",0.0296022237623813,0.16147224392674,0.719239112433673,-0.475456617722708,"Cer"
"315","Cer(d18:0_18:0)",0.143542690711937,0.337678297002672,0.751975670909535,-0.411242108550877,"Cer"
"316","Cer(d18:0_20:0)",0.100948373509995,0.281283332013286,0.661862279739889,-0.595397042517085,"Cer"
"317","Cer(d18:1_12:0)",0.506135452196106,0.675631975722244,0.925622552002893,-0.111504079981306,"Cer"
"318","Cer(d18:1_14:0)",0.0198728489249485,0.125351816295829,0.599076018190498,-0.739189013228989,"Cer"
"319","Cer(d18:1_16:0)",0.00512196725732552,0.0735002301426212,0.617528346876394,-0.695422731535237,"Cer"
"320","Cer(d18:1_16:0+O)",0.344932923050236,0.545440009314405,0.702642223546167,-0.509137820532689,"Cer"
"321","Cer(d18:1_18:0)",0.0838673153897946,0.249439942192336,0.66844877448402,-0.581111088988348,"Cer"
"322","Cer(d18:1_20:0)",0.267813466854132,0.459827052775059,0.807386539726548,-0.308668559631521,"Cer"
"323","Cer(d18:1_22:0)",0.179150071714835,0.373529669964907,0.745274099510116,-0.424156972297104,"Cer"
"324","Cer(d18:1_22:2)",0.467690646221561,0.640702699119752,0.62889635359093,-0.669105824176263,"Cer"
"325","Cer(d18:1_24:0)",0.373518652875116,0.567194991402954,0.854063411787698,-0.227584905047039,"Cer"
"326","Cer(d18:1_24:0+O)",0.311230306064687,0.514830535104122,0.741074837703357,-0.432308853932867,"Cer"
"327","Cer(d18:1_24:1)",0.0431889438446468,0.192174060207963,0.734759151057223,-0.4446566728547,"Cer"
"328","Cer(d18:1_24:2)",0.616225052210287,0.75418588479468,0.86158403782241,-0.214936572915838,"Cer"
"329","Cer(d18:1_26:1)",0.165224366111342,0.35702476013835,0.641546887539122,-0.640373386161322,"Cer"
"330","Cer(d18:1_26:2)",0.327803314364962,0.531522888264091,0.996327495908596,-0.00530805634655831,"Cer"
"331","Cer(d18:2_14:0)",0.213317449751577,0.39884109497526,0.755056336804255,-0.405343803037858,"Cer"
"332","Cer(d18:2_16:0)",0.00534249690730594,0.0745645983536377,0.530606953583902,-0.914284512733347,"Cer"
"333","Cer(d18:2_20:0)",0.112863562124359,0.295815911686675,0.750469941744999,-0.414133805538205,"Cer"
"334","Cer(d18:2_22:0)",0.203454292545065,0.390032780660766,0.706437789953602,-0.50136557477696,"Cer"
"335","Cer(d18:2_22:0+O)",0.0837627429373167,0.249439942192336,1.11870513951739,0.161829830941437,"Cer"
"336","Cer(d18:2_24:2)",0.124106518938602,0.308385895544405,0.877492700854482,-0.188540970022686,"Cer"
"337","Cer(d30:0)",0.362633083557426,0.561054959466207,0.936715835300909,-0.094316640577757,"Cer"
"338","Cer(d40:1)",0.0366115450351109,0.174916821818082,0.566023922893118,-0.821065065310942,"Cer"
"339","Cer(d40:2)",0.0186419855540699,0.12159658759132,0.4756634729048,-1.07198685260659,"Cer"
"340","Cer(d42:2)",0.0593630229818609,0.211010629436818,0.743587328395773,-0.42742590964388,"Cer"
"341","Cer(t18:0_16:0)",0.00396301086120528,0.0689323707373282,0.634143227758694,-0.657119370232102,"Cer"
"342","Cer(t18:0_18:0)",0.0612256609496622,0.212991087182461,0.744242531154719,-0.426155256516244,"Cer"
"343","Cer(t18:0_22:0)",0.0372090551003548,0.17506555432462,0.651408402458349,-0.618365765840053,"Cer"
"344","Cer(t18:0_24:0)",0.16724722521535,0.35702476013835,0.623903237453542,-0.680605799246486,"Cer"
"345","Cer(t18:0_24:1)",0.0549095981534665,0.209255950805668,0.843845114881802,-0.244949873795699,"Cer"
"346","Cer(t18:1_16:0)",0.34842733083976,0.546449483001991,0.701262165913531,-0.511974200216385,"Cer"
"347","ChE()",0.00946771578440856,0.0921096416991612,1.28277255128479,0.3592653884923,"ChE"
"348","ChE(16:0)",0.114420181753198,0.295843172641151,1.14795796009185,0.199069809367642,"ChE"
"349","ChE(18:1)",0.0303815371848221,0.16147224392674,1.25589290485051,0.328713444939297,"ChE"
"350","ChE(18:2)",0.000499216713377663,0.0318389326087532,1.37529440058567,0.459740480311536,"ChE"
"351","ChE(18:3)",0.228751927924347,0.416836846439921,1.12472255122805,0.169569158479184,"ChE"
"352","ChE(20:2)",0.00118483424108783,0.0377830474658009,1.52629509186906,0.610033917885844,"ChE"
"353","ChE(20:3)",0.00501481721323189,0.0735002301426212,1.42274174076253,0.50867380442537,"ChE"
"354","ChE(20:4)",0.0557772830544726,0.209255950805668,1.20296891447405,0.266599362785345,"ChE"
"355","ChE(20:5)",0.0814571952129299,0.247388518794824,1.20056516170212,0.263713709202035,"ChE"
"356","ChE(22:4)",0.112863562124359,0.295815911686675,1.17047094072168,0.227089117109355,"ChE"
"357","ChE(22:5)",0.136228340999796,0.327394691950444,1.23857874277784,0.308685590993556,"ChE"
"358","ChE(22:6)",0.00217512057278487,0.0520216336991049,1.79308139239309,0.842440977183837,"ChE"
"359","Co(Q10)",0.0888720196047435,0.260268057413892,0.878894942700638,-0.186237369453855,"Co"
"360","DG(16:0_16:0)",0.471880653400787,0.644903559647742,0.890529331499406,-0.167264964512927,"DG"
"361","DG(16:0_18:1)",0.0191612869659598,0.122206430205122,0.848902530147404,-0.236329179914143,"DG"
"362","DG(16:0_20:4)",0.694983474377,0.804275230428222,0.999929193949203,-0.000102155154993369,"DG"
"363","DG(18:0_16:0)",0.0129340380583021,0.108640651040787,0.841306517391919,-0.249296574365333,"DG"
"364","DG(18:0_18:1)",0.157076197887484,0.35702476013835,0.850777976538187,-0.23314540708758,"DG"
"365","DG(18:0_20:3)",0.5193097807275,0.688415275144538,1.07227397752919,0.100673576990669,"DG"
"366","DG(18:0_20:4)",0.0184720970093264,0.12159658759132,1.31797145375249,0.398319123019929,"DG"
"367","DG(18:0_22:4)",0.0621761247449395,0.213707159302966,0.764686431341217,-0.387059819878159,"DG"
"368","DG(18:1_18:1)",0.127488693036019,0.312728674370404,0.901732364890107,-0.149228791273597,"DG"
"369","DG(20:1)",0.555286846584733,0.716257640313791,0.979918118395033,-0.0292668917010951,"DG"
"370","DG(26:4e)",0.945351059151695,0.958712911577867,0.906075633546296,-0.142296612399657,"DG"
"371","DG(28:0e)",0.355488973737219,0.553631687468306,0.899327225924902,-0.153081949867639,"DG"
"372","DG(30:0e)",0.463522640050959,0.636511950691986,0.938867339242779,-0.0910067735764046,"DG"
"373","DG(30:1e)",0.497451252735055,0.667142567920377,0.946431065463591,-0.0794306656996136,"DG"
"374","DG(30:2e)",0.785032470371361,0.851812170119397,0.947599871734743,-0.077650091589571,"DG"
"375","DG(30:3e)",0.411237862656115,0.604792250468788,0.882071630952036,-0.181032276493343,"DG"
"376","DG(32:0e)",0.403522959296465,0.600057457606661,0.923162036464061,-0.115344198169108,"DG"
"377","DG(32:1e)",0.344938542475835,0.545440009314405,1.02464731164038,0.0351274128460742,"DG"
"378","DG(32:2e)",0.679930034008848,0.796489468410365,0.954997609505962,-0.0664309730041171,"DG"
"379","DG(32:3e)",0.33458999341376,0.533485156165274,0.94105324890418,-0.0876517356354713,"DG"
"380","DG(34:0e)",0.601903587692633,0.742994966313057,0.91490433906481,-0.128307189492412,"DG"
"381","DG(34:1e)",0.705086783672974,0.812690389213428,1.01028274750585,0.0147591160831992,"DG"
"382","DG(34:2e)",0.35194976296378,0.550460937169508,1.02741799438064,0.039023246635128,"DG"
"383","DG(34:3e)",0.438946413032392,0.625199109381124,0.920131093162197,-0.120088675042008,"DG"
"384","DG(34:4e)",0.75635461734061,0.831700288033545,0.996708959583124,-0.00475579774965786,"DG"
"385","DG(36:2e)",0.430923760859474,0.621483011892809,0.897496180020583,-0.156022296427539,"DG"
"386","DG(36:3e)",0.430923760859474,0.621483011892809,0.975837862928417,-0.035286633349885,"DG"
"387","DG(36:4e)",0.532658929877263,0.696460650910135,1.02480413794245,0.0353482061015274,"DG"
"388","DG(38:2e)",0.722891629258804,0.816485313764036,0.824017298262152,-0.279253471246983,"DG"
"389","DG(38:3e)",0.184732143789228,0.37601507281921,0.8836705154794,-0.178419546867228,"DG"
"390","DG(38:4e)",0.0115206940977639,0.104966324001849,0.711156647457703,-0.49176071560736,"DG"
"391","DG(38:5e)",0.777180864210657,0.844889803138101,1.01959111074009,0.0279907004548121,"DG"
"392","DG(38:6e)",0.070220691763156,0.227721339390122,0.77924161777172,-0.359857363887169,"DG"
"393","DG(38:7e)",0.369869256871363,0.566146542517766,0.863415310771322,-0.211873418838042,"DG"
"394","LPC(14:0)",0.0961281815955433,0.270478314881578,1.25131221080939,0.323441796529881,"LPC"
"395","LPC(16:0)",0.0523738175801359,0.208767856187486,1.14652195623569,0.1972639832214,"LPC"
"396","LPC(16:0e)",0.657579354107003,0.781471116474989,1.06409233701798,0.0896233466829966,"LPC"
"397","LPC(16:1e)",0.348432945607541,0.546449483001991,0.798195900989039,-0.325185224755254,"LPC"
"398","LPC(18:0)",0.00260684899713054,0.0598532529741172,1.23759249701161,0.307536355489632,"LPC"
"399","LPC(18:1)",0.180257349442995,0.373529669964907,0.997499368001683,-0.00361216761867138,"LPC"
"400","LPC(18:1e)",0.434897656269718,0.624116525729982,0.826965835164856,-0.274100367010014,"LPC"
"401","LPC(18:2)",0.00624775016718498,0.0779610564340039,1.53293943275511,0.616300696481338,"LPC"
"402","LPC(20:1)",0.915822893174141,0.940397747194914,0.864374967674528,-0.210270802577432,"LPC"
"403","LPC(20:2)",0.00671590959543782,0.0819778942507901,1.11634095362177,0.158777723380938,"LPC"
"404","LPC(20:4)",0.6210318959331,0.754707466591935,0.956500490530839,-0.0641623864453765,"LPC"
"405","LPC(22:4)",0.012390566992262,0.107760385659976,0.505521329278872,-0.984156130364065,"LPC"
"406","LPC(22:5)",0.0685174240875767,0.224737151007252,0.456962009894994,-1.12985386486508,"LPC"
"407","LPC(22:6)",0.845905134060832,0.89255431424801,0.877575533735722,-0.188404790032962,"LPC"
"408","LPE(16:0)",0.0142268269895442,0.110354036378357,1.40751606435384,0.49315138826029,"LPE"
"409","LPE(16:1e)",0.108293697761452,0.294599917133051,1.14654295205294,0.197290402500955,"LPE"
"410","LPE(18:0)",0.000746055028603532,0.0329411989552636,1.38309546335653,0.467900736935238,"LPE"
"411","LPE(18:1)",0.0298632487762836,0.16147224392674,1.20664502343091,0.271001319624128,"LPE"
"412","LPE(18:1e)",0.0650986273096952,0.219803600445677,1.23891979412485,0.309082792511784,"LPE"
"413","LPE(18:2)",0.00025372122509096,0.0242726638670351,1.53184417813751,0.615269551269668,"LPE"
"414","LPE(20:4)",0.12746652168693,0.312728674370404,1.17176678844354,0.228685465122658,"LPE"
"415","LPE(22:4)",0.644955489329329,0.768059026711691,0.75391435054737,-0.407527461392417,"LPE"
"416","LPE(22:5)",0.268653371922294,0.459827052775059,0.676803288373064,-0.563191516813679,"LPE"
"417","LPE(22:6)",0.117584071493878,0.298642730254364,1.33284733509902,0.41451154298594,"LPE"
"418","LPG(18:1)",0.0314413300870012,0.164066576999443,1.22481377673082,0.292562415505411,"LPG"
"419","LPG(22:5)",0.0301209550298013,0.16147224392674,0.79368583099101,-0.33336004440284,"LPG"
"420","LPI(20:4)",0.932071082620667,0.950282062920538,0.93345979413193,-0.0993402106851081,"LPI"
"421","LPS(18:1)",0.395884559375065,0.591773165993495,1.04235728321222,0.0598498672222084,"LPS"
"422","PC(14:0_14:0)",0.191597680399972,0.379912375832934,1.2952706329552,0.373253565116703,"PC"
"423","PC(14:0_20:4)",0.798168483715315,0.859566059385724,0.991561814572216,-0.0122253811352274,"PC"
"424","PC(14:0_22:6)",0.290524636627549,0.486184085784877,0.884519035401342,-0.17703490394041,"PC"
"425","PC(16:0_14:0)",0.484575199141818,0.656005104498593,0.960596099558426,-0.0579981442749148,"PC"
"426","PC(16:0_16:0)",0.288972709808036,0.485000980788926,1.08653432921081,0.119733757399805,"PC"
"427","PC(16:0_18:1)",0.415136144050004,0.604792250468788,0.980385185377438,-0.0285794111150717,"PC"
"428","PC(16:0_18:3)",0.523740233642946,0.692688696108412,0.922770631758684,-0.115956005572066,"PC"
"429","PC(16:0_20:4)",0.0162278420920942,0.112975625683028,1.14462407121195,0.194873851902499,"PC"
"430","PC(16:0_22:4)",0.111323681081983,0.295815911686675,0.87232871648471,-0.197056211859366,"PC"
"431","PC(16:0_22:5)",0.0165330183926383,0.112975625683028,0.717671578765029,-0.478604306665575,"PC"
"432","PC(16:0_22:6)",0.625854972295751,0.754707466591935,1.031472796225,0.0447057724906915,"PC"
"433","PC(16:0e_16:1)",0.843236019420409,0.89137656564883,1.04812174037678,0.0678062970637354,"PC"
"434","PC(16:0e_20:4)",0.199841232406992,0.387529957437884,1.12492620035028,0.169830357992504,"PC"
"435","PC(16:1e_20:4)",0.434924408174203,0.624116525729982,0.840589470927315,-0.250526709223174,"PC"
"436","PC(18:0_18:1)",0.835137251075075,0.887719966883506,1.02235120513742,0.0318908859728779,"PC"
"437","PC(18:0_18:2)",0.000297394151606938,0.0243863204317689,1.29493882422591,0.37288394341714,"PC"
"438","PC(18:0_20:4)",0.573720970169133,0.733442843824237,1.01390890940627,0.019928044993183,"PC"
"439","PC(18:0_22:4)",0.0566556395104409,0.209686221542602,0.886126844707311,-0.174414866612795,"PC"
"440","PC(18:1_18:1)",0.910414297199399,0.939888141353336,0.989928268378979,-0.0146041056579782,"PC"
"441","PC(18:1_18:2)",0.00325612222894569,0.0667505056933866,1.17495386901797,0.232604114879222,"PC"
"442","PC(18:1_20:4)",0.049936703835303,0.207707739141043,1.07897896111664,0.10966673415994,"PC"
"443","PC(18:1_22:6)",0.0941106625157607,0.268753832258939,0.83010587567266,-0.268632738468179,"PC"
"444","PC(18:2_18:2)",0.000823410133687472,0.0337598154811863,1.38874756407119,0.47378438106135,"PC"
"445","PC(18:2_20:4)",0.00168821687208716,0.0461445945037158,1.3019171665989,0.380637661146747,"PC"
"446","PC(20:0_20:4)",0.193927397419947,0.379912375832934,0.780193594211689,-0.358095941740177,"PC"
"447","PC(20:4_22:6)",0.761542578058941,0.834208854591283,1.00464520345046,0.0066860948413037,"PC"
"448","PC(32:1)",0.915822893174141,0.940397747194914,1.01381968269653,0.0198010783643842,"PC"
"449","PC(36:1e)",0.97008200505329,0.973473987562495,1.00443884112023,0.00638972305706344,"PC"
"450","PC(36:2e)",0.0681335149008874,0.224737151007252,0.579507409404477,-0.787100987680191,"PC"
"451","PC(36:4)",0.223521143738795,0.411221591365604,1.03158656156956,0.04486488444058,"PC"
"452","PC(38:4)",0.592440134074004,0.739262254257561,1.0408351173627,0.0577415439461398,"PC"
"453","PC(38:4e)",0.488847042015008,0.660231063803799,1.07129604114929,0.099357208454828,"PC"
"454","PC(38:5)",0.715242376118101,0.814581595023393,1.02703765078751,0.0384890712459478,"PC"
"455","PC(38:5e)",0.187000130879343,0.376624824999098,1.10581041702395,0.145104067431839,"PC"
"456","PC(38:6)",0.808718296452466,0.867671592829375,0.994861119113055,-0.0074329529007916,"PC"
"457","PC(40:8)",0.493139094849424,0.664464414186782,1.06434004289742,0.0899591469168815,"PC"
"458","PC(42:10)",0.366240725097206,0.56359832762948,0.983963491713661,-0.0233233070675242,"PC"
"459","PC(42:5)",0.0602468953986616,0.211010629436818,0.784628280062699,-0.349918760019203,"PC"
"460","PC(42:7)",0.167316481667624,0.35702476013835,0.802247763439172,-0.317880232417939,"PC"
"461","PE(14:0_14:0)",0.0460863570275034,0.198899014539752,0.928818498943907,-0.106531388759611,"PE"
"462","PE(14:0_20:4)",0.0119757879207064,0.107407847913836,1.39499668723704,0.480261696024086,"PE"
"463","PE(16:0_14:0)",0.730570227066932,0.819037715500818,1.05015751336116,0.0706057342742526,"PE"
"464","PE(16:0_18:1)",0.163161756645606,0.35702476013835,1.15065585981144,0.202456414198679,"PE"
"465","PE(16:0_20:3)",0.00611953951911013,0.0779610564340039,1.36142139203027,0.445113684106212,"PE"
"466","PE(16:0_20:4)",0.00545594622099788,0.0745645983536377,1.23027662819184,0.298982742596536,"PE"
"467","PE(16:0_22:5)",0.0428372251985306,0.192098181749661,0.827437132047783,-0.273278393515463,"PE"
"468","PE(16:0_22:6)",0.0298632487762836,0.16147224392674,1.24244415135185,0.313181003193125,"PE"
"469","PE(16:0e)",0.0142268269895442,0.110354036378357,1.40751606435384,0.49315138826029,"PE"
"470","PE(16:0e_18:1)",0.282814016291398,0.476058797521611,0.909201084589749,-0.13732868973367,"PE"
"471","PE(16:0e_22:4)",0.0366115450351109,0.174916821818082,1.13304229649817,0.180201718006779,"PE"
"472","PE(16:1_20:4)",0.0660944655913716,0.220581596792632,1.28378394839098,0.360402427684843,"PE"
"473","PE(16:1_22:6)",0.281276080492816,0.476058797521611,1.29092540258707,0.36840563548078,"PE"
"474","PE(16:1e_16:1)",0.681834086100989,0.797093208598712,1.30697157125355,0.386227760523111,"PE"
"475","PE(16:1e_18:1)",0.798168483715315,0.859566059385724,0.994620062408865,-0.00778256295655857,"PE"
"476","PE(16:1e_20:3)",0.0523738175801359,0.208767856187486,1.22973630249446,0.298348985589095,"PE"
"477","PE(16:1e_22:4)",0.00774754342357109,0.0871978416692119,0.820619494464562,-0.28521466788908,"PE"
"478","PE(16:1e_22:6)",0.049936703835303,0.207707739141043,1.11266131760015,0.154014518308032,"PE"
"479","PE(18:0_18:0)",0.0150557917498789,0.112975625683028,1.3953395996565,0.48061628987848,"PE"
"480","PE(18:0_18:1)",0.267813466854132,0.459827052775059,1.07781601974208,0.108110934993663,"PE"
"481","PE(18:0_20:3)",0.0225481008479246,0.137687339220306,1.27381310322801,0.349153617605295,"PE"
"482","PE(18:0_20:4)",0.259079520874056,0.453389161529597,1.07750234592246,0.107691010332479,"PE"
"483","PE(18:0_22:4)",0.298376858907006,0.497873014571574,0.89210074785055,-0.164721447279087,"PE"
"484","PE(18:0_22:5)",0.0122092561476511,0.107760385659976,0.688782586507351,-0.537879425260987,"PE"
"485","PE(18:0e)",0.00133470928230476,0.0383061564021466,1.3048551898765,0.383889708374318,"PE"
"486","PE(18:0p_22:5)",0.00823157084509113,0.087498549353376,0.719948088297726,-0.474035209798292,"PE"
"487","PE(18:1_18:1)",0.058449120987485,0.209686221542602,1.15625196376478,0.209455815887374,"PE"
"488","PE(18:1_18:2)",9.19974664287234e-05,0.0132016364325218,1.41329932288022,0.499067046636355,"PE"
"489","PE(18:1_20:3)",0.679930034008848,0.796489468410365,1.03111068789284,0.0441992117580333,"PE"
"490","PE(18:1_20:4)",0.0483653629821433,0.205642358161113,1.16384572920435,0.218899837918001,"PE"
"491","PE(18:1_22:5)",0.159085301768377,0.35702476013835,0.875537081080414,-0.191759813363936,"PE"
"492","PE(18:1e)",0.0330904161514492,0.16661314799063,1.20674518283686,0.271121067751026,"PE"
"493","PE(18:1e_22:3)",0.0322563414353328,0.165244226232949,0.702354910306627,-0.509727864998485,"PE"
"494","PE(18:1e_22:4)",0.0309075343438935,0.162760777187109,0.842161128354061,-0.247831808343842,"PE"
"495","PE(18:1e_22:5)",0.0191612869659598,0.122206430205122,0.752046906574062,-0.411105446586406,"PE"
"496","PE(18:1e_22:6)",0.0156323071047742,0.112975625683028,1.14513556926318,0.195518404895014,"PE"
"497","PE(18:2_20:4)",0.000132301831688977,0.0151882502778945,1.37015889234569,0.454343206986517,"PE"
"498","PE(18:2_22:6)",0.0178046998114235,0.118836019671594,1.21449607098744,0.280357822722967,"PE"
"499","PE(18:2e_20:4)",0.0438984698434025,0.192349020535214,1.1393925162637,0.188264835470138,"PE"
"500","PE(20:0p_22:5)",0.625854972295751,0.754707466591935,0.932604981961188,-0.100661958334687,"PE"
"501","PE(20:4_22:6)",0.798168483715315,0.859566059385724,1.04470624456007,0.0630973355178207,"PE"
"502","PE(20:4e)",0.125772244754884,0.311177881419411,1.17463827850899,0.232216557519128,"PE"
"503","PE(22:4e)",0.715067736035117,0.814581595023393,0.698878876586529,-0.51688565257652,"PE"
"504","PG(16:0_18:1)",0.00605647449883718,0.0779610564340039,1.17913121354081,0.237724270134069,"PG"
"505","PG(16:0_18:2)",0.00441340083419044,0.0703692244118142,1.19760658738589,0.260154062015665,"PG"
"506","PG(18:0_18:1)",0.270769240135836,0.459827052775059,1.04054818686252,0.0573437765464729,"PG"
"507","PG(18:1_18:1)",0.00913159660522916,0.0919567798491498,1.65119244864593,0.72350827805042,"PG"
"508","PG(18:1_18:2)",2.10711893132427e-05,0.00403162088860043,1.74402429095193,0.802420134261537,"PG"
"509","PG(18:1_20:2)",0.0134354236033148,0.108640651040787,1.43664156805592,0.522700164446428,"PG"
"510","PG(18:1_20:4)",0.0163766778090823,0.112975625683028,1.33283846791434,0.41450194497304,"PG"
"511","PG(18:1_22:4)",0.745999296583916,0.826647869187583,1.01789588246643,0.0255899999879245,"PG"
"512","PG(18:1_22:5)",0.997279526124818,0.997279526124818,1.06893625602532,0.0961758232566003,"PG"
"513","PG(18:2_18:2)",8.0495413073701e-06,0.00231021835521522,1.62823701237472,0.703310719069542,"PG"
"514","PG(18:2_20:4)",0.000566595305303207,0.0325225705244041,1.43211622241359,0.518148578283616,"PG"
"515","PG(20:2_22:5)",0.541652666642873,0.705009764863553,1.17472805973716,0.232326822938874,"PG"
"516","PG(20:4_22:6)",0.0250850193007546,0.149987511235762,1.44073296002436,0.526802956643751,"PG"
"517","PG(22:4_22:5)",0.942919380232357,0.957939334961722,1.04474836113844,0.0631554955549905,"PG"
"518","PG(22:4_22:6)",0.00285085338679429,0.0629380709238431,1.4573872573411,0.54338428166515,"PG"
"519","PG(22:5_20:4)",0.463521338112177,0.636511950691986,0.978545455155609,-0.0312892267594007,"PG"
"520","PG(22:5_22:5)",0.324364795683285,0.529064459858281,0.940692658579556,-0.0882046496898358,"PG"
"521","PG(22:5_22:6)",0.705078597551235,0.812690389213428,1.00892175672392,0.0128142957888566,"PG"
"522","PG(22:6_22:6)",0.0153406222116623,0.112975625683028,2.25688697008242,1.17433416696356,"PG"
"523","PI(16:0_18:2)",0.0296064930666915,0.16147224392674,1.27294941049037,0.348175084844191,"PI"
